actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Armed opposition groups,Tartous,7/7/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/10/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/11/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/20/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/27/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,8/5/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,8/13/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,8/22/14,Explosion,0,0,2,0
Armed opposition groups,Tartous,8/24/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,8/29/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,8/31/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,9/5/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,9/14/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,9/25/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,9/29/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/1/14,Explosion,0,2,2,0
Armed opposition groups,Tartous,10/9/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/11/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/13/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/20/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/23/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/25/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/27/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/31/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/9/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/13/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/16/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/21/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/24/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/28/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/5/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/9/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/12/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/15/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/18/14,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/25/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/2/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/8/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/10/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/14/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/23/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/29/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/10/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/19/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/22/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/24/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/25/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/26/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/2/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/3/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/6/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/9/14,Shelling,0,0,2,0
Armed opposition groups,Unknown,3/12/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/17/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/24/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/25/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/26/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/2/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/12/14,Field Execution,0,0,2,0
Armed opposition groups,Unknown,4/13/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/19/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/23/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/24/14,Field Execution,0,0,2,0
Armed opposition groups,Unknown,4/30/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/4/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/6/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/11/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/15/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/24/14,Shelling,0,0,2,0
Armed opposition groups,Unknown,5/27/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/29/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,6/1/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,6/4/14,Shelling,0,0,2,0
Armed opposition groups,Unknown,6/9/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,6/10/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,6/22/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,6/23/14,Other,0,0,2,0
Armed opposition groups,Unknown,7/11/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/14/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/15/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/17/14,Field Execution,0,0,2,0
Armed opposition groups,Unknown,7/27/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/28/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/31/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/11/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/15/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/20/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/21/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,9/1/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,9/3/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,9/6/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,9/15/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/1/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/5/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/8/14,Explosion,0,0,2,0
Armed opposition groups,Unknown,10/18/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/24/14,Explosion,0,0,2,0
Armed opposition groups,Unknown,10/29/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/30/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,11/5/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,11/10/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,11/11/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,11/12/14,Field Execution,0,0,2,0
Armed opposition groups,Unknown,11/13/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,11/14/14,Shooting,0,0,2,0
Armed opposition groups,Unknown,11/18/14,Other,0,0,2,0
Armed opposition groups,Unknown,12/4/14,Field Execution,0,0,2,0
Armed opposition groups,Unknown,12/7/14,Explosion,0,0,2,0
Armed opposition groups,Unknown,12/25/14,Shooting,0,0,2,0
International coalition forces,Aleppo,9/28/14,Warplane shelling,0,0,2,0
International coalition forces,Aleppo,12/11/14,Warplane shelling,0,0,2,0
International coalition forces,Aleppo,12/12/14,Warplane shelling,0,2,2,0
International coalition forces,Aleppo,12/14/14,Warplane shelling,0,0,2,0
International coalition forces,Aleppo,12/20/14,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,9/23/14,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,11/24/14,Warplane shelling,0,0,2,0
International coalition forces,Hasakeh,9/27/14,Warplane shelling,0,0,2,0
International coalition forces,Idlib,9/28/14,Warplane shelling,0,0,2,0
International coalition forces,Idlib,9/29/14,Warplane shelling,0,2,2,0
International coalition forces,Idlib,11/25/14,Warplane shelling,0,0,2,0
International coalition forces,Raqqa,9/27/14,Warplane shelling,0,0,2,0
Syrian government and affiliated militias,Homs,6/22/14,Shelling,0,2,2,0
Syrian government and affiliated militias,Idlib,11/28/14,Detention - Torture,0,0,2,0
Not identified,Damascus,10/28/14,Shelling,0,1,1,12
Not identified,Damascus Suburbs,7/12/14,Shooting,0,0,1,0
Syrian government and affiliated militias,Deir Ezzor,12/8/14,Warplane shelling,0,0,1,0
Syrian government and affiliated militias,Hama,7/13/14,Warplane shelling,0,0,1,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/7/14,Shooting,0,0,0,90
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/5/14,Shooting,0,0,0,88
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,3/7/14,Shooting,0,3,0,81
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/3/14,Shooting,0,0,0,48
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/16/14,Shooting,0,0,0,45
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/4/14,Shooting,0,0,0,38
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/8/14,Shooting,0,0,0,37
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/12/14,Shooting,0,0,0,36
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/15/14,Shooting,0,0,0,36
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/9/14,Shooting,0,0,0,36
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,1/6/14,Shooting,0,0,0,36
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/26/14,Shooting,0,0,0,30
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/12/14,Shooting,0,0,0,30
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/13/14,Shooting,0,0,0,30
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/13/14,Field Execution,0,0,0,30
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/27/14,Shooting,0,0,0,28
Not identified,Deir Ezzor,7/30/14,Shooting,0,0,0,27
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,7/10/14,Shooting,0,0,0,27
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/2/14,Shooting,0,0,0,27
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/11/14,Shooting,0,0,0,27
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/13/14,Shooting,0,0,0,24
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,2/17/14,Shooting,0,0,0,24
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,7/1/14,Shooting,0,0,0,22
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/10/14,Shooting,0,0,0,21
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,2/8/14,Shooting,0,0,0,21
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,1/5/14,Shooting,0,0,0,21
International coalition forces,Aleppo,12/9/14,Warplane shelling,0,0,0,20
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/1/14,Explosion,0,0,0,20
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2/12/14,Shooting,0,0,0,19
Syrian government and affiliated militias,Damascus Suburbs,4/17/14,Shooting,0,0,0,18
Syrian government and affiliated militias,Hama,4/4/14,Warplane shelling,0,0,0,18
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/29/14,Shooting,0,0,0,18
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,7/7/14,Shooting,0,0,0,18
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2/21/14,Shooting,0,0,0,18
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/3/14,Shooting,0,0,0,18
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,1/8/14,Explosion,0,0,0,18
Syrian government and affiliated militias,Daraa,6/13/14,Shelling,0,0,0,15
Syrian government and affiliated militias,Idlib,4/12/14,Warplane shelling,0,0,0,15
Syrian government and affiliated militias,Idlib,4/15/14,Warplane shelling,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/25/14,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/18/14,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/8/14,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/23/14,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/4/14,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/29/14,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/12/14,Explosion,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/15/14,Field Execution,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,5/15/14,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Other Nationalities,7/16/14,Field Execution,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,1/10/14,Kidnapping - Execution,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,7/1/14,Shooting,0,0,0,14
Al-Nusra Front,Raqqa,2/12/14,Shooting,0,0,0,12
Armed opposition groups,Damascus Suburbs,12/20/14,Shooting,0,0,0,12
Armed opposition groups,Other Nationalities,1/4/14,Shooting,0,0,0,12
Armed opposition groups,Quneitra,6/14/14,Shooting,0,0,0,12
Not identified,Idlib,11/5/14,Shooting,0,0,0,12
Syrian government and affiliated militias,Damascus Suburbs,4/8/14,Shooting,0,0,0,12
Syrian government and affiliated militias,Daraa,12/7/14,Shooting,0,0,0,12
Syrian government and affiliated militias,Idlib,3/23/14,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/27/14,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/19/14,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/15/14,Kidnapping - Execution,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,8/3/14,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/10/14,Field Execution,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,4/13/14,Field Execution,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/14/14,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/1/14,Shooting,0,0,0,12
Armed opposition groups,Idlib,1/5/14,Shooting,0,0,0,10
Al-Nusra Front,Daraa,7/12/14,Kidnapping - Execution,0,0,0,9
Not identified,Aleppo,7/16/14,Shooting,0,0,0,9
Not identified,Damascus Suburbs,12/7/14,Shooting,0,0,0,9
Syrian government and affiliated militias,Damascus,6/13/14,Shelling,0,0,0,9
Syrian government and affiliated militias,Damascus Suburbs,12/25/14,Chemical and toxic gases,0,0,0,9
Syrian government and affiliated militias,Daraa,3/24/14,Shooting,0,0,0,9
Syrian government and affiliated militias,Daraa,6/14/14,Shooting,0,0,0,9
Syrian government and affiliated militias,Daraa,12/3/14,Shooting,0,0,0,9
Syrian government and affiliated militias,Homs,3/22/14,Shooting,0,0,0,9
Syrian government and affiliated militias,Idlib,4/2/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/16/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/23/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/28/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/10/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,7/17/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,3/16/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2/9/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2/22/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,3/8/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/18/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/26/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/17/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/22/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/2/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,2/23/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,8/13/14,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/20/14,Shooting,0,0,0,7
Armed opposition groups,Aleppo,1/4/14,Shooting,0,0,0,6
Armed opposition groups,Aleppo,12/5/14,Kidnapping - Execution,0,0,0,6
Armed opposition groups,Idlib,9/23/14,Shooting,0,0,0,6
International coalition forces,Aleppo,10/9/14,Warplane shelling,0,0,0,6
International coalition forces,Homs,12/4/14,Warplane shelling,0,0,0,6
Not identified,Aleppo,11/20/14,Explosion,0,0,0,6
Not identified,Damascus,8/9/14,Shooting,0,0,0,6
Not identified,Damascus Suburbs,3/16/14,Shooting,0,0,0,6
Not identified,Daraa,6/4/14,Shooting,0,0,0,6
Not identified,Daraa,11/11/14,Shooting,0,0,0,6
Not identified,Deir Ezzor,2/7/14,Shooting,0,0,0,6
Not identified,Homs,12/13/14,Shooting,0,0,0,6
Not identified,Idlib,3/14/14,Shooting,0,0,0,6
Not identified,Idlib,10/29/14,Shooting,0,0,0,6
Not identified,Other Nationalities,7/30/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus,4/2/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,4/22/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,3/18/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,3/19/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,4/5/14,Shelling,0,0,0,6
Syrian government and affiliated militias,Daraa,4/8/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,4/16/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,6/20/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,10/17/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,10/20/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Hama,3/8/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Hama,8/18/14,Shooting,0,3,0,6
Syrian government and affiliated militias,Homs,4/6/14,Warplane shelling,0,0,0,6
Syrian government and affiliated militias,Homs,4/15/14,Explosion,0,0,0,6
Syrian government and affiliated militias,Homs,4/20/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,6/28/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,7/3/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,8/26/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,9/1/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,12/9/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,4/9/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,4/17/14,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,6/25/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/18/14,Kidnapping - Execution,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/16/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/10/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/17/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/1/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/3/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/30/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/25/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,8/24/14,Explosion,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,11/20/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,11/22/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,7/22/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2/8/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2/28/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,3/24/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/4/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/25/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/14/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/22/14,Kidnapping - Execution,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,7/2/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/21/14,Kidnapping - Execution,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,1/10/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,3/22/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,4/10/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,5/21/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,2/3/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,1/14/14,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,3/26/14,Shooting,0,0,0,6
International coalition forces,Idlib,11/13/14,Warplane shelling,0,0,0,4
International coalition forces,Other Nationalities,9/23/14,Warplane shelling,0,0,0,4
International coalition forces,Other Nationalities,10/9/14,Warplane shelling,0,2,0,4
International coalition forces,Other Nationalities,11/1/14,Warplane shelling,0,0,0,4
Syrian government and affiliated militias,Idlib,2/20/14,Shooting,0,0,0,4
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/3/14,Shooting,0,0,0,4
Al-Nusra Front,Aleppo,8/13/14,Shooting,0,3,0,3
Al-Nusra Front,Aleppo,11/8/14,Kidnapping - Execution,0,0,0,3
Al-Nusra Front,Aleppo,11/10/14,Shooting,0,0,0,3
Al-Nusra Front,Daraa,7/22/14,Kidnapping - Execution,0,0,0,3
Al-Nusra Front,Daraa,12/15/14,Shooting,0,0,0,3
Al-Nusra Front,Daraa,12/18/14,Shooting,0,0,0,3
Al-Nusra Front,Deir Ezzor,5/5/14,Shooting,0,0,0,3
Al-Nusra Front,Deir Ezzor,7/24/14,Field Execution,0,0,0,3
Al-Nusra Front,Homs,12/29/14,Shooting,0,0,0,3
Al-Nusra Front,Other Nationalities,12/8/14,Kidnapping - Execution,0,0,0,3
Armed opposition groups,Aleppo,1/3/14,Shooting,0,0,0,3
Armed opposition groups,Aleppo,1/8/14,Shooting,0,0,0,3
Armed opposition groups,Aleppo,2/5/14,Explosion,0,0,0,3
Armed opposition groups,Aleppo,2/15/14,Shooting,0,0,0,3
Armed opposition groups,Aleppo,10/13/14,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,7/10/14,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,9/30/14,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,11/29/14,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,12/28/14,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,12/29/14,Shooting,0,0,0,3
Armed opposition groups,Daraa,1/28/14,Shooting,0,0,0,3
Armed opposition groups,Daraa,11/9/14,Shooting,0,0,0,3
Armed opposition groups,Daraa,11/13/14,Shooting,0,0,0,3
Armed opposition groups,Deir Ezzor,5/5/14,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,4/28/14,Shooting,0,0,0,3
Armed opposition groups,Raqqa,1/6/14,Shooting,0,0,0,3
Armed opposition groups,Raqqa,2/12/14,Shooting,0,0,0,3
Armed opposition groups,Raqqa,5/10/14,Shooting,0,0,0,3
Not identified,Aleppo,8/8/14,Shooting,0,0,0,3
Not identified,Aleppo,8/20/14,Kidnapping - Execution,0,0,0,3
Not identified,Aleppo,10/1/14,Explosion,0,0,0,3
Not identified,Aleppo,10/8/14,Shooting,0,0,0,3
Not identified,Aleppo,10/23/14,Shooting,0,0,0,3
Not identified,Damascus,7/3/14,Shooting,0,0,0,3
Not identified,Damascus,7/10/14,Shooting,0,0,0,3
Not identified,Damascus,7/18/14,Shooting,0,0,0,3
Not identified,Damascus,8/2/14,Shooting,0,0,0,3
Not identified,Damascus,8/3/14,Shooting,0,0,0,3
Not identified,Damascus,8/19/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,2/16/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,3/18/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,4/22/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,5/4/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,5/6/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,6/20/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,8/15/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,8/19/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,9/2/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,9/20/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,9/30/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,10/9/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,10/29/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,11/8/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,11/17/14,Field Execution,0,0,0,3
Not identified,Damascus Suburbs,11/29/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,12/1/14,Shooting,0,0,0,3
Not identified,Damascus Suburbs,12/8/14,Shooting,0,0,0,3
Not identified,Daraa,1/17/14,Kidnapping - Torture - Execution,0,0,0,3
Not identified,Daraa,3/5/14,Shooting,0,0,0,3
Not identified,Daraa,3/30/14,Explosion,0,0,0,3
