actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Armed opposition groups,Aleppo,2014-03-13,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-03-18,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-03-22,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-03-23,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-03-24,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-03-26,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-04-05,Shooting,2,0,2,0
Armed opposition groups,Aleppo,2014-04-08,Shelling,0,2,2,0
Armed opposition groups,Aleppo,2014-04-15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-04-19,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-04-24,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-04-25,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-04-28,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-05-04,Shelling,0,2,2,0
Armed opposition groups,Aleppo,2014-05-12,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-05-14,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-05-18,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-05-20,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-05-25,Explosion,0,0,2,0
Armed opposition groups,Aleppo,2014-05-29,Field Execution,0,0,2,0
Armed opposition groups,Aleppo,2014-05-31,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-06-01,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-06-03,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-06-06,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-06-07,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-06-15,Shelling,0,2,2,0
Armed opposition groups,Aleppo,2014-06-18,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-06-20,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-06-23,Other,0,0,2,0
Armed opposition groups,Aleppo,2014-07-06,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-07-08,Explosion,0,0,2,0
Armed opposition groups,Aleppo,2014-07-11,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-07-16,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-07-17,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-07-19,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-07-27,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-08-01,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-08-08,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-08-13,Explosion,0,0,2,0
Armed opposition groups,Aleppo,2014-08-14,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-08-29,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-09-07,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-09-11,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-09-24,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-09-25,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-09-26,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-09-27,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-10-05,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-10-06,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-10-11,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-10-18,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-10-23,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-10-30,Shooting,2,0,2,0
Armed opposition groups,Aleppo,2014-11-01,Shelling,2,0,2,0
Armed opposition groups,Aleppo,2014-11-07,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-11-12,Shelling,2,0,2,0
Armed opposition groups,Aleppo,2014-11-15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-11-17,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-11-25,Shelling,2,0,2,0
Armed opposition groups,Aleppo,2014-11-27,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-12-20,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-12-22,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2014-12-24,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2014-12-25,Shelling,0,0,2,0
Armed opposition groups,Damascus,2014-01-14,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-01-18,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-01-29,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-02-16,Explosion,0,0,2,0
Armed opposition groups,Damascus,2014-02-24,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-02-25,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-02-27,Explosion,0,2,2,0
Armed opposition groups,Damascus,2014-03-03,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-03-24,Shelling,2,0,2,0
Armed opposition groups,Damascus,2014-03-26,Shelling,0,2,2,0
Armed opposition groups,Damascus,2014-03-28,Shelling,2,0,2,0
Armed opposition groups,Damascus,2014-04-04,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-04-05,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-04-07,Shelling,0,0,2,0
Armed opposition groups,Damascus,2014-04-13,Shelling,0,2,2,0
Armed opposition groups,Damascus,2014-04-15,Shelling,0,2,2,0
Armed opposition groups,Damascus,2014-04-17,Shelling,0,2,2,0
Armed opposition groups,Damascus,2014-04-21,Shelling,0,0,2,0
Armed opposition groups,Damascus,2014-05-02,Shelling,0,0,2,0
Armed opposition groups,Damascus,2014-05-08,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-05-09,Shelling,0,2,2,0
Armed opposition groups,Damascus,2014-05-10,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-05-11,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-05-14,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-05-15,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-05-20,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-05-27,Explosion,0,0,2,0
Armed opposition groups,Damascus,2014-06-07,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-06-10,Shelling,0,0,2,0
Armed opposition groups,Damascus,2014-06-12,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-06-13,Shelling,0,0,2,0
Armed opposition groups,Damascus,2014-06-14,Shelling,0,2,2,0
Armed opposition groups,Damascus,2014-06-17,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-06-18,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-06-19,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-06-21,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-06-22,Shelling,0,0,2,0
Armed opposition groups,Damascus,2014-06-28,Shelling,0,2,2,0
Armed opposition groups,Damascus,2014-07-03,Shelling,0,2,2,0
Armed opposition groups,Damascus,2014-07-06,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-07-08,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-07-16,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-07-18,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-07-22,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-07-28,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-08-02,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-08-08,Shooting,0,2,2,0
Armed opposition groups,Damascus,2014-08-15,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-08-31,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-09-02,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-09-03,Shelling,0,2,2,0
Armed opposition groups,Damascus,2014-09-04,Shelling,0,0,2,0
Armed opposition groups,Damascus,2014-09-16,Shelling,0,0,2,0
Armed opposition groups,Damascus,2014-09-27,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-10-03,Explosion,0,0,2,0
Armed opposition groups,Damascus,2014-10-04,Shelling,0,0,2,0
Armed opposition groups,Damascus,2014-10-05,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-10-08,Explosion,0,0,2,0
Armed opposition groups,Damascus,2014-10-10,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-10-12,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-10-13,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-10-14,Shelling,2,0,2,0
Armed opposition groups,Damascus,2014-10-15,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-10-23,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-10-26,Explosion,0,0,2,0
Armed opposition groups,Damascus,2014-10-27,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-10-29,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-11-01,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-11-03,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-11-05,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-11-11,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-11-20,Shelling,2,0,2,0
Armed opposition groups,Damascus,2014-11-29,Shooting,0,0,2,0
Armed opposition groups,Damascus,2014-12-05,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-01-02,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-01-19,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-01-20,Explosion,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-02-10,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-02-12,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-02-17,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-03-03,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-03-13,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-03-14,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-03-27,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-03-28,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-04-01,Shelling,2,0,2,0
Armed opposition groups,Damascus Suburbs,2014-04-04,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-04-12,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-04-18,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-04-25,Shelling,0,2,2,0
Armed opposition groups,Damascus Suburbs,2014-04-29,Shelling,0,2,2,0
Armed opposition groups,Damascus Suburbs,2014-05-06,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-05-28,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-06-06,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-06-11,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-06-18,Field Execution,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-06-21,Explosion,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-07-09,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-07-13,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-07-29,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-08-02,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-08-10,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-08-13,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-08-14,Shelling,0,2,2,0
Armed opposition groups,Damascus Suburbs,2014-08-21,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-09-01,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-09-07,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-09-09,Shelling,0,2,2,0
Armed opposition groups,Damascus Suburbs,2014-09-11,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-09-26,Shooting,0,2,2,0
Armed opposition groups,Damascus Suburbs,2014-10-03,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-10-21,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-10-24,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-10-27,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-11-14,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-11-20,Shelling,0,2,2,0
Armed opposition groups,Damascus Suburbs,2014-11-22,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-12-03,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2014-12-06,Shelling,0,2,2,0
Armed opposition groups,Damascus Suburbs,2014-12-31,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-01-14,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-03-12,Shelling,0,0,2,0
Armed opposition groups,Daraa,2014-03-26,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-04-02,Shelling,0,0,2,0
Armed opposition groups,Daraa,2014-04-03,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-04-13,Shelling,2,0,2,0
Armed opposition groups,Daraa,2014-06-06,Shelling,0,0,2,0
Armed opposition groups,Daraa,2014-06-12,Shooting,2,0,2,0
Armed opposition groups,Daraa,2014-07-23,Shelling,0,0,2,0
Armed opposition groups,Daraa,2014-07-24,Shelling,0,0,2,0
Armed opposition groups,Daraa,2014-07-26,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-08-02,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-08-24,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-09-10,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-09-11,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-09-26,Other,0,0,2,0
Armed opposition groups,Daraa,2014-10-30,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-11-02,Shooting,0,0,2,0
Armed opposition groups,Daraa,2014-12-05,Shelling,0,2,2,0
Armed opposition groups,Daraa,2014-12-25,Shelling,2,0,2,0
Armed opposition groups,Deir Ezzor,2014-01-20,Explosion,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-03-03,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-03-08,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-03-11,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-05-03,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-05-06,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-06-13,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-06-25,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-07-25,Field Execution,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-08-02,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-08-09,Field Execution,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-08-27,Field Execution,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-11-05,Field Execution,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-12-11,Field Execution,0,0,2,0
Armed opposition groups,Deir Ezzor,2014-12-18,Field Execution,0,0,2,0
Armed opposition groups,Hama,2014-01-01,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-01-02,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-01-03,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-01-04,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-01-09,Shelling,0,2,2,0
Armed opposition groups,Hama,2014-01-12,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-01-13,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-01-17,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-01-22,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-02-08,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-02-11,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-02-20,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-02-23,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-02-27,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-03-06,Explosion,0,0,2,0
Armed opposition groups,Hama,2014-03-10,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-03-12,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-03-17,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-03-20,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-03-29,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-03-31,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-04-03,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-04-05,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-04-07,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-04-22,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-04-24,Explosion,2,0,2,0
Armed opposition groups,Hama,2014-05-05,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-05-16,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-05-22,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-05-26,Explosion,2,0,2,0
Armed opposition groups,Hama,2014-05-28,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-05-31,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-06-01,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-06-06,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-06-09,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-06-10,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-06-15,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-06-16,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-06-19,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-06-29,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-07-04,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-07-11,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-07-16,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-07-24,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-07-26,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-07-31,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-08-01,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-08-03,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-08-13,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-08-23,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-08-24,Field Execution,0,0,2,0
Armed opposition groups,Hama,2014-08-25,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-08-28,Explosion,0,0,2,0
Armed opposition groups,Hama,2014-09-04,Shelling,0,2,2,0
Armed opposition groups,Hama,2014-09-26,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-09-27,Shelling,0,0,2,0
Armed opposition groups,Hama,2014-09-28,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-09-29,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-10-04,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-10-05,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-10-06,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-10-07,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-10-16,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-10-22,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-10-27,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-10-28,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-11-01,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-11-02,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-11-03,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-11-09,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-11-11,Shooting,0,0,2,0
Armed opposition groups,Hama,2014-12-24,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-01-27,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-03-04,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-03-19,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-03-29,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-04-07,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-05-11,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-06-05,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-06-06,Explosion,2,0,2,0
Armed opposition groups,Hasakeh,2014-07-29,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-09-08,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-10-31,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-11-22,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2014-12-23,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-01-03,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-01-08,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-01-15,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-01-17,Explosion,0,0,2,0
Armed opposition groups,Homs,2014-01-20,Explosion,0,0,2,0
Armed opposition groups,Homs,2014-02-04,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-02-09,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-02-11,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-03-03,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-03-08,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-03-25,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-03-26,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-03-28,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-04-02,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-04-09,Explosion,0,2,2,0
Armed opposition groups,Homs,2014-04-10,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-04-15,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-04-17,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-04-19,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-04-27,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-05-07,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-05-13,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-05-18,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-05-31,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-06-03,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-06-08,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-06-12,Explosion,0,0,2,0
Armed opposition groups,Homs,2014-06-14,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-06-16,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-06-30,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-07-11,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-07-16,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-07-21,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-07-23,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-07-29,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-08-06,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-08-17,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-08-28,Field Execution,0,0,2,0
Armed opposition groups,Homs,2014-09-07,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-10-05,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-10-06,Shooting,0,2,2,0
Armed opposition groups,Homs,2014-10-11,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-10-17,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-10-23,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-10-28,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-10-29,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-10-30,Shooting,0,2,2,0
Armed opposition groups,Homs,2014-11-01,Explosion,0,0,2,0
Armed opposition groups,Homs,2014-11-04,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-11-19,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-12-15,Shooting,0,0,2,0
Armed opposition groups,Homs,2014-12-27,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-01-04,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-01-18,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-02-02,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-03-07,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-03-22,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-03-28,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-04-25,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-04-27,Shelling,0,0,2,0
Armed opposition groups,Idlib,2014-05-04,Shelling,0,0,2,0
Armed opposition groups,Idlib,2014-05-13,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-05-15,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-05-18,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-05-23,Shelling,0,0,2,0
Armed opposition groups,Idlib,2014-06-03,Shelling,0,0,2,0
Armed opposition groups,Idlib,2014-06-12,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-07-04,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-07-09,Shelling,0,0,2,0
Armed opposition groups,Idlib,2014-08-02,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-08-12,Shelling,2,0,2,0
Armed opposition groups,Idlib,2014-08-17,Shelling,0,2,2,0
Armed opposition groups,Idlib,2014-08-26,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-08-31,Shelling,0,0,2,0
Armed opposition groups,Idlib,2014-09-08,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-09-12,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-09-18,Field Execution,0,0,2,0
Armed opposition groups,Idlib,2014-10-09,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-10-23,Shooting,0,0,2,0
Armed opposition groups,Idlib,2014-10-31,Shelling,0,0,2,0
Armed opposition groups,Idlib,2014-11-16,Shelling,0,2,2,0
Armed opposition groups,Idlib,2014-11-17,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-01-06,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-01-07,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-01-14,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-01-22,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-01-28,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-01-29,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-01-30,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-02-01,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-02-04,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-02-15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-02-16,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-02-18,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-02-19,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-02-23,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-02-25,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-03-04,Shooting,0,0,2,0
