actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Armed opposition groups,Tartous,2014-05-13,Shooting,0,0,10,0
Armed opposition groups,Tartous,2014-06-03,Shooting,0,0,10,0
Armed opposition groups,Tartous,2014-07-16,Shooting,0,0,10,0
Armed opposition groups,Tartous,2014-08-15,Shooting,0,0,10,0
Armed opposition groups,Tartous,2014-09-18,Shooting,0,0,10,0
Armed opposition groups,Tartous,2014-11-05,Shooting,0,0,10,0
Armed opposition groups,Tartous,2014-12-20,Shooting,0,0,10,0
Armed opposition groups,Tartous,2014-12-24,Shooting,2,0,10,0
Armed opposition groups,Unknown,2014-01-04,Field Execution,0,0,10,0
Armed opposition groups,Unknown,2014-03-22,Shooting,0,0,10,0
Armed opposition groups,Unknown,2014-03-23,Shooting,0,0,10,0
Armed opposition groups,Unknown,2014-05-03,Shooting,0,0,10,0
Armed opposition groups,Unknown,2014-08-30,Shooting,0,0,10,0
Armed opposition groups,Unknown,2014-12-20,Shooting,0,0,10,0
International coalition forces,Hasakeh,2014-11-07,Warplane shelling,0,0,10,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-02-03,Shooting,0,3,9,36
Syrian government and affiliated militias,Homs,2014-06-27,Shooting,0,0,9,24
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-01-05,Shooting,0,0,9,24
Syrian government and affiliated militias,Damascus Suburbs,2014-04-10,Shelling,0,0,9,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-02-15,Shelling,3,0,9,12
Syrian government and affiliated militias,Damascus Suburbs,2014-07-06,Shelling,0,0,9,9
Syrian government and affiliated militias,Damascus Suburbs,2014-04-12,Shooting,0,0,9,6
Syrian government and affiliated militias,Damascus Suburbs,2014-12-20,Shooting,0,6,9,6
Syrian government and affiliated militias,Damascus Suburbs,2014-12-21,Shooting,0,0,9,6
Syrian government and affiliated militias,Daraa,2014-04-07,Shelling,3,0,9,6
Syrian government and affiliated militias,Daraa,2014-06-23,Shelling,3,0,9,6
Syrian government and affiliated militias,Damascus Suburbs,2014-04-23,Shooting,0,0,9,3
Syrian government and affiliated militias,Daraa,2014-04-04,Shooting,6,0,9,3
Syrian government and affiliated militias,Daraa,2014-07-01,Shelling,0,6,9,3
Syrian government and affiliated militias,Daraa,2014-11-14,Shooting,0,3,9,3
Syrian government and affiliated militias,Homs,2014-03-18,Shelling,3,3,9,3
Syrian government and affiliated militias,Homs,2014-04-14,Shelling,0,0,9,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-01-14,Shooting,0,0,9,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-02-10,Shelling,3,0,9,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,2014-01-18,Field Execution,0,3,9,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Quneitra,2014-01-17,Shooting,0,0,9,3
Armed opposition groups,Damascus,2014-08-27,Shooting,3,3,9,0
Armed opposition groups,Idlib,2014-11-04,Kidnapping - Execution,0,0,9,0
Not identified,Aleppo,2014-03-17,Shooting,0,0,9,0
Not identified,Damascus Suburbs,2014-07-10,Shooting,0,3,9,0
Not identified,Damascus Suburbs,2014-08-24,Shooting,0,6,9,0
Not identified,Damascus Suburbs,2014-11-09,Shooting,0,0,9,0
Not identified,Deir Ezzor,2014-03-05,Shooting,0,3,9,0
Not identified,Idlib,2014-01-07,Shooting,0,0,9,0
Not identified,Idlib,2014-04-15,Field Execution,3,3,9,0
Not identified,Idlib,2014-08-14,Shooting,0,0,9,0
Not identified,Idlib,2014-10-30,Shooting,0,0,9,0
Not identified,Raqqa,2014-01-06,Shooting,0,6,9,0
Syrian government and affiliated militias,Damascus Suburbs,2014-05-08,Shooting,0,3,9,0
Syrian government and affiliated militias,Hama,2014-06-12,Warplane shelling,6,0,9,0
Syrian government and affiliated militias,Idlib,2014-04-06,Shelling,0,3,9,0
Syrian government and affiliated militias,Idlib,2014-04-11,Warplane shelling,6,3,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-01-24,Field Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-04-26,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-08-18,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2014-08-31,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2014-11-15,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,2014-04-18,Shooting,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,2014-05-05,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,2014-01-07,Shooting,0,2,8,6
Armed opposition groups,Aleppo,2014-02-19,Shooting,0,0,8,0
Armed opposition groups,Aleppo,2014-03-28,Shelling,0,0,8,0
Armed opposition groups,Aleppo,2014-04-12,Shooting,0,4,8,0
Armed opposition groups,Aleppo,2014-08-03,Shooting,0,0,8,0
Armed opposition groups,Aleppo,2014-10-02,Shooting,0,0,8,0
Armed opposition groups,Aleppo,2014-10-26,Shelling,0,8,8,0
Armed opposition groups,Aleppo,2014-12-07,Shelling,0,2,8,0
Armed opposition groups,Damascus,2014-04-02,Shooting,0,0,8,0
Armed opposition groups,Damascus,2014-05-28,Shelling,2,2,8,0
Armed opposition groups,Damascus,2014-08-04,Shelling,0,0,8,0
Armed opposition groups,Damascus,2014-10-02,Shelling,0,0,8,0
Armed opposition groups,Damascus Suburbs,2014-03-18,Shelling,2,0,8,0
Armed opposition groups,Damascus Suburbs,2014-04-02,Shelling,0,0,8,0
Armed opposition groups,Daraa,2014-04-12,Shooting,0,0,8,0
Armed opposition groups,Deir Ezzor,2014-10-10,Shooting,0,0,8,0
Armed opposition groups,Hama,2014-04-04,Shooting,0,0,8,0
Armed opposition groups,Hama,2014-04-29,Shooting,0,0,8,0
Armed opposition groups,Hama,2014-08-02,Shooting,0,0,8,0
Armed opposition groups,Hama,2014-09-02,Field Execution,0,0,8,0
Armed opposition groups,Hama,2014-11-26,Shooting,0,0,8,0
Armed opposition groups,Hasakeh,2014-06-07,Shelling,2,0,8,0
Armed opposition groups,Hasakeh,2014-07-25,Shooting,0,0,8,0
Armed opposition groups,Homs,2014-01-29,Shooting,0,0,8,0
Armed opposition groups,Homs,2014-04-03,Shooting,0,0,8,0
Armed opposition groups,Homs,2014-08-02,Shooting,0,0,8,0
Armed opposition groups,Homs,2014-09-22,Shooting,0,0,8,0
Armed opposition groups,Idlib,2014-04-19,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-01-13,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-02-08,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-02-10,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-02-11,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-02-20,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-02-21,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-03-12,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-03-14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-04-15,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-05-17,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-06-06,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-06-10,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-07-21,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-08-13,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2014-09-28,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-04-10,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-04-12,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-04-18,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-05-13,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-07-14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-07-15,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-07-29,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-09-12,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-09-28,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-10-16,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2014-12-25,Shooting,0,0,8,0
Armed opposition groups,Quneitra,2014-12-26,Shelling,2,6,8,0
Armed opposition groups,Raqqa,2014-11-11,Shooting,0,0,8,0
Armed opposition groups,Sweida,2014-05-01,Shooting,0,0,8,0
Armed opposition groups,Sweida,2014-05-28,Shooting,0,0,8,0
Armed opposition groups,Sweida,2014-05-30,Shooting,0,0,8,0
Armed opposition groups,Sweida,2014-11-10,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-01-04,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-01-15,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-01-18,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-01-25,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-01-27,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-01-29,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-01-31,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-02-01,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-02-05,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-02-06,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-02-21,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-03-18,Shelling,2,0,8,0
Armed opposition groups,Tartous,2014-03-31,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-04-01,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-04-13,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-04-15,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-04-20,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-04-24,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-05-20,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-05-25,Shooting,2,0,8,0
Armed opposition groups,Tartous,2014-05-28,Explosion,0,0,8,0
Armed opposition groups,Tartous,2014-05-30,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-06-13,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-06-14,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-06-25,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-07-17,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-07-21,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-07-29,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-07-31,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-08-01,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-08-03,Field Execution,0,0,8,0
Armed opposition groups,Tartous,2014-08-06,Field Execution,0,0,8,0
Armed opposition groups,Tartous,2014-10-12,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-10-15,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-10-19,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-11-02,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-11-14,Shooting,0,0,8,0
Armed opposition groups,Tartous,2014-12-11,Shooting,2,0,8,0
Armed opposition groups,Unknown,2014-02-14,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-03-19,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-03-29,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-03-31,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-04-05,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-04-08,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-05-12,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-05-19,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-06-06,Shelling,0,0,8,0
Armed opposition groups,Unknown,2014-07-26,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-08-27,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-09-07,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-10-04,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-11-02,Shooting,0,0,8,0
Armed opposition groups,Unknown,2014-11-07,Other,0,0,8,0
Armed opposition groups,Unknown,2014-11-21,Field Execution,0,0,8,0
Armed opposition groups,Unknown,2014-12-15,Shooting,0,0,8,0
International coalition forces,Deir Ezzor,2014-10-17,Warplane shelling,0,0,8,0
International coalition forces,Deir Ezzor,2014-11-07,Warplane shelling,0,0,8,0
International coalition forces,Idlib,2014-11-06,Warplane shelling,0,8,8,0
Syrian government and affiliated militias,Damascus Suburbs,2014-06-30,Shelling,0,3,8,0
Syrian government and affiliated militias,Damascus Suburbs,2014-12-27,Warplane shelling,0,8,8,0
Armed opposition groups,Idlib,2014-12-11,Kidnapping - Execution,0,0,7,0
Syrian government and affiliated militias,Aleppo,2014-04-05,Warplane shelling,0,3,7,0
Syrian government and affiliated militias,Damascus Suburbs,2014-04-03,Shooting,0,6,6,48
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-01-03,Field Execution,0,0,6,27
Not identified,Deir Ezzor,2014-06-28,Shooting,0,3,6,24
Syrian government and affiliated militias,Damascus Suburbs,2014-04-14,Shooting,0,0,6,18
Syrian government and affiliated militias,Damascus Suburbs,2014-04-05,Shooting,0,0,6,9
Syrian government and affiliated militias,Daraa,2014-05-07,Shooting,0,3,6,9
Syrian government and affiliated militias,Homs,2014-03-07,Shelling,3,3,6,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2014-06-05,Shooting,0,3,6,9
Syrian government and affiliated militias,Damascus Suburbs,2014-12-22,Shooting,0,3,6,7
Syrian government and affiliated militias,Damascus Suburbs,2014-05-10,Shelling,3,0,6,6
Syrian government and affiliated militias,Damascus Suburbs,2014-07-12,Shooting,3,0,6,6
Syrian government and affiliated militias,Daraa,2014-03-22,Shelling,0,3,6,6
Syrian government and affiliated militias,Daraa,2014-12-08,Shooting,0,0,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-02-08,Shooting,0,0,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-12-28,Kidnapping - Execution,0,0,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2014-05-24,Field Execution,0,0,6,6
Armed opposition groups,Other Nationalities,2014-02-25,Shooting,0,0,6,3
Not identified,Aleppo,2014-01-02,Shooting,0,0,6,3
Not identified,Aleppo,2014-01-20,Explosion,0,0,6,3
Not identified,Daraa,2014-12-15,Shooting,0,3,6,3
Syrian government and affiliated militias,Damascus Suburbs,2014-03-23,Shooting,0,0,6,3
Syrian government and affiliated militias,Damascus Suburbs,2014-07-05,Shooting,0,3,6,3
Syrian government and affiliated militias,Daraa,2014-07-08,Shelling,0,0,6,3
Syrian government and affiliated militias,Homs,2014-06-13,Shelling,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-01-21,Shooting,3,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-01-31,Kidnapping - Execution,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2014-03-28,Kidnapping - Execution,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,2014-01-08,Kidnapping - Execution,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,2014-01-11,Shooting,0,0,6,3
International coalition forces,Idlib,2014-09-26,Warplane shelling,0,0,6,2
Al-Nusra Front,Damascus,2014-12-11,Kidnapping - Execution,0,0,6,0
Al-Nusra Front,Damascus Suburbs,2014-11-26,Kidnapping - Execution,0,0,6,0
Al-Nusra Front,Idlib,2014-11-23,Kidnapping - Execution,0,0,6,0
Armed opposition groups,Aleppo,2014-05-08,Shelling,0,0,6,0
Armed opposition groups,Aleppo,2014-05-28,Shooting,2,0,6,0
Armed opposition groups,Aleppo,2014-08-06,Shelling,6,0,6,0
Armed opposition groups,Aleppo,2014-09-02,Shooting,0,0,6,0
Armed opposition groups,Aleppo,2014-10-19,Shooting,0,0,6,0
Armed opposition groups,Aleppo,2014-11-23,Shooting,4,0,6,0
Armed opposition groups,Aleppo,2014-11-24,Shooting,0,0,6,0
Armed opposition groups,Aleppo,2014-11-26,Shooting,4,0,6,0
Armed opposition groups,Aleppo,2014-12-08,Shelling,0,0,6,0
Armed opposition groups,Damascus,2014-03-20,Shooting,0,2,6,0
Armed opposition groups,Damascus,2014-04-03,Shelling,0,6,6,0
Armed opposition groups,Damascus,2014-04-12,Shelling,2,0,6,0
Armed opposition groups,Damascus,2014-04-20,Shelling,0,4,6,0
Armed opposition groups,Damascus,2014-06-26,Shelling,2,4,6,0
Armed opposition groups,Damascus,2014-08-05,Shelling,0,4,6,0
Armed opposition groups,Damascus,2014-08-12,Shooting,2,2,6,0
Armed opposition groups,Damascus,2014-08-16,Shelling,0,2,6,0
Armed opposition groups,Damascus,2014-08-21,Shelling,0,2,6,0
Armed opposition groups,Damascus,2014-09-11,Shelling,0,2,6,0
Armed opposition groups,Damascus,2014-09-12,Shooting,0,2,6,0
Armed opposition groups,Damascus,2014-09-20,Shelling,4,0,6,0
Armed opposition groups,Damascus,2014-10-28,Explosion,0,0,6,0
Armed opposition groups,Damascus Suburbs,2014-01-04,Shooting,2,0,6,0
Armed opposition groups,Damascus Suburbs,2014-04-14,Shelling,0,2,6,0
Armed opposition groups,Damascus Suburbs,2014-06-03,Shelling,2,2,6,0
Armed opposition groups,Damascus Suburbs,2014-07-21,Shooting,0,0,6,0
Armed opposition groups,Damascus Suburbs,2014-08-04,Shelling,2,2,6,0
Armed opposition groups,Damascus Suburbs,2014-08-27,Shelling,0,0,6,0
Armed opposition groups,Damascus Suburbs,2014-10-10,Shooting,0,0,6,0
Armed opposition groups,Daraa,2014-03-22,Shooting,2,0,6,0
Armed opposition groups,Hama,2014-03-18,Shooting,0,0,6,0
Armed opposition groups,Hama,2014-04-08,Shooting,0,0,6,0
Armed opposition groups,Hama,2014-04-12,Shooting,0,0,6,0
Armed opposition groups,Hama,2014-04-19,Shooting,0,0,6,0
Armed opposition groups,Hama,2014-05-04,Shooting,0,0,6,0
Armed opposition groups,Hama,2014-05-23,Shelling,0,0,6,0
Armed opposition groups,Hama,2014-05-27,Shooting,0,0,6,0
Armed opposition groups,Hama,2014-09-07,Shooting,0,0,6,0
Armed opposition groups,Hama,2014-10-19,Shooting,0,0,6,0
Armed opposition groups,Hama,2014-10-23,Shooting,0,0,6,0
Armed opposition groups,Hama,2014-11-05,Shooting,0,0,6,0
Armed opposition groups,Hama,2014-11-16,Field Execution,0,0,6,0
Armed opposition groups,Hasakeh,2014-04-03,Shooting,2,0,6,0
Armed opposition groups,Hasakeh,2014-12-18,Explosion,0,0,6,0
Armed opposition groups,Homs,2014-01-10,Shooting,0,0,6,0
Armed opposition groups,Homs,2014-04-21,Shooting,0,0,6,0
Armed opposition groups,Homs,2014-05-03,Shooting,0,0,6,0
Armed opposition groups,Homs,2014-05-22,Shooting,0,0,6,0
Armed opposition groups,Homs,2014-05-25,Shooting,0,0,6,0
Armed opposition groups,Idlib,2014-04-12,Shooting,2,2,6,0
Armed opposition groups,Idlib,2014-04-28,Shelling,0,6,6,0
Armed opposition groups,Idlib,2014-09-03,Field Execution,0,0,6,0
Armed opposition groups,Idlib,2014-12-18,Kidnapping - Execution,6,0,6,0
