date,demand,civilians_rank,distance,service_General Medicine,service_Gynaecology,service_Pediatrics,service_Pharmacy,mohafaza_B,mohafaza_N,mohafaza_NE
2015-02-10,52,3,330,0,0,1,0,0,1,0
2015-02-17,7,1,143,0,0,1,0,0,1,0
2015-02-24,36,2,438,0,0,1,0,0,1,0
2015-03-03,39,2,544,0,0,1,0,0,1,0
2015-03-10,43,1,676,0,0,1,0,0,1,0
2015-03-17,37,1,289,0,0,1,0,0,1,0
2015-03-24,39,3,294,0,0,1,0,0,1,0
2015-03-31,40,2,406,0,0,1,0,0,1,0
2015-04-07,30,1,250,0,0,1,0,0,1,0
2015-04-14,40,1,339,0,0,1,0,0,1,0
2015-04-21,50,2,236,0,0,1,0,0,1,0
2015-04-28,30,3,335,0,0,1,0,0,1,0
2015-05-05,13,3,148,0,0,1,0,0,1,0
2015-05-12,20,3,261,0,0,1,0,0,1,0
2015-05-19,40,1,161,0,0,1,0,0,1,0
2015-05-26,23,3,416,0,0,1,0,0,1,0
2015-06-02,29,1,505,0,0,1,0,0,1,0
2015-06-09,30,2,148,0,0,1,0,0,1,0
2015-06-16,18,3,248,0,0,1,0,0,1,0
2015-06-23,22,1,285,0,0,1,0,0,1,0
2015-06-30,8,4,366,0,0,1,0,0,1,0
2015-07-07,16,1,399,0,0,1,0,0,1,0
2015-07-14,11,1,255,0,0,1,0,0,1,0
2015-07-21,3,1,164,0,0,1,0,0,1,0
2015-07-28,22,2,165,0,0,1,0,0,1,0
2015-08-04,12,3,226,0,0,1,0,0,1,0
2015-08-11,28,2,338,0,0,1,0,0,1,0
2015-08-18,15,3,242,0,0,1,0,0,1,0
2015-08-25,29,2,167,0,0,1,0,0,1,0
2015-09-01,17,1,156,0,0,1,0,0,1,0
2015-09-08,17,1,150,0,0,1,0,0,1,0
2015-09-15,7,1,120,0,0,1,0,0,1,0
2015-09-22,23,2,118,0,0,1,0,0,1,0
2015-09-29,4,1,120,0,0,1,0,0,1,0
2015-10-06,28,2,167,0,0,1,0,0,1,0
2015-10-13,51,2,154,0,0,1,0,0,1,0
2015-10-20,27,3,149,0,0,1,0,0,1,0
2015-10-27,32,2,157,0,0,1,0,0,1,0
2015-11-03,21,3,283,0,0,1,0,0,1,0
2015-11-10,44,4,275,0,0,1,0,0,1,0
2015-11-17,50,3,319,0,0,1,0,0,1,0
2015-11-24,46,3,234,0,0,1,0,0,1,0
2015-12-01,36,3,178,0,0,1,0,0,1,0
2015-12-08,54,2,264,0,0,1,0,0,1,0
2015-12-15,37,4,236,0,0,1,0,0,1,0
2015-12-22,56,3,288,0,0,1,0,0,1,0
2015-12-29,74,2,245,0,0,1,0,0,1,0
2016-01-05,54,1,207,0,0,1,0,0,1,0
2016-01-12,35,3,261,0,0,1,0,0,1,0
2016-01-19,64,1,287,0,0,1,0,0,1,0
2016-01-26,47,2,235,0,0,1,0,0,1,0
2016-02-02,53,3,552,0,0,1,0,0,1,0
2016-02-09,31,3,329,0,0,1,0,0,1,0
2016-02-16,21,2,250,0,0,1,0,0,1,0
2016-02-23,27,2,345,0,0,1,0,0,1,0
2016-03-01,16,3,329,0,0,1,0,0,1,0
2016-03-08,12,1,315,0,0,1,0,0,1,0
2016-03-15,18,1,188,0,0,1,0,0,1,0
2016-03-22,29,1,392,0,0,1,0,0,1,0
2016-03-29,35,1,350,0,0,1,0,0,1,0
2016-04-05,32,1,441,0,0,1,0,0,1,0
2016-04-12,49,1,204,0,0,1,0,0,1,0
2016-04-19,25,4,298,0,0,1,0,0,1,0
2016-04-26,35,4,287,0,0,1,0,0,1,0
2016-05-03,53,4,269,0,0,1,0,0,1,0
2016-05-10,24,3,337,0,0,1,0,0,1,0
2016-05-17,40,3,246,0,0,1,0,0,1,0
2016-05-24,31,4,304,0,0,1,0,0,1,0
2016-05-31,39,4,186,0,0,1,0,0,1,0
2016-06-07,41,4,299,0,0,1,0,0,1,0
2014-02-11,11,2,160,0,0,0,1,0,0,1
2014-02-18,8,3,163,0,0,0,1,0,0,1
2014-02-25,15,1,246,0,0,0,1,0,0,1
2014-03-04,18,2,264,0,0,0,1,0,0,1
2014-03-11,24,3,231,0,0,0,1,0,0,1
2014-03-18,15,2,144,0,0,0,1,0,0,1
2014-03-25,19,4,245,0,0,0,1,0,0,1
2014-04-01,7,2,317,0,0,0,1,0,0,1
2014-04-08,19,4,278,0,0,0,1,0,0,1
2014-04-15,14,4,151,0,0,0,1,0,0,1
2014-04-22,6,2,204,0,0,0,1,0,0,1
2014-04-29,4,3,135,0,0,0,1,0,0,1
2014-05-06,15,3,171,0,0,0,1,0,0,1
2014-05-13,13,3,225,0,0,0,1,0,0,1
2014-05-20,48,3,155,0,0,0,1,0,0,1
2014-05-27,34,1,158,0,0,0,1,0,0,1
2014-06-03,7,2,222,0,0,0,1,0,0,1
2014-06-10,33,2,389,0,0,0,1,0,0,1
2014-06-17,33,3,204,0,0,0,1,0,0,1
2014-06-24,28,1,151,0,0,0,1,0,0,1
2014-07-01,17,2,157,0,0,0,1,0,0,1
2014-07-08,34,1,142,0,0,0,1,0,0,1
2014-07-15,49,2,139,0,0,0,1,0,0,1
2014-07-22,19,3,140,0,0,0,1,0,0,1
2014-07-29,18,2,288,0,0,0,1,0,0,1
2014-08-05,14,3,139,0,0,0,1,0,0,1
2014-08-12,45,1,139,0,0,0,1,0,0,1
2014-08-19,33,4,152,0,0,0,1,0,0,1
2014-08-26,26,2,140,0,0,0,1,0,0,1
2014-09-02,22,1,141,0,0,0,1,0,0,1
2014-09-09,34,2,210,0,0,0,1,0,0,1
2014-09-16,50,2,128,0,0,0,1,0,0,1
2014-09-23,66,1,159,0,0,0,1,0,0,1
2014-09-30,8,1,252,0,0,0,1,0,0,1
2014-10-07,20,3,120,0,0,0,1,0,0,1
2014-10-14,43,1,142,0,0,0,1,0,0,1
2014-10-21,43,2,241,0,0,0,1,0,0,1
2014-10-28,13,1,121,0,0,0,1,0,0,1
2014-11-04,11,1,234,0,0,0,1,0,0,1
2014-11-11,17,2,237,0,0,0,1,0,0,1
2014-11-18,44,3,176,0,0,0,1,0,0,1
2014-11-25,39,1,262,0,0,0,1,0,0,1
2014-12-02,9,3,134,0,0,0,1,0,0,1
2014-12-09,17,1,168,0,0,0,1,0,0,1
2014-12-16,47,2,261,0,0,0,1,0,0,1
2014-12-23,17,2,491,0,0,0,1,0,0,1
2014-12-30,33,4,319,0,0,0,1,0,0,1
2015-01-06,10,2,237,0,0,0,1,0,0,1
2015-01-13,36,1,512,0,0,0,1,0,0,1
2015-01-20,26,1,378,0,0,0,1,0,0,1
2015-01-27,26,1,342,0,0,0,1,0,0,1
2015-02-03,107,2,238,0,0,0,1,0,0,1
2015-02-10,163,3,328,0,0,0,1,0,0,1
2015-02-17,133,1,138,0,0,0,1,0,0,1
2015-02-24,158,2,435,0,0,0,1,0,0,1
2015-03-03,132,2,529,0,0,0,1,0,0,1
2015-03-10,142,1,669,0,0,0,1,0,0,1
2015-03-17,129,1,278,0,0,0,1,0,0,1
2015-03-24,186,3,287,0,0,0,1,0,0,1
2015-03-31,149,2,393,0,0,0,1,0,0,1
2015-04-07,189,1,250,0,0,0,1,0,0,1
2015-04-14,167,1,333,0,0,0,1,0,0,1
2015-04-21,235,2,235,0,0,0,1,0,0,1
2015-04-28,343,3,333,0,0,0,1,0,0,1
2015-05-05,244,3,145,0,0,0,1,0,0,1
2015-05-12,255,3,252,0,0,0,1,0,0,1
2015-05-19,316,1,155,0,0,0,1,0,0,1
2015-05-26,287,3,406,0,0,0,1,0,0,1
2015-06-02,312,1,488,0,0,0,1,0,0,1
2015-06-09,353,2,141,0,0,0,1,0,0,1
2015-06-16,325,3,239,0,0,0,1,0,0,1
2015-06-23,302,1,274,0,0,0,1,0,0,1
2015-06-30,249,4,360,0,0,0,1,0,0,1
2015-07-07,267,1,396,0,0,0,1,0,0,1
2015-07-14,236,1,252,0,0,0,1,0,0,1
2015-07-21,206,1,159,0,0,0,1,0,0,1
2015-07-28,376,2,160,0,0,0,1,0,0,1
2015-08-04,253,3,215,0,0,0,1,0,0,1
2015-08-11,313,2,328,0,0,0,1,0,0,1
2015-08-18,328,3,234,0,0,0,1,0,0,1
2015-08-25,264,2,152,0,0,0,1,0,0,1
2015-09-01,339,1,153,0,0,0,1,0,0,1
2015-09-08,234,1,143,0,0,0,1,0,0,1
2015-09-15,287,1,125,0,0,0,1,0,0,1
2015-09-22,433,2,120,0,0,0,1,0,0,1
2015-09-29,161,1,124,0,0,0,1,0,0,1
2015-10-06,296,2,154,0,0,0,1,0,0,1
2015-10-13,290,2,145,0,0,0,1,0,0,1
2015-10-20,286,3,136,0,0,0,1,0,0,1
2015-10-27,291,2,145,0,0,0,1,0,0,1
2015-11-03,275,3,271,0,0,0,1,0,0,1
2015-11-10,307,4,263,0,0,0,1,0,0,1
2015-11-17,236,3,310,0,0,0,1,0,0,1
2015-11-24,279,3,224,0,0,0,1,0,0,1
2015-12-01,256,3,162,0,0,0,1,0,0,1
2015-12-08,232,2,246,0,0,0,1,0,0,1
2015-12-15,331,4,217,0,0,0,1,0,0,1
2015-12-22,317,3,265,0,0,0,1,0,0,1
2015-12-29,263,2,228,0,0,0,1,0,0,1
2016-01-05,182,1,188,0,0,0,1,0,0,1
2016-01-12,324,3,248,0,0,0,1,0,0,1
2016-01-19,294,1,261,0,0,0,1,0,0,1
2016-01-26,325,2,208,0,0,0,1,0,0,1
2016-02-02,336,3,529,0,0,0,1,0,0,1
2016-02-09,297,3,317,0,0,0,1,0,0,1
2016-02-16,334,2,233,0,0,0,1,0,0,1
2016-02-23,312,2,326,0,0,0,1,0,0,1
2016-03-01,302,3,316,0,0,0,1,0,0,1
2016-03-08,322,1,298,0,0,0,1,0,0,1
2016-03-15,347,1,177,0,0,0,1,0,0,1
2016-03-22,330,1,389,0,0,0,1,0,0,1
2016-03-29,343,1,346,0,0,0,1,0,0,1
2016-04-05,259,1,427,0,0,0,1,0,0,1
2016-04-12,348,1,186,0,0,0,1,0,0,1
2016-04-19,394,4,279,0,0,0,1,0,0,1
2016-04-26,357,4,265,0,0,0,1,0,0,1
2016-05-03,320,4,248,0,0,0,1,0,0,1
2016-05-10,359,3,322,0,0,0,1,0,0,1
2016-05-17,352,3,225,0,0,0,1,0,0,1
2016-05-24,356,4,284,0,0,0,1,0,0,1
2016-05-31,254,4,173,0,0,0,1,0,0,1
2016-06-07,255,4,271,0,0,0,1,0,0,1
2015-04-14,6,1,342,0,0,0,1,1,0,0
2015-04-21,4,2,234,0,0,0,1,1,0,0
2015-04-28,3,3,333,0,0,0,1,1,0,0
2015-05-05,3,3,149,0,0,0,1,1,0,0
2015-05-12,3,3,266,0,0,0,1,1,0,0
2015-05-19,3,1,166,0,0,0,1,1,0,0
2015-05-26,7,3,424,0,0,0,1,1,0,0
2015-06-02,1,1,521,0,0,0,1,1,0,0
2015-06-09,5,2,154,0,0,0,1,1,0,0
2015-06-16,20,3,255,0,0,0,1,1,0,0
2015-06-23,29,1,290,0,0,0,1,1,0,0
2015-06-30,27,4,366,0,0,0,1,1,0,0
2015-07-07,37,1,395,0,0,0,1,1,0,0
2015-07-14,28,1,256,0,0,0,1,1,0,0
2015-07-21,15,1,170,0,0,0,1,1,0,0
2015-07-28,39,2,167,0,0,0,1,1,0,0
2015-08-04,35,3,236,0,0,0,1,1,0,0
2015-08-11,28,2,346,0,0,0,1,1,0,0
2015-08-18,37,3,250,0,0,0,1,1,0,0
2015-08-25,28,2,184,0,0,0,1,1,0,0
2015-09-01,39,1,158,0,0,0,1,1,0,0
2015-09-08,30,1,159,0,0,0,1,1,0,0
2015-09-15,28,1,110,0,0,0,1,1,0,0
2015-09-22,37,2,114,0,0,0,1,1,0,0
2015-09-29,12,1,112,0,0,0,1,1,0,0
2015-10-06,56,2,179,0,0,0,1,1,0,0
2015-10-13,56,2,161,0,0,0,1,1,0,0
2015-10-20,89,3,163,0,0,0,1,1,0,0
2015-10-27,139,2,169,0,0,0,1,1,0,0
2015-11-03,136,3,291,0,0,0,1,1,0,0
2015-11-10,130,4,285,0,0,0,1,1,0,0
2015-11-17,124,3,326,0,0,0,1,1,0,0
2015-11-24,105,3,241,0,0,0,1,1,0,0
2015-12-01,103,3,193,0,0,0,1,1,0,0
2015-12-08,116,2,279,0,0,0,1,1,0,0
2015-12-15,109,4,253,0,0,0,1,1,0,0
2015-12-22,89,3,313,0,0,0,1,1,0,0
2015-12-29,85,2,261,0,0,0,1,1,0,0
2016-01-05,32,1,225,0,0,0,1,1,0,0
2016-01-12,91,3,273,0,0,0,1,1,0,0
2016-01-19,65,1,315,0,0,0,1,1,0,0
2016-01-26,43,2,262,0,0,0,1,1,0,0
2016-02-02,65,3,574,0,0,0,1,1,0,0
2016-02-09,63,3,341,0,0,0,1,1,0,0
2016-02-16,85,2,267,0,0,0,1,1,0,0
2016-02-23,81,2,361,0,0,0,1,1,0,0
2016-03-01,67,3,338,0,0,0,1,1,0,0
2016-03-08,73,1,330,0,0,0,1,1,0,0
2016-03-15,84,1,196,0,0,0,1,1,0,0
2016-03-22,109,1,384,0,0,0,1,1,0,0
2016-03-29,130,1,345,0,0,0,1,1,0,0
2016-04-05,110,1,449,0,0,0,1,1,0,0
2016-04-12,114,1,218,0,0,0,1,1,0,0
2016-04-19,127,4,315,0,0,0,1,1,0,0
2016-04-26,139,4,309,0,0,0,1,1,0,0
2016-05-03,127,4,289,0,0,0,1,1,0,0
2016-05-10,92,3,348,0,0,0,1,1,0,0
2016-05-17,119,3,265,0,0,0,1,1,0,0
2016-05-24,131,4,321,0,0,0,1,1,0,0
2016-05-31,145,4,195,0,0,0,1,1,0,0
2016-06-07,161,4,328,0,0,0,1,1,0,0
2016-06-14,113,4,339,0,0,0,1,1,0,0
2016-06-21,85,4,277,0,0,0,1,1,0,0
2016-06-28,78,4,213,0,0,0,1,1,0,0
2016-07-05,72,4,263,0,0,0,1,1,0,0
2016-07-12,47,4,224,0,0,0,1,1,0,0
2016-07-19,91,4,222,0,0,0,1,1,0,0
2016-07-26,77,4,209,0,0,0,1,1,0,0
2016-08-02,63,4,218,0,0,0,1,1,0,0
2016-08-09,96,4,218,0,0,0,1,1,0,0
2016-08-16,78,4,235,0,0,0,1,1,0,0
2016-08-23,207,4,384,0,0,0,1,1,0,0
2016-08-30,135,4,190,0,0,0,1,1,0,0
2014-02-11,75,2,186,0,0,0,1,0,1,0
2014-02-18,111,3,182,0,0,0,1,0,1,0
2014-02-25,86,1,263,0,0,0,1,0,1,0
2014-03-04,79,2,277,0,0,0,1,0,1,0
2014-03-11,84,3,248,0,0,0,1,0,1,0
2014-03-18,82,2,158,0,0,0,1,0,1,0
2014-03-25,83,4,258,0,0,0,1,0,1,0
2014-04-01,97,2,329,0,0,0,1,0,1,0
2014-04-08,59,4,286,0,0,0,1,0,1,0
2014-04-15,94,4,156,0,0,0,1,0,1,0
2014-04-22,92,2,211,0,0,0,1,0,1,0
2014-04-29,74,3,145,0,0,0,1,0,1,0
2014-05-06,58,3,180,0,0,0,1,0,1,0
2014-05-13,68,3,230,0,0,0,1,0,1,0
2014-05-20,100,3,170,0,0,0,1,0,1,0
2014-05-27,87,1,177,0,0,0,1,0,1,0
2014-06-03,104,2,232,0,0,0,1,0,1,0
2014-06-10,95,2,398,0,0,0,1,0,1,0
2014-06-17,74,3,208,0,0,0,1,0,1,0
2014-06-24,101,1,152,0,0,0,1,0,1,0
2014-07-01,112,2,163,0,0,0,1,0,1,0
2014-07-08,88,1,142,0,0,0,1,0,1,0
2014-07-15,80,2,140,0,0,0,1,0,1,0
2014-07-22,65,3,148,0,0,0,1,0,1,0
2014-07-29,53,2,294,0,0,0,1,0,1,0
2014-08-05,75,3,140,0,0,0,1,0,1,0
2014-08-12,91,1,148,0,0,0,1,0,1,0
2014-08-19,92,4,165,0,0,0,1,0,1,0
2014-08-26,97,2,152,0,0,0,1,0,1,0
2014-09-02,97,1,149,0,0,0,1,0,1,0
2014-09-09,107,2,217,0,0,0,1,0,1,0
2014-09-16,84,2,135,0,0,0,1,0,1,0
2014-09-23,73,1,170,0,0,0,1,0,1,0
2014-09-30,85,1,264,0,0,0,1,0,1,0
2014-10-07,37,3,129,0,0,0,1,0,1,0
2014-10-14,77,1,147,0,0,0,1,0,1,0
2014-10-21,100,2,244,0,0,0,1,0,1,0
2014-10-28,80,1,128,0,0,0,1,0,1,0
2014-11-04,101,1,245,0,0,0,1,0,1,0
2014-11-11,122,2,247,0,0,0,1,0,1,0
2014-11-18,151,3,183,0,0,0,1,0,1,0
2014-11-25,124,1,270,0,0,0,1,0,1,0
2014-12-02,104,3,137,0,0,0,1,0,1,0
2014-12-09,101,1,172,0,0,0,1,0,1,0
2014-12-16,141,2,274,0,0,0,1,0,1,0
2014-12-23,114,2,496,0,0,0,1,0,1,0
2014-12-30,134,4,327,0,0,0,1,0,1,0
2015-01-06,82,2,243,0,0,0,1,0,1,0
2015-01-13,102,1,533,0,0,0,1,0,1,0
2015-01-20,118,1,398,0,0,0,1,0,1,0
2015-01-27,167,1,357,0,0,0,1,0,1,0
2015-02-03,177,2,248,0,0,0,1,0,1,0
2015-02-10,145,3,330,0,0,0,1,0,1,0
2015-02-17,98,1,143,0,0,0,1,0,1,0
2015-02-24,164,2,438,0,0,0,1,0,1,0
2015-03-03,177,2,544,0,0,0,1,0,1,0
2015-03-10,162,1,676,0,0,0,1,0,1,0
2015-03-17,186,1,289,0,0,0,1,0,1,0
2015-03-24,165,3,294,0,0,0,1,0,1,0
2015-03-31,176,2,406,0,0,0,1,0,1,0
2015-04-07,165,1,250,0,0,0,1,0,1,0
2015-04-14,130,1,339,0,0,0,1,0,1,0
2015-04-21,137,2,236,0,0,0,1,0,1,0
2015-04-28,143,3,335,0,0,0,1,0,1,0
2015-05-05,110,3,148,0,0,0,1,0,1,0
2015-05-12,111,3,261,0,0,0,1,0,1,0
2015-05-19,111,1,161,0,0,0,1,0,1,0
2015-05-26,123,3,416,0,0,0,1,0,1,0
2015-06-02,122,1,505,0,0,0,1,0,1,0
2015-06-09,127,2,148,0,0,0,1,0,1,0
2015-06-16,128,3,248,0,0,0,1,0,1,0
2015-06-23,114,1,285,0,0,0,1,0,1,0
2015-06-30,134,4,366,0,0,0,1,0,1,0
2015-07-07,114,1,399,0,0,0,1,0,1,0
2015-07-14,66,1,255,0,0,0,1,0,1,0
2015-07-21,76,1,164,0,0,0,1,0,1,0
2015-07-28,164,2,165,0,0,0,1,0,1,0
2015-08-04,174,3,226,0,0,0,1,0,1,0
2015-08-11,105,2,338,0,0,0,1,0,1,0
2015-08-18,114,3,242,0,0,0,1,0,1,0
2015-08-25,134,2,167,0,0,0,1,0,1,0
2015-09-01,151,1,156,0,0,0,1,0,1,0
2015-09-08,131,1,150,0,0,0,1,0,1,0
2015-09-15,149,1,120,0,0,0,1,0,1,0
2015-09-22,120,2,118,0,0,0,1,0,1,0
2015-09-29,51,1,120,0,0,0,1,0,1,0
2015-10-06,132,2,167,0,0,0,1,0,1,0
2015-10-13,104,2,154,0,0,0,1,0,1,0
2015-10-20,226,3,149,0,0,0,1,0,1,0
2015-10-27,209,2,157,0,0,0,1,0,1,0
2015-11-03,159,3,283,0,0,0,1,0,1,0
2015-11-10,188,4,275,0,0,0,1,0,1,0
2015-11-17,140,3,319,0,0,0,1,0,1,0
2015-11-24,196,3,234,0,0,0,1,0,1,0
2015-12-01,143,3,178,0,0,0,1,0,1,0
2015-12-08,161,2,264,0,0,0,1,0,1,0
2015-12-15,186,4,236,0,0,0,1,0,1,0
2015-12-22,204,3,288,0,0,0,1,0,1,0
2015-12-29,237,2,245,0,0,0,1,0,1,0
2016-01-05,150,1,207,0,0,0,1,0,1,0
2016-01-12,166,3,261,0,0,0,1,0,1,0
2016-01-19,156,1,287,0,0,0,1,0,1,0
2016-01-26,213,2,235,0,0,0,1,0,1,0
2016-02-02,119,3,552,0,0,0,1,0,1,0
2016-02-09,75,3,329,0,0,0,1,0,1,0
2016-02-16,53,2,250,0,0,0,1,0,1,0
2016-02-23,38,2,345,0,0,0,1,0,1,0
2016-03-01,105,3,329,0,0,0,1,0,1,0
2016-03-08,37,1,315,0,0,0,1,0,1,0
2016-03-15,66,1,188,0,0,0,1,0,1,0
2016-03-22,136,1,392,0,0,0,1,0,1,0
2016-03-29,160,1,350,0,0,0,1,0,1,0
2016-04-05,105,1,441,0,0,0,1,0,1,0
2016-04-12,143,1,204,0,0,0,1,0,1,0
2016-04-19,127,4,298,0,0,0,1,0,1,0
2016-04-26,163,4,287,0,0,0,1,0,1,0
2016-05-03,116,4,269,0,0,0,1,0,1,0
2016-05-10,124,3,337,0,0,0,1,0,1,0
2016-05-17,109,3,246,0,0,0,1,0,1,0
2016-05-24,99,4,304,0,0,0,1,0,1,0
2016-05-31,197,4,186,0,0,0,1,0,1,0
2016-06-07,109,4,299,0,0,0,1,0,1,0
