demand,civilians_rank,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
325,2,294.0,324.0,182.0,263.0,317.0,300.20192307692315,-59.44345006479757
336,3,325.0,294.0,324.0,182.0,263.0,301.3076923076923,-47.11652698787449
297,3,336.0,325.0,294.0,324.0,182.0,302.2307692307693,31.29308664545423
334,2,297.0,336.0,325.0,294.0,324.0,304.08653846153845,36.810467618162654
312,2,334.0,297.0,336.0,325.0,294.0,304.53846153846155,34.616310129332554
302,3,312.0,334.0,297.0,336.0,325.0,304.5865384615385,34.6529218712717
322,1,302.0,312.0,334.0,297.0,336.0,305.43269230769226,20.01966181833909
347,1,322.0,302.0,312.0,334.0,297.0,307.31730769230774,28.162042791047448
330,1,347.0,322.0,302.0,312.0,334.0,308.39423076923083,25.83006478939688
343,1,330.0,347.0,322.0,302.0,312.0,306.75961538461536,37.53334319800271
259,1,343.0,330.0,347.0,322.0,302.0,307.47115384615387,22.05713442712134
348,1,259.0,343.0,330.0,347.0,322.0,310.97115384615387,7.276438476752826
394,4,348.0,259.0,343.0,330.0,347.0,313.0576923076924,23.998947654589397
357,4,394.0,348.0,259.0,343.0,330.0,315.01923076923083,55.53555939652857
320,4,357.0,394.0,348.0,259.0,343.0,317.04807692307696,74.6170429333395
359,3,320.0,357.0,394.0,348.0,259.0,318.50961538461536,29.153654675278663
352,3,359.0,320.0,357.0,394.0,348.0,319.13461538461553,41.5973176992691
356,4,352.0,359.0,320.0,357.0,394.0,319.50000000000006,68.02495508223389
254,4,356.0,352.0,359.0,320.0,357.0,320.15384615384625,51.85002836263456
255,4,254.0,356.0,352.0,359.0,320.0,321.6442307692307,13.553306771240432
348,4,255.0,254.0,356.0,352.0,359.0,324.02884615384613,32.371969795230854
279,4,348.0,255.0,254.0,356.0,352.0,326.41346153846155,50.07204307563154
322,4,279.0,348.0,255.0,254.0,356.0,328.14423076923083,13.717629176545046
236,4,322.0,279.0,348.0,255.0,254.0,329.60576923076917,2.959369123612433
182,4,236.0,322.0,279.0,348.0,255.0,333.75847143870413,-18.285689101195945
383,4,182.0,236.0,322.0,279.0,348.0,335.1797517879545,-45.13950414234025
314,4,383.0,182.0,236.0,322.0,279.0,336.6010321372048,-1.9676781578434983
411,4,314.0,383.0,182.0,236.0,322.0,338.0223124864551,27.50222474973017
348,4,411.0,314.0,383.0,182.0,236.0,339.4435928357055,8.931121554069833
340,4,348.0,411.0,314.0,383.0,182.0,340.8648731849558,15.797105027396645
257,4,340.0,348.0,411.0,314.0,383.0,342.2861535342062,11.695139782774742
434,4,257.0,340.0,348.0,411.0,314.0,343.7074338834565,-42.108748538770215
335,4,434.0,257.0,340.0,348.0,411.0,345.1287142327069,38.22197852430017
298,4,335.0,434.0,257.0,340.0,348.0,346.54999458195715,-28.11716620750125
252,4,298.0,335.0,434.0,257.0,340.0,347.9712749312075,-19.94349042648211
416,4,252.0,298.0,335.0,434.0,257.0,349.3925552804578,16.188518687870346
405,4,416.0,252.0,298.0,335.0,434.0,350.81383562970825,-41.69229271059774
398,4,405.0,416.0,252.0,298.0,335.0,352.23511597895856,1.3211266601649552
382,4,398.0,405.0,416.0,252.0,298.0,353.65639632820887,2.3409562873379244
406,3,382.0,398.0,405.0,416.0,252.0,355.07767667745924,-7.113573059848077
312,3,406.0,382.0,398.0,405.0,416.0,356.4989570267096,-10.295666509598195
335,4,312.0,406.0,382.0,398.0,405.0,357.92023737595986,-50.21173431832267
246,4,335.0,312.0,406.0,382.0,398.0,359.34151772521017,-32.438699562944564
337,4,246.0,335.0,312.0,406.0,382.0,360.7627980744606,-79.32912634602799
353,4,337.0,246.0,335.0,312.0,406.0,362.18407842371096,-38.809296718855045
383,4,353.0,337.0,246.0,335.0,312.0,363.60535877296127,-53.440108117323106
428,4,383.0,353.0,337.0,246.0,335.0,365.02663912221163,-50.750406695278365
400,1,428.0,383.0,353.0,337.0,246.0,366.447919471462,5.054679342150999
332,3,400.0,428.0,383.0,353.0,337.0,367.86919982071225,-21.23318333836833
182,2,332.0,400.0,428.0,383.0,353.0,369.2904801699626,-58.8223280701697
