demand,civilians_rank,distance,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
134,4,327.19062223784437,114.0,141.0,101.0,104.0,124.0,115.7403846153846,30.23982033851272
82,2,243.04366444330762,134.0,114.0,141.0,101.0,104.0,116.07692307692308,37.522554895995405
102,1,532.5640666321978,82.0,134.0,114.0,141.0,101.0,116.53846153846158,-8.622907793937024
118,1,398.0549685709452,102.0,82.0,134.0,114.0,141.0,116.65384615384615,9.66074605221683
167,1,357.3140855152916,118.0,102.0,82.0,134.0,114.0,116.625,12.670361436832211
177,2,248.08535369829758,167.0,118.0,102.0,82.0,134.0,117.79807692307692,64.92036143683221
145,3,329.90649829564273,177.0,167.0,118.0,102.0,82.0,119.81730769230772,22.846163389297924
98,1,143.27778209209572,145.0,177.0,167.0,118.0,102.0,120.90384615384615,-10.465397346417603
164,2,437.928780015276,98.0,145.0,177.0,167.0,118.0,121.25,-21.770547825722872
177,2,543.890244487772,164.0,98.0,145.0,177.0,167.0,121.81730769230772,-13.646211125540946
162,1,676.429951648845,177.0,164.0,98.0,145.0,177.0,122.69230769230771,10.096715318230704
186,1,289.4455708326017,162.0,177.0,164.0,98.0,145.0,123.44230769230772,-16.31099926363866
165,3,293.8561287895166,186.0,162.0,177.0,164.0,98.0,124.29807692307695,0.44154256474838216
176,2,406.24290334188566,165.0,186.0,162.0,177.0,164.0,125.375,16.88318695723799
165,1,249.80694004045944,176.0,165.0,186.0,162.0,177.0,125.5,32.64534417024041
130,1,339.2408266600142,165.0,176.0,165.0,186.0,162.0,126.08653846153848,-2.919421693680227
137,2,235.8041949035175,130.0,165.0,176.0,165.0,186.0,127.25961538461536,8.983761160347846
143,3,334.6220287735815,137.0,130.0,165.0,176.0,165.0,128.73076923076923,4.858097860529762
110,3,147.7523274445889,143.0,137.0,130.0,165.0,176.0,131.18269230769232,12.302947381224485
111,3,260.7197065295859,110.0,143.0,137.0,130.0,165.0,132.98076923076923,-19.992587713465397
111,1,160.72669000091332,111.0,110.0,143.0,137.0,130.0,134.17307692307696,-13.61504588507836
123,3,416.49747286204354,111.0,111.0,110.0,143.0,137.0,134.7019230769231,-7.878529697716953
122,1,504.73709285072374,123.0,111.0,111.0,110.0,143.0,135.28846153846158,-11.494577612919645
127,2,147.8564842497624,122.0,123.0,111.0,111.0,110.0,136.35576923076923,26.19386165136484
128,3,248.16637839808118,127.0,122.0,123.0,111.0,111.0,137.30769230769232,-4.848468315119918
114,1,284.6151630807675,128.0,127.0,122.0,123.0,111.0,138.31730769230768,-0.3907982816046615
134,4,366.3959753678413,114.0,128.0,127.0,122.0,123.0,139.61538461538458,-15.026076966038131
114,1,398.784088038704,134.0,114.0,128.0,127.0,122.0,141.47115384615387,-6.6325094966254605
66,1,255.43835894038497,114.0,134.0,114.0,128.0,127.0,143.11538461538458,-27.74197147947603
76,1,164.44523865453291,66.0,114.0,134.0,114.0,128.0,144.38461538461542,-58.66823355514478
164,2,165.34012215829915,76.0,66.0,114.0,134.0,114.0,145.3653846153846,-37.83167511799296
174,3,226.20350221911065,164.0,76.0,66.0,114.0,134.0,146.17307692307696,7.729242293517808
105,2,338.1664309546827,174.0,164.0,76.0,66.0,114.0,146.05769230769232,26.655642009371533
114,3,241.9945633346221,105.0,174.0,164.0,76.0,66.0,144.8269230769231,-28.27316189468422
134,2,166.71196639574237,114.0,105.0,174.0,164.0,76.0,143.72115384615384,-16.94555554232972
151,1,155.89001013322988,134.0,114.0,105.0,174.0,164.0,142.0769230769231,10.869230297204261
131,1,150.36836691986392,151.0,134.0,114.0,105.0,174.0,140.1730769230769,4.414785367507466
149,1,119.73695048369845,131.0,151.0,134.0,114.0,105.0,138.27884615384613,-2.0428646903944347
120,2,117.56951795130188,149.0,131.0,151.0,134.0,114.0,135.9230769230769,-21.032566030347635
51,1,119.9405160641516,120.0,149.0,131.0,151.0,134.0,134.49038461538464,-30.342780190813674
132,2,166.95558448410063,51.0,120.0,149.0,131.0,151.0,134.05769230769232,-17.239532812818133
104,2,153.81295664374167,132.0,51.0,120.0,149.0,131.0,133.3269230769231,-16.78051620405338
226,3,148.7848177555266,104.0,132.0,51.0,120.0,149.0,132.875,-19.27662780041684
209,2,156.9651965226074,226.0,104.0,132.0,51.0,120.0,132.90384615384613,24.59585034680946
159,3,282.84526519091037,209.0,226.0,104.0,132.0,51.0,133.0,27.340123365830607
188,4,274.86205506012084,159.0,209.0,226.0,104.0,132.0,133.25,-24.65598823053284
140,3,319.4314017725323,188.0,159.0,209.0,226.0,104.0,133.4326923076923,12.453669403872945
196,3,233.7686641936492,140.0,188.0,159.0,209.0,226.0,133.53846153846158,-0.6129550130033453
143,3,177.95138626393563,196.0,140.0,188.0,159.0,209.0,133.28846153846152,18.46144621114604
161,2,263.5010994303953,143.0,196.0,140.0,188.0,159.0,133.77884615384616,6.599949999397963
186,4,235.7568737112083,161.0,143.0,196.0,140.0,188.0,134.3269230769231,-2.2679564687603664
204,3,287.8915796600832,186.0,161.0,143.0,196.0,140.0,134.2980769230769,27.941060140004385
237,2,245.01578608483214,204.0,186.0,161.0,143.0,196.0,134.18269230769232,30.23982033851272
150,1,206.63900622114681,237.0,204.0,186.0,161.0,143.0,133.42307692307696,37.522554895995405
166,3,261.3550678200407,150.0,237.0,204.0,186.0,161.0,132.51923076923077,-8.622907793937024
156,1,287.03585469537586,166.0,150.0,237.0,204.0,186.0,131.83653846153842,9.66074605221683
213,2,235.13062609889855,156.0,166.0,150.0,237.0,204.0,131.84615384615384,12.670361436832211
119,3,552.1806749254147,213.0,156.0,166.0,150.0,237.0,132.1730769230769,64.92036143683221
75,3,329.1364949280054,119.0,213.0,156.0,166.0,150.0,132.375,22.846163389297924
53,2,250.36485208349444,75.0,119.0,213.0,156.0,166.0,132.28846153846158,-10.465397346417603
38,2,345.0780772957265,53.0,75.0,119.0,213.0,156.0,131.9230769230769,-21.770547825722872
105,3,328.67799948553056,38.0,53.0,75.0,119.0,213.0,132.0480769230769,-13.646211125540946
37,1,314.8217189645772,105.0,38.0,53.0,75.0,119.0,132.00961538461542,10.096715318230704
66,1,187.83679965065738,37.0,105.0,38.0,53.0,75.0,131.5480769230769,-16.31099926363866
136,1,391.95256049918856,66.0,37.0,105.0,38.0,53.0,130.5,0.44154256474838216
160,1,350.38261901263513,136.0,66.0,37.0,105.0,38.0,129.16346153846158,16.88318695723799
105,1,440.6501573233557,160.0,136.0,66.0,37.0,105.0,129.8173076923077,32.64534417024041
143,1,203.54175381900436,105.0,160.0,136.0,66.0,37.0,130.99038461538458,-2.919421693680227
127,4,298.41944566876236,143.0,105.0,160.0,136.0,66.0,131.1730769230769,8.983761160347846
163,4,286.86605323058114,127.0,143.0,105.0,160.0,136.0,130.14423076923077,4.858097860529762
116,4,269.4393617719913,163.0,127.0,143.0,105.0,160.0,128.4230769230769,12.302947381224485
124,3,337.28538930397275,116.0,163.0,127.0,143.0,105.0,126.57692307692308,-19.992587713465397
109,3,246.00093016376846,124.0,116.0,163.0,127.0,143.0,124.31730769230772,-13.61504588507836
99,4,304.03056532028864,109.0,124.0,116.0,163.0,127.0,122.6442307692308,-7.878529697716953
197,4,186.44626581374862,99.0,109.0,124.0,116.0,163.0,120.97115384615385,-11.494577612919645
109,4,299.4909135289364,197.0,99.0,109.0,124.0,116.0,119.90384615384615,26.19386165136484
143,4,311.05292367801707,109.0,197.0,99.0,109.0,124.0,119.14423076923076,-4.848468315119918
87,4,250.21719197175858,143.0,109.0,197.0,99.0,109.0,117.82692307692308,-0.3907982816046615
82,4,190.6607217977681,87.0,143.0,109.0,197.0,99.0,116.5,-15.026076966038131
72,4,248.1869542884468,82.0,87.0,143.0,109.0,197.0,114.52884615384615,-6.6325094966254605
37,4,203.85807397795867,72.0,82.0,87.0,143.0,109.0,121.27831912602056,-27.74197147947603
106,4,203.1415835957333,37.0,72.0,82.0,87.0,143.0,120.8531923766494,-58.66823355514478
168,4,188.1946382345801,106.0,37.0,72.0,82.0,87.0,120.4280656272782,-37.83167511799296
191,4,198.84217082760918,168.0,106.0,37.0,72.0,82.0,120.00293887790701,7.729242293517808
79,4,195.35900217049183,191.0,168.0,106.0,37.0,72.0,119.57781212853584,26.655642009371533
102,4,206.70080320383812,79.0,191.0,168.0,106.0,37.0,119.1526853791647,-28.27316189468422
159,4,366.03849416869264,102.0,79.0,191.0,168.0,106.0,118.72755862979349,-16.94555554232972
122,4,175.79121628399915,159.0,102.0,79.0,191.0,168.0,118.3024318804223,10.869230297204261
112,4,176.49892546568225,122.0,159.0,102.0,79.0,191.0,117.87730513105114,4.414785367507466
59,4,179.12926643453048,112.0,122.0,159.0,102.0,79.0,117.45217838167996,-2.0428646903944347
71,4,289.3895129962328,59.0,112.0,122.0,159.0,102.0,117.02705163230878,-21.032566030347635
168,4,307.54904020174666,71.0,59.0,112.0,122.0,159.0,116.60192488293761,-30.342780190813674
137,4,185.25333005055265,168.0,71.0,59.0,112.0,122.0,116.17679813356642,-17.239532812818133
118,4,186.942618383218,137.0,168.0,71.0,59.0,112.0,115.75167138419523,-16.78051620405338
105,4,176.60183126047497,118.0,137.0,168.0,71.0,59.0,115.32654463482409,-19.27662780041684
151,3,186.56891136829518,105.0,118.0,137.0,168.0,71.0,114.9014178854529,24.59585034680946
25,3,174.81304200561692,151.0,105.0,118.0,137.0,168.0,114.47629113608171,27.340123365830607
87,4,237.25247938910383,25.0,151.0,105.0,118.0,137.0,114.05116438671055,-24.65598823053284
67,4,173.01701033691631,87.0,25.0,151.0,105.0,118.0,113.62603763733937,12.453669403872945
95,4,173.6872849994055,67.0,87.0,25.0,151.0,105.0,113.20091088796819,-0.6129550130033453
133,4,172.73441365359787,95.0,67.0,87.0,25.0,151.0,112.77578413859699,18.46144621114604
92,4,190.5660568249821,133.0,95.0,67.0,87.0,25.0,112.35065738922584,6.599949999397963
118,4,196.6425361804014,92.0,133.0,95.0,67.0,87.0,111.92553063985466,-2.2679564687603664
134,1,198.64353819461132,118.0,92.0,133.0,95.0,67.0,111.5004038904835,27.941060140004385
102,3,163.31881767666232,134.0,118.0,92.0,133.0,95.0,111.07527714111231,30.23982033851272
52,2,194.8470083057963,102.0,134.0,118.0,92.0,133.0,110.65015039174112,37.522554895995405
