demand,civilians_rank,distance,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
71,1,314.76692150716383,81.0,52.0,82.0,89.0,93.0,66.28846153846153,-3.953138784541384
38,2,261.72855514677786,71.0,81.0,52.0,82.0,89.0,66.61538461538461,-5.967561861464463
55,3,573.9611911012443,38.0,71.0,81.0,52.0,82.0,66.94230769230768,-16.582946476849074
91,3,341.07581848222117,55.0,38.0,71.0,81.0,52.0,66.39423076923077,0.033249613622387215
66,2,267.3044494316712,91.0,55.0,38.0,71.0,81.0,65.98076923076923,13.410494681014091
70,2,361.3467327149136,66.0,91.0,55.0,38.0,71.0,65.62500000000001,-2.4686705080044726
70,3,337.9712768425143,70.0,66.0,91.0,55.0,38.0,65.49038461538464,0.5720360978487664
67,1,329.79149330207736,70.0,70.0,66.0,91.0,55.0,65.40384615384616,1.6159478319071343
66,1,195.8279900957951,67.0,70.0,70.0,66.0,91.0,65.19230769230771,3.695115976221913
55,1,384.22284560928114,66.0,67.0,70.0,70.0,66.0,64.92307692307692,-0.12635690510433628
57,1,345.47184813590286,55.0,66.0,67.0,70.0,70.0,64.56730769230771,-7.614496453097254
59,1,448.5169734055944,57.0,55.0,66.0,67.0,70.0,64.96153846153847,-1.5834052318594016
56,1,217.9044497232859,59.0,57.0,55.0,66.0,67.0,65.35576923076924,-2.222185805493344
48,4,314.6206340298981,56.0,59.0,57.0,55.0,66.0,64.82692307692308,-3.8096843278452335
54,4,308.9577462080223,48.0,56.0,59.0,57.0,55.0,64.36538461538464,-5.345900798915077
49,4,289.07492072540987,54.0,48.0,56.0,59.0,57.0,64.07692307692308,-9.907758295625936
46,3,348.24398694294007,49.0,54.0,48.0,56.0,59.0,63.80769230769231,-11.825385023106026
57,3,264.59467390634916,46.0,49.0,54.0,48.0,56.0,63.826923076923094,-8.079550212124587
68,4,321.2955316157468,57.0,46.0,49.0,54.0,48.0,63.81730769230769,-4.0003820678098085
72,4,195.23944951432773,68.0,57.0,46.0,49.0,54.0,63.759615384615394,-6.2289062311873415
37,4,328.10393951807947,72.0,68.0,57.0,46.0,49.0,63.67307692307693,-4.072815009949495
55,4,338.76437156629817,37.0,72.0,68.0,57.0,46.0,63.20192307692307,-10.916723788711636
64,4,277.4739780266264,55.0,37.0,72.0,68.0,57.0,62.55769230769232,18.909239227398007
45,4,212.83331656493192,64.0,55.0,37.0,72.0,68.0,61.96153846153846,10.401868910174326
48,4,262.7702987481591,45.0,64.0,55.0,37.0,72.0,62.90384615384616,-5.974091150639106
39,4,224.11951389030293,48.0,45.0,64.0,55.0,37.0,69.31527592615704,5.253190146495123
90,4,221.61372138524345,39.0,48.0,45.0,64.0,55.0,69.59219908517167,-4.509949428861646
63,4,208.5502390934947,90.0,39.0,48.0,45.0,64.0,69.86912224418631,1.3358853547559408
67,4,218.1098352535269,63.0,90.0,39.0,48.0,45.0,70.14604540320096,11.050309881963274
59,4,217.88368021716698,67.0,63.0,90.0,39.0,48.0,70.4229685622156,7.758435797284182
55,4,234.58807799522208,59.0,67.0,63.0,90.0,39.0,70.69989172123023,0.9353588468434084
78,4,384.43834261652916,55.0,59.0,67.0,63.0,90.0,70.97681488024486,0.7308716399923785
53,4,190.3855949728634,78.0,55.0,59.0,67.0,63.0,71.2537380392595,2.9206152023721126
64,4,198.59322042197448,53.0,78.0,55.0,59.0,67.0,71.53066119827416,-3.5787437993507165
32,4,191.15147551030282,64.0,53.0,78.0,55.0,59.0,71.8075843572888,-4.026820749791494
66,4,309.67532553171526,32.0,64.0,53.0,78.0,55.0,72.08450751630343,-13.112718213052785
77,4,330.978505754656,66.0,32.0,64.0,53.0,78.0,72.36143067531806,0.14112791342951847
74,4,206.3915172718752,77.0,66.0,32.0,64.0,53.0,72.6383538343327,-10.23323108829331
46,4,204.11149601297438,74.0,77.0,66.0,32.0,64.0,72.91527699334733,7.0558714484454
73,4,192.49537575924742,46.0,74.0,77.0,66.0,32.0,73.19220015236199,-4.6486157584056365
76,3,214.1571776622539,73.0,46.0,74.0,77.0,66.0,73.46912331137663,8.361640624486919
74,3,191.9029872474057,76.0,73.0,46.0,74.0,77.0,73.74604647039126,16.022538033020506
60,4,255.05908044557157,74.0,76.0,73.0,46.0,74.0,74.02296962940589,5.651384159502803
81,4,195.82804893534302,60.0,74.0,76.0,73.0,46.0,74.29989278842055,-10.98900048324567
65,4,196.2342392420316,81.0,60.0,74.0,76.0,73.0,74.57681594743516,13.04689692528792
63,4,193.42508526477852,65.0,81.0,60.0,74.0,76.0,74.85373910644981,-2.3434877174605533
51,4,211.41133222677692,63.0,65.0,81.0,60.0,74.0,75.13066226546445,0.5385635372268769
65,4,220.8052436386959,51.0,63.0,65.0,81.0,60.0,75.4075854244791,-3.8005390542395463
55,1,205.84777209139344,65.0,51.0,63.0,65.0,81.0,75.68450858349372,8.254589123524806
214,3,166.34208095923196,55.0,65.0,51.0,63.0,65.0,75.96143174250837,-2.1357955192236595
127,2,202.69176400416455,214.0,55.0,65.0,51.0,63.0,76.238354901523,47.47061470982275
