demand,distance,service_General Medicine,service_Gynaecology,service_Pediatrics,service_Pharmacy,mohafaza_B,mohafaza_N,mohafaza_NE
68,168,0,0,1,0,0,0,1
74,261,0,0,1,0,0,0,1
56,491,0,0,1,0,0,0,1
64,319,0,0,1,0,0,0,1
64,237,0,0,1,0,0,0,1
64,512,0,0,1,0,0,0,1
85,378,0,0,1,0,0,0,1
95,342,0,0,1,0,0,0,1
102,238,0,0,1,0,0,0,1
63,328,0,0,1,0,0,0,1
88,138,0,0,1,0,0,0,1
73,435,0,0,1,0,0,0,1
107,529,0,0,1,0,0,0,1
93,669,0,0,1,0,0,0,1
73,278,0,0,1,0,0,0,1
72,287,0,0,1,0,0,0,1
66,393,0,0,1,0,0,0,1
57,250,0,0,1,0,0,0,1
71,333,0,0,1,0,0,0,1
77,235,0,0,1,0,0,0,1
56,333,0,0,1,0,0,0,1
60,145,0,0,1,0,0,0,1
60,252,0,0,1,0,0,0,1
60,155,0,0,1,0,0,0,1
77,406,0,0,1,0,0,0,1
71,488,0,0,1,0,0,0,1
94,141,0,0,1,0,0,0,1
80,239,0,0,1,0,0,0,1
78,274,0,0,1,0,0,0,1
56,360,0,0,1,0,0,0,1
55,396,0,0,1,0,0,0,1
30,252,0,0,1,0,0,0,1
38,159,0,0,1,0,0,0,1
34,160,0,0,1,0,0,0,1
44,215,0,0,1,0,0,0,1
46,328,0,0,1,0,0,0,1
65,234,0,0,1,0,0,0,1
39,152,0,0,1,0,0,0,1
46,153,0,0,1,0,0,0,1
73,143,0,0,1,0,0,0,1
60,125,0,0,1,0,0,0,1
70,120,0,0,1,0,0,0,1
47,124,0,0,1,0,0,0,1
64,154,0,0,1,0,0,0,1
68,145,0,0,1,0,0,0,1
66,136,0,0,1,0,0,0,1
64,145,0,0,1,0,0,0,1
82,271,0,0,1,0,0,0,1
88,263,0,0,1,0,0,0,1
64,310,0,0,1,0,0,0,1
69,224,0,0,1,0,0,0,1
63,162,0,0,1,0,0,0,1
89,246,0,0,1,0,0,0,1
71,217,0,0,1,0,0,0,1
66,265,0,0,1,0,0,0,1
60,228,0,0,1,0,0,0,1
46,188,0,0,1,0,0,0,1
58,248,0,0,1,0,0,0,1
82,261,0,0,1,0,0,0,1
73,208,0,0,1,0,0,0,1
97,529,0,0,1,0,0,0,1
110,317,0,0,1,0,0,0,1
125,233,0,0,1,0,0,0,1
98,326,0,0,1,0,0,0,1
115,316,0,0,1,0,0,0,1
77,298,0,0,1,0,0,0,1
90,177,0,0,1,0,0,0,1
86,389,0,0,1,0,0,0,1
81,346,0,0,1,0,0,0,1
67,427,0,0,1,0,0,0,1
91,186,0,0,1,0,0,0,1
95,279,0,0,1,0,0,0,1
78,265,0,0,1,0,0,0,1
93,248,0,0,1,0,0,0,1
85,322,0,0,1,0,0,0,1
84,225,0,0,1,0,0,0,1
86,284,0,0,1,0,0,0,1
59,173,0,0,1,0,0,0,1
64,271,0,0,1,0,0,0,1
12,219,0,0,1,0,1,0,0
5,205,0,0,1,0,1,0,0
19,286,0,0,1,0,1,0,0
9,294,0,0,1,0,1,0,0
8,265,0,0,1,0,1,0,0
29,174,0,0,1,0,1,0,0
9,272,0,0,1,0,1,0,0
7,344,0,0,1,0,1,0,0
3,291,0,0,1,0,1,0,0
4,159,0,0,1,0,1,0,0
12,217,0,0,1,0,1,0,0
4,155,0,0,1,0,1,0,0
7,187,0,0,1,0,1,0,0
3,233,0,0,1,0,1,0,0
8,187,0,0,1,0,1,0,0
10,197,0,0,1,0,1,0,0
11,243,0,0,1,0,1,0,0
12,405,0,0,1,0,1,0,0
10,209,0,0,1,0,1,0,0
4,147,0,0,1,0,1,0,0
7,167,0,0,1,0,1,0,0
7,137,0,0,1,0,1,0,0
3,140,0,0,1,0,1,0,0
12,156,0,0,1,0,1,0,0
7,298,0,0,1,0,1,0,0
9,140,0,0,1,0,1,0,0
2,161,0,0,1,0,1,0,0
14,179,0,0,1,0,1,0,0
8,163,0,0,1,0,1,0,0
2,159,0,0,1,0,1,0,0
7,227,0,0,1,0,1,0,0
18,146,0,0,1,0,1,0,0
20,180,0,0,1,0,1,0,0
1,276,0,0,1,0,1,0,0
3,139,0,0,1,0,1,0,0
11,152,0,0,1,0,1,0,0
13,247,0,0,1,0,1,0,0
14,136,0,0,1,0,1,0,0
4,253,0,0,1,0,1,0,0
10,258,0,0,1,0,1,0,0
24,187,0,0,1,0,1,0,0
12,275,0,0,1,0,1,0,0
5,137,0,0,1,0,1,0,0
20,172,0,0,1,0,1,0,0
9,286,0,0,1,0,1,0,0
7,495,0,0,1,0,1,0,0
13,332,0,0,1,0,1,0,0
7,248,0,0,1,0,1,0,0
1,561,0,0,1,0,1,0,0
2,420,0,0,1,0,1,0,0
24,374,0,0,1,0,1,0,0
2,258,0,0,1,0,1,0,0
12,327,0,0,1,0,1,0,0
2,150,0,0,1,0,1,0,0
14,440,0,0,1,0,1,0,0
19,554,0,0,1,0,1,0,0
17,682,0,0,1,0,1,0,0
20,304,0,0,1,0,1,0,0
3,298,0,0,1,0,1,0,0
16,423,0,0,1,0,1,0,0
15,246,0,0,1,0,1,0,0
5,342,0,0,1,0,1,0,0
14,234,0,0,1,0,1,0,0
5,333,0,0,1,0,1,0,0
5,149,0,0,1,0,1,0,0
1,266,0,0,1,0,1,0,0
4,166,0,0,1,0,1,0,0
8,424,0,0,1,0,1,0,0
12,521,0,0,1,0,1,0,0
6,154,0,0,1,0,1,0,0
111,255,0,0,1,0,1,0,0
86,290,0,0,1,0,1,0,0
88,366,0,0,1,0,1,0,0
89,395,0,0,1,0,1,0,0
81,256,0,0,1,0,1,0,0
39,170,0,0,1,0,1,0,0
118,167,0,0,1,0,1,0,0
100,236,0,0,1,0,1,0,0
94,346,0,0,1,0,1,0,0
79,250,0,0,1,0,1,0,0
81,184,0,0,1,0,1,0,0
69,158,0,0,1,0,1,0,0
81,159,0,0,1,0,1,0,0
80,110,0,0,1,0,1,0,0
97,114,0,0,1,0,1,0,0
36,112,0,0,1,0,1,0,0
89,179,0,0,1,0,1,0,0
110,161,0,0,1,0,1,0,0
109,163,0,0,1,0,1,0,0
117,169,0,0,1,0,1,0,0
124,291,0,0,1,0,1,0,0
111,285,0,0,1,0,1,0,0
90,326,0,0,1,0,1,0,0
103,241,0,0,1,0,1,0,0
92,193,0,0,1,0,1,0,0
91,279,0,0,1,0,1,0,0
94,253,0,0,1,0,1,0,0
89,313,0,0,1,0,1,0,0
96,261,0,0,1,0,1,0,0
62,225,0,0,1,0,1,0,0
111,273,0,0,1,0,1,0,0
84,315,0,0,1,0,1,0,0
56,262,0,0,1,0,1,0,0
57,574,0,0,1,0,1,0,0
85,341,0,0,1,0,1,0,0
94,267,0,0,1,0,1,0,0
64,361,0,0,1,0,1,0,0
78,338,0,0,1,0,1,0,0
96,330,0,0,1,0,1,0,0
64,196,0,0,1,0,1,0,0
59,384,0,0,1,0,1,0,0
57,345,0,0,1,0,1,0,0
61,449,0,0,1,0,1,0,0
72,218,0,0,1,0,1,0,0
65,315,0,0,1,0,1,0,0
64,309,0,0,1,0,1,0,0
74,289,0,0,1,0,1,0,0
70,348,0,0,1,0,1,0,0
83,265,0,0,1,0,1,0,0
78,321,0,0,1,0,1,0,0
70,195,0,0,1,0,1,0,0
93,328,0,0,1,0,1,0,0
45,186,0,0,1,0,0,1,0
59,182,0,0,1,0,0,1,0
54,263,0,0,1,0,0,1,0
34,277,0,0,1,0,0,1,0
54,248,0,0,1,0,0,1,0
48,158,0,0,1,0,0,1,0
76,258,0,0,1,0,0,1,0
45,329,0,0,1,0,0,1,0
59,286,0,0,1,0,0,1,0
46,156,0,0,1,0,0,1,0
66,211,0,0,1,0,0,1,0
45,145,0,0,1,0,0,1,0
35,180,0,0,1,0,0,1,0
42,230,0,0,1,0,0,1,0
62,170,0,0,1,0,0,1,0
42,177,0,0,1,0,0,1,0
49,232,0,0,1,0,0,1,0
41,398,0,0,1,0,0,1,0
37,208,0,0,1,0,0,1,0
44,152,0,0,1,0,0,1,0
48,163,0,0,1,0,0,1,0
40,142,0,0,1,0,0,1,0
39,140,0,0,1,0,0,1,0
35,148,0,0,1,0,0,1,0
29,294,0,0,1,0,0,1,0
30,140,0,0,1,0,0,1,0
66,148,0,0,1,0,0,1,0
48,165,0,0,1,0,0,1,0
44,152,0,0,1,0,0,1,0
45,149,0,0,1,0,0,1,0
31,217,0,0,1,0,0,1,0
41,135,0,0,1,0,0,1,0
29,170,0,0,1,0,0,1,0
48,264,0,0,1,0,0,1,0
21,129,0,0,1,0,0,1,0
45,147,0,0,1,0,0,1,0
23,244,0,0,1,0,0,1,0
39,128,0,0,1,0,0,1,0
30,245,0,0,1,0,0,1,0
35,247,0,0,1,0,0,1,0
39,183,0,0,1,0,0,1,0
46,270,0,0,1,0,0,1,0
30,137,0,0,1,0,0,1,0
24,172,0,0,1,0,0,1,0
27,274,0,0,1,0,0,1,0
32,496,0,0,1,0,0,1,0
37,327,0,0,1,0,0,1,0
20,243,0,0,1,0,0,1,0
13,533,0,0,1,0,0,1,0
39,398,0,0,1,0,0,1,0
43,357,0,0,1,0,0,1,0
48,248,0,0,1,0,0,1,0
52,330,0,0,1,0,0,1,0
7,143,0,0,1,0,0,1,0
36,438,0,0,1,0,0,1,0
39,544,0,0,1,0,0,1,0
43,676,0,0,1,0,0,1,0
37,289,0,0,1,0,0,1,0
39,294,0,0,1,0,0,1,0
40,406,0,0,1,0,0,1,0
30,250,0,0,1,0,0,1,0
40,339,0,0,1,0,0,1,0
50,236,0,0,1,0,0,1,0
30,335,0,0,1,0,0,1,0
13,148,0,0,1,0,0,1,0
20,261,0,0,1,0,0,1,0
40,161,0,0,1,0,0,1,0
23,416,0,0,1,0,0,1,0
29,505,0,0,1,0,0,1,0
30,148,0,0,1,0,0,1,0
18,248,0,0,1,0,0,1,0
22,285,0,0,1,0,0,1,0
8,366,0,0,1,0,0,1,0
16,399,0,0,1,0,0,1,0
11,255,0,0,1,0,0,1,0
3,164,0,0,1,0,0,1,0
22,165,0,0,1,0,0,1,0
12,226,0,0,1,0,0,1,0
28,338,0,0,1,0,0,1,0
15,242,0,0,1,0,0,1,0
29,167,0,0,1,0,0,1,0
17,156,0,0,1,0,0,1,0
17,150,0,0,1,0,0,1,0
7,120,0,0,1,0,0,1,0
23,118,0,0,1,0,0,1,0
4,120,0,0,1,0,0,1,0
28,167,0,0,1,0,0,1,0
51,154,0,0,1,0,0,1,0
27,149,0,0,1,0,0,1,0
32,157,0,0,1,0,0,1,0
21,283,0,0,1,0,0,1,0
44,275,0,0,1,0,0,1,0
50,319,0,0,1,0,0,1,0
46,234,0,0,1,0,0,1,0
36,178,0,0,1,0,0,1,0
54,264,0,0,1,0,0,1,0
37,236,0,0,1,0,0,1,0
56,288,0,0,1,0,0,1,0
74,245,0,0,1,0,0,1,0
54,207,0,0,1,0,0,1,0
35,261,0,0,1,0,0,1,0
64,287,0,0,1,0,0,1,0
47,235,0,0,1,0,0,1,0
53,552,0,0,1,0,0,1,0
31,329,0,0,1,0,0,1,0
21,250,0,0,1,0,0,1,0
27,345,0,0,1,0,0,1,0
16,329,0,0,1,0,0,1,0
12,315,0,0,1,0,0,1,0
18,188,0,0,1,0,0,1,0
29,392,0,0,1,0,0,1,0
35,350,0,0,1,0,0,1,0
32,441,0,0,1,0,0,1,0
49,204,0,0,1,0,0,1,0
25,298,0,0,1,0,0,1,0
35,287,0,0,1,0,0,1,0
53,269,0,0,1,0,0,1,0
24,337,0,0,1,0,0,1,0
40,246,0,0,1,0,0,1,0
31,304,0,0,1,0,0,1,0
39,186,0,0,1,0,0,1,0
41,299,0,0,1,0,0,1,0
11,160,0,0,0,1,0,0,1
8,163,0,0,0,1,0,0,1
15,246,0,0,0,1,0,0,1
18,264,0,0,0,1,0,0,1
24,231,0,0,0,1,0,0,1
15,144,0,0,0,1,0,0,1
19,245,0,0,0,1,0,0,1
7,317,0,0,0,1,0,0,1
19,278,0,0,0,1,0,0,1
14,151,0,0,0,1,0,0,1
6,204,0,0,0,1,0,0,1
4,135,0,0,0,1,0,0,1
15,171,0,0,0,1,0,0,1
13,225,0,0,0,1,0,0,1
48,155,0,0,0,1,0,0,1
34,158,0,0,0,1,0,0,1
7,222,0,0,0,1,0,0,1
33,389,0,0,0,1,0,0,1
33,204,0,0,0,1,0,0,1
28,151,0,0,0,1,0,0,1
17,157,0,0,0,1,0,0,1
34,142,0,0,0,1,0,0,1
49,139,0,0,0,1,0,0,1
19,140,0,0,0,1,0,0,1
18,288,0,0,0,1,0,0,1
14,139,0,0,0,1,0,0,1
45,139,0,0,0,1,0,0,1
33,152,0,0,0,1,0,0,1
26,140,0,0,0,1,0,0,1
22,141,0,0,0,1,0,0,1
34,210,0,0,0,1,0,0,1
50,128,0,0,0,1,0,0,1
66,159,0,0,0,1,0,0,1
8,252,0,0,0,1,0,0,1
20,120,0,0,0,1,0,0,1
43,142,0,0,0,1,0,0,1
43,241,0,0,0,1,0,0,1
13,121,0,0,0,1,0,0,1
11,234,0,0,0,1,0,0,1
17,237,0,0,0,1,0,0,1
44,176,0,0,0,1,0,0,1
39,262,0,0,0,1,0,0,1
9,134,0,0,0,1,0,0,1
17,168,0,0,0,1,0,0,1
47,261,0,0,0,1,0,0,1
17,491,0,0,0,1,0,0,1
33,319,0,0,0,1,0,0,1
10,237,0,0,0,1,0,0,1
36,512,0,0,0,1,0,0,1
26,378,0,0,0,1,0,0,1
26,342,0,0,0,1,0,0,1
107,238,0,0,0,1,0,0,1
163,328,0,0,0,1,0,0,1
133,138,0,0,0,1,0,0,1
158,435,0,0,0,1,0,0,1
132,529,0,0,0,1,0,0,1
142,669,0,0,0,1,0,0,1
129,278,0,0,0,1,0,0,1
186,287,0,0,0,1,0,0,1
149,393,0,0,0,1,0,0,1
189,250,0,0,0,1,0,0,1
167,333,0,0,0,1,0,0,1
235,235,0,0,0,1,0,0,1
343,333,0,0,0,1,0,0,1
244,145,0,0,0,1,0,0,1
255,252,0,0,0,1,0,0,1
316,155,0,0,0,1,0,0,1
287,406,0,0,0,1,0,0,1
312,488,0,0,0,1,0,0,1
353,141,0,0,0,1,0,0,1
325,239,0,0,0,1,0,0,1
302,274,0,0,0,1,0,0,1
249,360,0,0,0,1,0,0,1
267,396,0,0,0,1,0,0,1
236,252,0,0,0,1,0,0,1
206,159,0,0,0,1,0,0,1
376,160,0,0,0,1,0,0,1
253,215,0,0,0,1,0,0,1
313,328,0,0,0,1,0,0,1
328,234,0,0,0,1,0,0,1
264,152,0,0,0,1,0,0,1
339,153,0,0,0,1,0,0,1
234,143,0,0,0,1,0,0,1
287,125,0,0,0,1,0,0,1
433,120,0,0,0,1,0,0,1
161,124,0,0,0,1,0,0,1
296,154,0,0,0,1,0,0,1
290,145,0,0,0,1,0,0,1
286,136,0,0,0,1,0,0,1
291,145,0,0,0,1,0,0,1
275,271,0,0,0,1,0,0,1
307,263,0,0,0,1,0,0,1
236,310,0,0,0,1,0,0,1
279,224,0,0,0,1,0,0,1
256,162,0,0,0,1,0,0,1
232,246,0,0,0,1,0,0,1
331,217,0,0,0,1,0,0,1
317,265,0,0,0,1,0,0,1
263,228,0,0,0,1,0,0,1
182,188,0,0,0,1,0,0,1
324,248,0,0,0,1,0,0,1
294,261,0,0,0,1,0,0,1
325,208,0,0,0,1,0,0,1
336,529,0,0,0,1,0,0,1
297,317,0,0,0,1,0,0,1
334,233,0,0,0,1,0,0,1
312,326,0,0,0,1,0,0,1
302,316,0,0,0,1,0,0,1
322,298,0,0,0,1,0,0,1
347,177,0,0,0,1,0,0,1
330,389,0,0,0,1,0,0,1
343,346,0,0,0,1,0,0,1
259,427,0,0,0,1,0,0,1
348,186,0,0,0,1,0,0,1
394,279,0,0,0,1,0,0,1
357,265,0,0,0,1,0,0,1
320,248,0,0,0,1,0,0,1
359,322,0,0,0,1,0,0,1
352,225,0,0,0,1,0,0,1
356,284,0,0,0,1,0,0,1
254,173,0,0,0,1,0,0,1
255,271,0,0,0,1,0,0,1
6,342,0,0,0,1,1,0,0
4,234,0,0,0,1,1,0,0
3,333,0,0,0,1,1,0,0
3,149,0,0,0,1,1,0,0
3,266,0,0,0,1,1,0,0
3,166,0,0,0,1,1,0,0
7,424,0,0,0,1,1,0,0
1,521,0,0,0,1,1,0,0
5,154,0,0,0,1,1,0,0
20,255,0,0,0,1,1,0,0
29,290,0,0,0,1,1,0,0
27,366,0,0,0,1,1,0,0
37,395,0,0,0,1,1,0,0
28,256,0,0,0,1,1,0,0
15,170,0,0,0,1,1,0,0
39,167,0,0,0,1,1,0,0
35,236,0,0,0,1,1,0,0
28,346,0,0,0,1,1,0,0
37,250,0,0,0,1,1,0,0
28,184,0,0,0,1,1,0,0
39,158,0,0,0,1,1,0,0
30,159,0,0,0,1,1,0,0
28,110,0,0,0,1,1,0,0
37,114,0,0,0,1,1,0,0
12,112,0,0,0,1,1,0,0
56,179,0,0,0,1,1,0,0
56,161,0,0,0,1,1,0,0
89,163,0,0,0,1,1,0,0
139,169,0,0,0,1,1,0,0
136,291,0,0,0,1,1,0,0
130,285,0,0,0,1,1,0,0
124,326,0,0,0,1,1,0,0
105,241,0,0,0,1,1,0,0
103,193,0,0,0,1,1,0,0
116,279,0,0,0,1,1,0,0
109,253,0,0,0,1,1,0,0
89,313,0,0,0,1,1,0,0
85,261,0,0,0,1,1,0,0
32,225,0,0,0,1,1,0,0
91,273,0,0,0,1,1,0,0
65,315,0,0,0,1,1,0,0
43,262,0,0,0,1,1,0,0
65,574,0,0,0,1,1,0,0
63,341,0,0,0,1,1,0,0
85,267,0,0,0,1,1,0,0
81,361,0,0,0,1,1,0,0
67,338,0,0,0,1,1,0,0
73,330,0,0,0,1,1,0,0
84,196,0,0,0,1,1,0,0
109,384,0,0,0,1,1,0,0
130,345,0,0,0,1,1,0,0
110,449,0,0,0,1,1,0,0
114,218,0,0,0,1,1,0,0
127,315,0,0,0,1,1,0,0
139,309,0,0,0,1,1,0,0
127,289,0,0,0,1,1,0,0
92,348,0,0,0,1,1,0,0
119,265,0,0,0,1,1,0,0
131,321,0,0,0,1,1,0,0
145,195,0,0,0,1,1,0,0
161,328,0,0,0,1,1,0,0
113,339,0,0,0,1,1,0,0
85,277,0,0,0,1,1,0,0
78,213,0,0,0,1,1,0,0
72,263,0,0,0,1,1,0,0
47,224,0,0,0,1,1,0,0
91,222,0,0,0,1,1,0,0
77,209,0,0,0,1,1,0,0
63,218,0,0,0,1,1,0,0
96,218,0,0,0,1,1,0,0
78,235,0,0,0,1,1,0,0
207,384,0,0,0,1,1,0,0
135,190,0,0,0,1,1,0,0
75,186,0,0,0,1,0,1,0
111,182,0,0,0,1,0,1,0
86,263,0,0,0,1,0,1,0
79,277,0,0,0,1,0,1,0
84,248,0,0,0,1,0,1,0
82,158,0,0,0,1,0,1,0
83,258,0,0,0,1,0,1,0
97,329,0,0,0,1,0,1,0
59,286,0,0,0,1,0,1,0
94,156,0,0,0,1,0,1,0
92,211,0,0,0,1,0,1,0
74,145,0,0,0,1,0,1,0
58,180,0,0,0,1,0,1,0
68,230,0,0,0,1,0,1,0
100,170,0,0,0,1,0,1,0
87,177,0,0,0,1,0,1,0
104,232,0,0,0,1,0,1,0
95,398,0,0,0,1,0,1,0
74,208,0,0,0,1,0,1,0
101,152,0,0,0,1,0,1,0
112,163,0,0,0,1,0,1,0
88,142,0,0,0,1,0,1,0
80,140,0,0,0,1,0,1,0
65,148,0,0,0,1,0,1,0
53,294,0,0,0,1,0,1,0
75,140,0,0,0,1,0,1,0
91,148,0,0,0,1,0,1,0
92,165,0,0,0,1,0,1,0
97,152,0,0,0,1,0,1,0
97,149,0,0,0,1,0,1,0
107,217,0,0,0,1,0,1,0
84,135,0,0,0,1,0,1,0
73,170,0,0,0,1,0,1,0
85,264,0,0,0,1,0,1,0
37,129,0,0,0,1,0,1,0
77,147,0,0,0,1,0,1,0
100,244,0,0,0,1,0,1,0
80,128,0,0,0,1,0,1,0
101,245,0,0,0,1,0,1,0
122,247,0,0,0,1,0,1,0
151,183,0,0,0,1,0,1,0
124,270,0,0,0,1,0,1,0
104,137,0,0,0,1,0,1,0
101,172,0,0,0,1,0,1,0
141,274,0,0,0,1,0,1,0
114,496,0,0,0,1,0,1,0
134,327,0,0,0,1,0,1,0
82,243,0,0,0,1,0,1,0
102,533,0,0,0,1,0,1,0
118,398,0,0,0,1,0,1,0
167,357,0,0,0,1,0,1,0
177,248,0,0,0,1,0,1,0
145,330,0,0,0,1,0,1,0
98,143,0,0,0,1,0,1,0
164,438,0,0,0,1,0,1,0
177,544,0,0,0,1,0,1,0
162,676,0,0,0,1,0,1,0
186,289,0,0,0,1,0,1,0
165,294,0,0,0,1,0,1,0
176,406,0,0,0,1,0,1,0
165,250,0,0,0,1,0,1,0
130,339,0,0,0,1,0,1,0
137,236,0,0,0,1,0,1,0
143,335,0,0,0,1,0,1,0
110,148,0,0,0,1,0,1,0
111,261,0,0,0,1,0,1,0
111,161,0,0,0,1,0,1,0
123,416,0,0,0,1,0,1,0
122,505,0,0,0,1,0,1,0
127,148,0,0,0,1,0,1,0
128,248,0,0,0,1,0,1,0
114,285,0,0,0,1,0,1,0
134,366,0,0,0,1,0,1,0
114,399,0,0,0,1,0,1,0
66,255,0,0,0,1,0,1,0
76,164,0,0,0,1,0,1,0
164,165,0,0,0,1,0,1,0
174,226,0,0,0,1,0,1,0
105,338,0,0,0,1,0,1,0
114,242,0,0,0,1,0,1,0
134,167,0,0,0,1,0,1,0
151,156,0,0,0,1,0,1,0
131,150,0,0,0,1,0,1,0
149,120,0,0,0,1,0,1,0
120,118,0,0,0,1,0,1,0
51,120,0,0,0,1,0,1,0
132,167,0,0,0,1,0,1,0
104,154,0,0,0,1,0,1,0
226,149,0,0,0,1,0,1,0
209,157,0,0,0,1,0,1,0
159,283,0,0,0,1,0,1,0
188,275,0,0,0,1,0,1,0
140,319,0,0,0,1,0,1,0
196,234,0,0,0,1,0,1,0
143,178,0,0,0,1,0,1,0
161,264,0,0,0,1,0,1,0
186,236,0,0,0,1,0,1,0
204,288,0,0,0,1,0,1,0
237,245,0,0,0,1,0,1,0
150,207,0,0,0,1,0,1,0
166,261,0,0,0,1,0,1,0
156,287,0,0,0,1,0,1,0
213,235,0,0,0,1,0,1,0
119,552,0,0,0,1,0,1,0
75,329,0,0,0,1,0,1,0
53,250,0,0,0,1,0,1,0
38,345,0,0,0,1,0,1,0
105,329,0,0,0,1,0,1,0
37,315,0,0,0,1,0,1,0
66,188,0,0,0,1,0,1,0
136,392,0,0,0,1,0,1,0
160,350,0,0,0,1,0,1,0
105,441,0,0,0,1,0,1,0
143,204,0,0,0,1,0,1,0
127,298,0,0,0,1,0,1,0
163,287,0,0,0,1,0,1,0
116,269,0,0,0,1,0,1,0
124,337,0,0,0,1,0,1,0
109,246,0,0,0,1,0,1,0
99,304,0,0,0,1,0,1,0
197,186,0,0,0,1,0,1,0
109,299,0,0,0,1,0,1,0
