actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Armed opposition groups,Lattakia,11/9/15,Shooting,0,0,6,0
Armed opposition groups,Lattakia,11/13/15,Shooting,0,0,6,0
Armed opposition groups,Lattakia,12/17/15,Shooting,0,0,6,0
Armed opposition groups,Lattakia,12/20/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,1/25/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,2/8/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,3/5/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,4/27/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,7/10/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,7/22/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,8/2/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,8/3/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,8/18/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,10/31/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,11/2/15,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,11/23/15,Shooting,0,0,6,0
Armed opposition groups,Quneitra,4/20/15,Explosion,0,0,6,0
Armed opposition groups,Quneitra,6/18/15,Shooting,0,0,6,0
Armed opposition groups,Sweida,3/25/15,Shooting,0,0,6,0
Armed opposition groups,Sweida,4/20/15,Shooting,2,0,6,0
Armed opposition groups,Sweida,4/30/15,Shooting,0,0,6,0
Armed opposition groups,Sweida,5/17/15,Shelling,0,0,6,0
Armed opposition groups,Sweida,6/11/15,Shooting,0,0,6,0
Armed opposition groups,Sweida,6/20/15,Shooting,0,0,6,0
Armed opposition groups,Sweida,7/12/15,Shelling,0,2,6,0
Armed opposition groups,Sweida,8/31/15,Shooting,0,0,6,0
Armed opposition groups,Sweida,11/2/15,Shooting,0,0,6,0
Armed opposition groups,Sweida,11/10/15,Shelling,2,0,6,0
Armed opposition groups,Sweida,11/13/15,Shooting,0,0,6,0
Armed opposition groups,Sweida,11/25/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,1/1/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,1/7/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,1/17/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,1/19/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,2/11/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,2/15/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,3/11/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,3/17/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,3/27/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,4/17/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,4/20/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,4/23/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,4/25/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,5/4/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,5/7/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,5/8/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,5/16/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,5/19/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,5/24/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,5/28/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,6/3/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,6/7/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,6/9/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,6/13/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,6/18/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,7/6/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,7/25/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,7/29/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,8/5/15,Explosion,0,0,6,0
Armed opposition groups,Tartous,8/8/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,8/14/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,8/16/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,9/3/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,9/5/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,9/24/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,10/7/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,11/1/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,11/3/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,11/4/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,11/8/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,11/19/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,12/13/15,Shooting,0,0,6,0
Armed opposition groups,Tartous,12/14/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,1/17/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,2/1/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,2/6/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,2/26/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,3/5/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,3/21/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,6/11/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,6/23/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,6/25/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,7/29/15,Warplane shelling,0,0,6,0
Armed opposition groups,Unknown,8/9/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,9/25/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,10/5/15,Explosion,0,0,6,0
Armed opposition groups,Unknown,10/15/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,10/27/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,10/28/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,11/1/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,11/15/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,11/16/15,Shooting,0,0,6,0
Armed opposition groups,Unknown,11/19/15,Shooting,0,0,6,0
International coalition forces,Aleppo,5/4/15,Warplane shelling,0,4,6,0
International coalition forces,Aleppo,10/15/15,Warplane shelling,0,0,6,0
International coalition forces,Aleppo,10/31/15,Warplane shelling,0,4,6,0
International coalition forces,Raqqa,7/4/15,Warplane shelling,0,2,6,0
Not identified,Damascus,4/4/15,Shooting,0,0,6,0
Not identified,Damascus Suburbs,11/6/15,Shooting,0,0,6,0
Not identified,Daraa,2/17/15,Other,0,0,6,0
Not identified,Daraa,2/25/15,Shooting,0,0,6,0
Not identified,Daraa,6/4/15,Shelling,0,0,6,0
Not identified,Daraa,6/27/15,Shooting,0,0,6,0
Not identified,Daraa,8/11/15,Shooting,0,0,6,0
Not identified,Hasakeh,5/28/15,Shooting,0,0,6,0
Not identified,Homs,3/20/15,Kidnapping - Execution,0,0,6,0
Not identified,Idlib,3/2/15,Shooting,0,0,6,0
Not identified,Idlib,11/25/15,Shooting,3,0,6,0
Russian troops,Aleppo,10/18/15,Warplane shelling,0,2,6,0
Russian troops,Aleppo,12/22/15,Warplane shelling,0,2,6,0
Russian troops,Aleppo,12/31/15,Warplane shelling,2,2,6,0
Russian troops,Damascus Suburbs,12/20/15,Warplane shelling,2,2,6,0
Russian troops,Deir Ezzor,12/30/15,Warplane shelling,0,6,6,0
Russian troops,Hama,12/10/15,Warplane shelling,0,0,6,0
Russian troops,Hama,12/12/15,Warplane shelling,0,0,6,0
Russian troops,Homs,10/18/15,Warplane shelling,0,0,6,0
Russian troops,Homs,10/30/15,Warplane shelling,2,2,6,0
Russian troops,Homs,11/27/15,Warplane shelling,4,0,6,0
Russian troops,Homs,12/26/15,Warplane shelling,0,0,6,0
Russian troops,Idlib,10/9/15,Warplane shelling,2,0,6,0
Russian troops,Idlib,10/13/15,Warplane shelling,0,4,6,0
Russian troops,Idlib,10/27/15,Warplane shelling,2,2,6,0
Russian troops,Idlib,11/19/15,Shelling,0,6,6,0
Russian troops,Idlib,12/3/15,Shelling,0,0,6,0
Russian troops,Idlib,12/7/15,Warplane shelling,4,0,6,0
Russian troops,Idlib,12/26/15,Warplane shelling,0,6,6,0
Russian troops,Raqqa,12/21/15,Warplane shelling,0,0,6,0
Syrian government and affiliated militias,Aleppo,2/1/15,Warplane shelling,0,6,6,0
Syrian government and affiliated militias,Aleppo,4/30/15,Warplane shelling,0,3,6,0
Syrian government and affiliated militias,Damascus,4/13/15,Shelling,3,0,6,0
Syrian government and affiliated militias,Damascus Suburbs,2/6/15,Shelling,0,3,6,0
Syrian government and affiliated militias,Damascus Suburbs,2/10/15,Shelling,0,3,6,0
Syrian government and affiliated militias,Damascus Suburbs,4/13/15,Shooting,0,3,6,0
Syrian government and affiliated militias,Damascus Suburbs,5/11/15,Other,0,3,6,0
Syrian government and affiliated militias,Damascus Suburbs,7/27/15,Shelling,3,0,6,0
Syrian government and affiliated militias,Daraa,2/1/15,Warplane shelling,6,0,6,0
Syrian government and affiliated militias,Daraa,4/10/15,Detention - Torture - Execution,0,0,6,0
Syrian government and affiliated militias,Daraa,7/28/15,Warplane shelling,0,0,6,0
Syrian government and affiliated militias,Deir Ezzor,1/5/15,Warplane shelling,6,0,6,0
Syrian government and affiliated militias,Deir Ezzor,10/15/15,Shooting,0,0,6,0
Syrian government and affiliated militias,Homs,4/25/15,Warplane shelling,3,3,6,0
Syrian government and affiliated militias,Homs,6/3/15,Warplane shelling,0,0,6,0
Syrian government and affiliated militias,Homs,11/14/15,Warplane shelling,3,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/4/15,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/13/15,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/25/15,Detention - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/28/15,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/6/15,Detention - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/17/15,Explosion,6,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/30/15,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/21/15,Field Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/7/15,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/25/15,Kidnapping - Execution,0,0,6,0
