actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,1/8/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,2/19/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,4/23/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,4/26/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,8/5/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,8/11/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,11/3/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,12/5/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,12/13/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,12/21/15,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,1/1/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,1/11/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,4/10/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,5/12/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,8/16/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,10/28/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,12/14/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,12/29/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Other Nationalities,6/15/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Other Nationalities,10/8/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,1/4/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,1/27/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,2/10/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,2/24/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,2/26/15,Other,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,2/28/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,3/3/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,4/26/15,Kidnapping - Torture,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,5/22/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,6/23/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,6/24/15,Kidnapping - Execution,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,8/8/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,8/11/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,8/22/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,9/30/15,Kidnapping - Execution,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,10/26/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,10/30/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,11/26/15,Explosion,0,0,3,0
Russian troops,Damascus Suburbs,12/13/15,Warplane shelling,0,0,2,4
Armed opposition groups,Damascus Suburbs,10/4/15,Kidnapping - Execution,0,0,2,3
Armed opposition groups,Daraa,7/3/15,Shooting,0,0,2,3
International coalition forces,Homs,3/9/15,Warplane shelling,0,0,2,2
Russian troops,Daraa,12/29/15,Warplane shelling,0,0,2,2
Armed opposition groups,Aleppo,1/6/15,Shelling,0,2,2,0
Armed opposition groups,Aleppo,1/10/15,Shelling,2,0,2,0
Armed opposition groups,Aleppo,1/17/15,Shooting,2,0,2,0
Armed opposition groups,Aleppo,1/18/15,Shelling,0,0,2,0
Armed opposition groups,Aleppo,1/30/15,Shelling,0,0,2,0
Armed opposition groups,Aleppo,1/31/15,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2/4/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2/25/15,Shelling,0,2,2,0
Armed opposition groups,Aleppo,3/9/15,Shelling,2,0,2,0
Armed opposition groups,Aleppo,3/10/15,Shelling,0,0,2,0
Armed opposition groups,Aleppo,4/18/15,Field Execution,0,0,2,0
Armed opposition groups,Aleppo,4/22/15,Shelling,0,2,2,0
Armed opposition groups,Aleppo,5/14/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,6/7/15,Shelling,2,0,2,0
Armed opposition groups,Aleppo,6/8/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,6/15/15,Shelling,0,0,2,0
Armed opposition groups,Aleppo,6/19/15,Shelling,0,0,2,0
Armed opposition groups,Aleppo,7/6/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,7/10/15,Explosion,0,0,2,0
Armed opposition groups,Aleppo,7/24/15,Shelling,0,2,2,0
Armed opposition groups,Aleppo,7/29/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,8/2/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,8/3/15,Shelling,0,0,2,0
Armed opposition groups,Aleppo,9/7/15,Chemical and toxic gases,0,2,2,0
Armed opposition groups,Aleppo,10/9/15,Shelling,0,2,2,0
Armed opposition groups,Aleppo,10/10/15,Shelling,0,2,2,0
Armed opposition groups,Aleppo,10/18/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,10/27/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,10/28/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,11/10/15,Shelling,0,0,2,0
Armed opposition groups,Aleppo,11/17/15,Shooting,0,2,2,0
Armed opposition groups,Aleppo,11/20/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,12/6/15,Shooting,0,0,2,0
Armed opposition groups,Aleppo,12/13/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,1/1/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,1/2/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,1/19/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,1/20/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,2/1/15,Explosion,0,0,2,0
Armed opposition groups,Damascus,2/5/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,2/24/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,3/23/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,4/9/15,Explosion,0,0,2,0
Armed opposition groups,Damascus,5/4/15,Shooting,2,0,2,0
Armed opposition groups,Damascus,5/17/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,5/19/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,5/20/15,Shelling,2,0,2,0
Armed opposition groups,Damascus,5/21/15,Explosion,0,0,2,0
Armed opposition groups,Damascus,5/28/15,Shelling,0,2,2,0
Armed opposition groups,Damascus,6/16/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,6/23/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,7/4/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,7/5/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,7/27/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,7/28/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,7/31/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,8/9/15,Shelling,0,2,2,0
Armed opposition groups,Damascus,8/13/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,8/19/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,9/2/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,9/13/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,9/15/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,9/16/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,9/27/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,10/10/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,10/17/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,10/27/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,10/31/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,11/4/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,11/10/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,11/12/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,11/13/15,Shooting,0,0,2,0
Armed opposition groups,Damascus,11/20/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,11/22/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,11/23/15,Shelling,0,0,2,0
Armed opposition groups,Damascus,12/15/15,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2/3/15,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2/10/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,3/1/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,3/2/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,3/15/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,3/16/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,5/15/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,5/16/15,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,5/20/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,6/14/15,Shelling,0,2,2,0
Armed opposition groups,Damascus Suburbs,6/20/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,6/21/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,7/4/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,7/11/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,8/2/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,8/31/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,9/26/15,Shooting,0,2,2,0
Armed opposition groups,Damascus Suburbs,9/29/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,10/3/15,Explosion,0,0,2,0
Armed opposition groups,Damascus Suburbs,10/8/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,10/10/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,10/11/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,10/23/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,10/29/15,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,11/2/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,11/4/15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,11/7/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,1/24/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,4/12/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,4/30/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,5/26/15,Shooting,0,2,2,0
Armed opposition groups,Daraa,6/6/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,6/25/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,6/27/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,7/8/15,Shelling,0,2,2,0
Armed opposition groups,Daraa,7/9/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,7/14/15,Shooting,0,0,2,0
Armed opposition groups,Daraa,7/29/15,Shelling,0,2,2,0
Armed opposition groups,Daraa,8/14/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,9/2/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,10/24/15,Shooting,0,0,2,0
Armed opposition groups,Daraa,11/10/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,11/12/15,Shelling,0,0,2,0
Armed opposition groups,Daraa,12/9/15,Shelling,2,0,2,0
Armed opposition groups,Daraa,12/13/15,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,3/8/15,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,3/22/15,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,6/17/15,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,6/29/15,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,7/14/15,Shooting,0,2,2,0
Armed opposition groups,Deir Ezzor,7/25/15,Shooting,2,0,2,0
Armed opposition groups,Deir Ezzor,7/28/15,Shelling,2,0,2,0
Armed opposition groups,Deir Ezzor,8/5/15,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,10/6/15,Other,0,0,2,0
Armed opposition groups,Deir Ezzor,10/13/15,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,11/1/15,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,11/2/15,Other,0,2,2,0
Armed opposition groups,Deir Ezzor,11/3/15,Shelling,2,0,2,0
Armed opposition groups,Deir Ezzor,11/6/15,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,11/10/15,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,12/14/15,Shelling,2,0,2,0
Armed opposition groups,Deir Ezzor,12/28/15,Shooting,0,0,2,0
Armed opposition groups,Hama,1/4/15,Shooting,0,0,2,0
Armed opposition groups,Hama,1/11/15,Shooting,0,0,2,0
Armed opposition groups,Hama,1/13/15,Shooting,0,0,2,0
Armed opposition groups,Hama,1/17/15,Shooting,0,0,2,0
Armed opposition groups,Hama,1/20/15,Shooting,0,0,2,0
Armed opposition groups,Hama,1/25/15,Shooting,0,0,2,0
Armed opposition groups,Hama,1/27/15,Shooting,0,0,2,0
Armed opposition groups,Hama,1/29/15,Shooting,0,0,2,0
Armed opposition groups,Hama,2/14/15,Shooting,0,0,2,0
Armed opposition groups,Hama,2/18/15,Shooting,0,0,2,0
Armed opposition groups,Hama,2/25/15,Shooting,0,0,2,0
Armed opposition groups,Hama,3/1/15,Shooting,0,0,2,0
Armed opposition groups,Hama,3/3/15,Shooting,0,0,2,0
Armed opposition groups,Hama,3/16/15,Shooting,0,0,2,0
Armed opposition groups,Hama,3/18/15,Shooting,0,0,2,0
Armed opposition groups,Hama,3/27/15,Shooting,0,0,2,0
Armed opposition groups,Hama,3/31/15,Shooting,0,0,2,0
Armed opposition groups,Hama,4/10/15,Shooting,0,0,2,0
Armed opposition groups,Hama,4/29/15,Shooting,0,0,2,0
Armed opposition groups,Hama,5/1/15,Shooting,0,0,2,0
Armed opposition groups,Hama,5/3/15,Shooting,0,0,2,0
Armed opposition groups,Hama,5/10/15,Shooting,0,0,2,0
Armed opposition groups,Hama,5/25/15,Shooting,0,0,2,0
Armed opposition groups,Hama,6/2/15,Shooting,0,0,2,0
Armed opposition groups,Hama,6/26/15,Shooting,0,0,2,0
Armed opposition groups,Hama,6/30/15,Shooting,0,0,2,0
Armed opposition groups,Hama,7/7/15,Shelling,0,0,2,0
Armed opposition groups,Hama,7/9/15,Shooting,0,0,2,0
Armed opposition groups,Hama,7/13/15,Shooting,0,0,2,0
Armed opposition groups,Hama,7/15/15,Shooting,0,0,2,0
Armed opposition groups,Hama,7/24/15,Shooting,0,0,2,0
Armed opposition groups,Hama,8/9/15,Shooting,0,0,2,0
Armed opposition groups,Hama,8/10/15,Shooting,0,0,2,0
Armed opposition groups,Hama,8/22/15,Shooting,0,0,2,0
Armed opposition groups,Hama,9/6/15,Shooting,0,0,2,0
Armed opposition groups,Hama,9/11/15,Shooting,0,0,2,0
Armed opposition groups,Hama,9/16/15,Shooting,0,0,2,0
Armed opposition groups,Hama,9/27/15,Shooting,0,0,2,0
Armed opposition groups,Hama,10/8/15,Shelling,0,0,2,0
Armed opposition groups,Hama,10/10/15,Shooting,0,0,2,0
Armed opposition groups,Hama,10/13/15,Shooting,0,0,2,0
Armed opposition groups,Hama,10/15/15,Shelling,0,0,2,0
Armed opposition groups,Hama,10/17/15,Shooting,0,0,2,0
Armed opposition groups,Hama,10/26/15,Shooting,0,0,2,0
Armed opposition groups,Hama,11/16/15,Shooting,0,0,2,0
Armed opposition groups,Hama,11/17/15,Shooting,0,0,2,0
Armed opposition groups,Hama,11/23/15,Shooting,0,0,2,0
Armed opposition groups,Hama,12/6/15,Shooting,0,0,2,0
Armed opposition groups,Hama,12/14/15,Shooting,0,0,2,0
Armed opposition groups,Hama,12/18/15,Shooting,0,0,2,0
Armed opposition groups,Hama,12/24/15,Shooting,0,0,2,0
Armed opposition groups,Hama,12/28/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,1/19/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,1/21/15,Explosion,0,0,2,0
Armed opposition groups,Hasakeh,1/27/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,1/30/15,Shooting,2,0,2,0
Armed opposition groups,Hasakeh,2/26/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,3/3/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,3/4/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,3/6/15,Shooting,0,2,2,0
Armed opposition groups,Hasakeh,3/29/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,4/11/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,5/30/15,Shelling,0,0,2,0
Armed opposition groups,Hasakeh,6/30/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,7/1/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,7/2/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,11/9/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,11/13/15,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,11/24/15,Explosion,0,2,2,0
Armed opposition groups,Homs,1/6/15,Shooting,0,0,2,0
Armed opposition groups,Homs,1/8/15,Shooting,0,0,2,0
Armed opposition groups,Homs,1/11/15,Shooting,0,0,2,0
Armed opposition groups,Homs,1/14/15,Shooting,0,0,2,0
Armed opposition groups,Homs,1/18/15,Shooting,0,0,2,0
Armed opposition groups,Homs,1/19/15,Shooting,0,0,2,0
Armed opposition groups,Homs,1/20/15,Shooting,0,0,2,0
Armed opposition groups,Homs,1/22/15,Shooting,0,0,2,0
Armed opposition groups,Homs,1/25/15,Shooting,0,0,2,0
Armed opposition groups,Homs,2/19/15,Shooting,0,0,2,0
Armed opposition groups,Homs,2/21/15,Shooting,0,0,2,0
Armed opposition groups,Homs,3/1/15,Shooting,0,0,2,0
Armed opposition groups,Homs,4/1/15,Shooting,0,0,2,0
Armed opposition groups,Homs,4/14/15,Shooting,0,0,2,0
Armed opposition groups,Homs,4/25/15,Explosion,0,0,2,0
Armed opposition groups,Homs,4/28/15,Shooting,0,0,2,0
Armed opposition groups,Homs,5/1/15,Shooting,0,0,2,0
Armed opposition groups,Homs,6/9/15,Shooting,0,0,2,0
Armed opposition groups,Homs,6/18/15,Shooting,0,0,2,0
Armed opposition groups,Homs,6/19/15,Shooting,0,0,2,0
Armed opposition groups,Homs,6/23/15,Explosion,0,0,2,0
Armed opposition groups,Homs,7/4/15,Shooting,0,0,2,0
Armed opposition groups,Homs,7/5/15,Shooting,0,0,2,0
Armed opposition groups,Homs,7/27/15,Shooting,0,0,2,0
Armed opposition groups,Homs,8/1/15,Shooting,0,0,2,0
Armed opposition groups,Homs,8/7/15,Shooting,0,0,2,0
Armed opposition groups,Homs,8/17/15,Shooting,0,0,2,0
Armed opposition groups,Homs,8/23/15,Shooting,0,0,2,0
Armed opposition groups,Homs,9/9/15,Shelling,0,0,2,0
Armed opposition groups,Homs,9/22/15,Explosion,0,0,2,0
Armed opposition groups,Homs,9/26/15,Shooting,0,0,2,0
Armed opposition groups,Homs,9/28/15,Shooting,0,0,2,0
Armed opposition groups,Homs,9/29/15,Explosion,0,0,2,0
Armed opposition groups,Homs,10/22/15,Shelling,0,2,2,0
Armed opposition groups,Homs,10/26/15,Shooting,0,0,2,0
Armed opposition groups,Homs,11/3/15,Shooting,0,0,2,0
Armed opposition groups,Homs,11/5/15,Shooting,0,0,2,0
Armed opposition groups,Homs,11/6/15,Shooting,0,0,2,0
Armed opposition groups,Homs,11/8/15,Explosion,0,2,2,0
Armed opposition groups,Homs,11/9/15,Shooting,0,0,2,0
Armed opposition groups,Homs,11/19/15,Shooting,0,0,2,0
Armed opposition groups,Homs,11/20/15,Shooting,0,0,2,0
Armed opposition groups,Homs,11/22/15,Shooting,0,0,2,0
Armed opposition groups,Homs,11/26/15,Shooting,0,0,2,0
Armed opposition groups,Homs,12/12/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,1/4/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,1/29/15,Shelling,2,0,2,0
Armed opposition groups,Idlib,3/3/15,Shooting,2,0,2,0
Armed opposition groups,Idlib,5/30/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,6/3/15,Field Execution,0,0,2,0
Armed opposition groups,Idlib,6/6/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,8/25/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,9/2/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,9/25/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,10/23/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,11/1/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,11/7/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,11/29/15,Shooting,0,0,2,0
Armed opposition groups,Idlib,12/14/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/5/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/6/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/7/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/8/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/9/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/12/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/13/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/19/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/23/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/26/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/30/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,1/31/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2/10/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2/22/15,Explosion,2,0,2,0
Armed opposition groups,Lattakia,3/13/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,3/17/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,3/24/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,3/25/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,3/29/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,4/8/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,4/16/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,4/18/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,4/30/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,5/5/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,6/14/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,7/6/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,7/12/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,7/15/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,7/16/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,7/19/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,7/20/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,7/24/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,7/25/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,7/26/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,7/29/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,8/2/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,8/8/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,8/16/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,8/21/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,8/23/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,8/28/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,9/8/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,9/18/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,9/26/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,10/3/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,10/4/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,10/8/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,10/11/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,10/14/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,10/18/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,10/23/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,11/6/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,11/7/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,11/14/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,11/16/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,11/23/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,11/27/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,11/28/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,12/1/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,12/6/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,12/7/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,12/13/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,12/18/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,12/19/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,12/21/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,12/23/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,12/30/15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,12/31/15,Shelling,0,0,2,0
Armed opposition groups,Other Nationalities,1/2/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,1/6/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,1/18/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,1/22/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2/4/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2/18/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2/21/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2/22/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2/23/15,Shooting,0,0,2,0
