actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Syrian government and affiliated militias,Aleppo,10/26/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Aleppo,11/8/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Aleppo,12/5/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus,5/18/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus,9/16/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus,10/31/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,5/3/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,5/7/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,5/24/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,6/23/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,8/27/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,9/20/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,10/21/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,12/27/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,7/21/16,Explosion,0,0,0,6
Syrian government and affiliated militias,Daraa,8/20/16,Shooting,0,3,0,6
Syrian government and affiliated militias,Daraa,8/21/16,Shelling,0,0,0,6
Syrian government and affiliated militias,Daraa,9/28/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,11/26/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,12/9/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Deir Ezzor,4/9/16,Explosion,0,0,0,6
Syrian government and affiliated militias,Deir Ezzor,5/13/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Deir Ezzor,6/16/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Deir Ezzor,10/3/16,Explosion,0,0,0,6
Syrian government and affiliated militias,Hama,2/2/16,Shooting,0,3,0,6
Syrian government and affiliated militias,Hama,4/12/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Hama,4/18/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Hama,6/6/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Hama,8/2/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Hama,8/6/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Hama,9/11/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Hama,10/7/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Hama,11/13/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Hama,12/14/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,5/5/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,5/6/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,6/17/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,9/7/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,1/30/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,4/9/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,4/29/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,5/11/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,5/12/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,5/19/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,6/5/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,6/13/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,7/7/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,7/10/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,7/20/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,10/18/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,10/27/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,11/25/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,12/17/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Idlib,12/22/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Lattakia,5/21/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Lattakia,8/12/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Other Nationalities,5/8/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Quneitra,9/10/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Quneitra,9/12/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Quneitra,9/19/16,Shooting,0,0,0,6
Syrian government and affiliated militias,Quneitra,10/30/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/28/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/19/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/10/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/11/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/15/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/20/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/21/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/30/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/3/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/7/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/13/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/15/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/18/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/7/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/19/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,1/11/16,Kidnapping - Execution,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,2/1/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,2/16/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/19/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,6/16/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,9/7/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,9/9/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,10/4/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,2/7/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,3/11/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,3/24/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,4/10/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,4/12/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,5/4/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,5/21/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,6/26/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,7/1/16,Explosion,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,11/22/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,11/29/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,12/8/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/9/16,Kidnapping - Execution,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/16/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/20/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,1/17/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,4/14/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,4/25/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/13/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,4/4/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,4/14/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,4/22/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,6/13/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,9/21/16,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,12/8/16,Shooting,0,0,0,6
Self administration forces,Hama,4/28/16,Shooting,0,0,0,5
Syrian government and affiliated militias,Aleppo,4/13/16,Shooting,0,0,0,5
Syrian government and affiliated militias,Damascus Suburbs,11/4/16,Shooting,0,0,0,5
Syrian government and affiliated militias,Hama,7/31/16,Shooting,0,0,0,5
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,9/10/16,Shooting,0,0,0,5
International coalition forces,Damascus Suburbs,4/3/16,Warplane shelling,0,0,0,4
International coalition forces,Damascus Suburbs,4/5/16,Warplane shelling,0,0,0,4
International coalition forces,Deir Ezzor,3/3/16,Shooting,0,0,0,4
Russian troops,Homs,2/15/16,Warplane shelling,0,0,0,4
Syrian government and affiliated militias,Damascus Suburbs,4/24/16,Shooting,0,0,0,4
Al-Nusra Front,Damascus,5/10/16,Shooting,0,0,0,3
Al-Nusra Front,Daraa,3/22/16,Shooting,0,0,0,3
Al-Nusra Front,Daraa,6/26/16,Shooting,0,0,0,3
Al-Nusra Front,Deir Ezzor,3/6/16,Shooting,0,0,0,3
Al-Nusra Front,Hama,6/4/16,Explosion,0,0,0,3
Al-Nusra Front,Hama,6/29/16,Explosion,0,0,0,3
Al-Nusra Front,Homs,3/3/16,Kidnapping - Execution,0,0,0,3
Al-Nusra Front,Idlib,5/20/16,Kidnapping - Execution,0,0,0,3
Al-Nusra Front,Quneitra,1/9/16,Explosion,0,0,0,3
Armed opposition groups,Aleppo,3/10/16,Shooting,0,0,0,3
Armed opposition groups,Damascus,5/7/16,Shooting,0,0,0,3
Armed opposition groups,Damascus,12/25/16,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,2/29/16,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,5/5/16,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,5/9/16,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,5/10/16,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,5/20/16,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,11/19/16,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,12/21/16,Kidnapping - Torture,0,0,0,3
Armed opposition groups,Daraa,3/20/16,Shooting,0,0,0,3
Armed opposition groups,Daraa,3/24/16,Shooting,0,0,0,3
Armed opposition groups,Daraa,3/27/16,Shooting,0,0,0,3
Armed opposition groups,Daraa,4/16/16,Shooting,0,0,0,3
Armed opposition groups,Daraa,5/12/16,Shelling,0,0,0,3
Armed opposition groups,Daraa,7/2/16,Shooting,0,0,0,3
Armed opposition groups,Daraa,7/15/16,Shooting,0,0,0,3
Armed opposition groups,Daraa,8/2/16,Shooting,0,0,0,3
Armed opposition groups,Daraa,9/28/16,Field Execution,0,0,0,3
Armed opposition groups,Deir Ezzor,3/13/16,Shooting,0,3,0,3
Armed opposition groups,Deir Ezzor,5/4/16,Shooting,0,0,0,3
Armed opposition groups,Deir Ezzor,9/14/16,Shooting,0,0,0,3
Armed opposition groups,Deir Ezzor,9/30/16,Shooting,0,0,0,3
Armed opposition groups,Deir Ezzor,10/24/16,Shooting,0,0,0,3
Armed opposition groups,Hama,8/12/16,Shooting,0,0,0,3
Armed opposition groups,Hama,9/28/16,Kidnapping - Execution,0,0,0,3
Armed opposition groups,Homs,2/12/16,Shooting,0,0,0,3
Armed opposition groups,Homs,6/15/16,Explosion,0,0,0,3
Armed opposition groups,Idlib,5/17/16,Shooting,0,0,0,3
Armed opposition groups,Idlib,8/5/16,Explosion,0,0,0,3
Armed opposition groups,Idlib,10/20/16,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,8/29/16,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,11/2/16,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,11/3/16,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,11/5/16,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,11/14/16,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,11/24/16,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,12/12/16,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,12/19/16,Shooting,0,0,0,3
Armed opposition groups,Quneitra,7/4/16,Shooting,0,0,0,3
Armed opposition groups,Raqqa,7/30/16,Shooting,0,0,0,3
Armed opposition groups,Tartous,4/23/16,Shooting,0,0,0,3
International coalition forces,Aleppo,4/12/16,Warplane shelling,0,0,0,3
International coalition forces,Aleppo,4/29/16,Shooting,0,0,0,3
International coalition forces,Aleppo,5/22/16,Other,0,0,0,3
International coalition forces,Aleppo,6/6/16,Warplane shelling,0,0,0,3
International coalition forces,Damascus Suburbs,12/17/16,Warplane shelling,0,0,0,3
International coalition forces,Deir Ezzor,4/18/16,Warplane shelling,0,0,0,3
International coalition forces,Hama,4/11/16,Warplane shelling,0,0,0,3
International coalition forces,Other Nationalities,6/25/16,Warplane shelling,0,0,0,3
International coalition forces,Raqqa,4/19/16,Warplane shelling,0,0,0,3
Not identified,Aleppo,6/8/16,Shooting,0,0,0,3
Not identified,Aleppo,10/25/16,Shooting,0,0,0,3
Not identified,Damascus Suburbs,2/2/16,Shooting,0,0,0,3
Not identified,Damascus Suburbs,4/28/16,Shooting,0,0,0,3
Not identified,Damascus Suburbs,5/28/16,Shooting,0,0,0,3
Not identified,Damascus Suburbs,6/23/16,Shooting,0,0,0,3
Not identified,Damascus Suburbs,6/29/16,Explosion,0,0,0,3
Not identified,Damascus Suburbs,7/9/16,Shelling,0,0,0,3
Not identified,Damascus Suburbs,8/17/16,Shooting,0,0,0,3
Not identified,Damascus Suburbs,12/1/16,Unknown,0,0,0,3
Not identified,Daraa,1/28/16,Shooting,0,0,0,3
Not identified,Daraa,2/11/16,Shooting,0,0,0,3
Not identified,Daraa,2/13/16,Shooting,0,0,0,3
Not identified,Daraa,2/23/16,Shooting,0,0,0,3
Not identified,Daraa,2/27/16,Shooting,0,0,0,3
Not identified,Daraa,3/8/16,Shooting,0,0,0,3
Not identified,Daraa,3/15/16,Shooting,0,0,0,3
Not identified,Daraa,4/1/16,Shooting,0,0,0,3
Not identified,Daraa,4/18/16,Shooting,0,0,0,3
Not identified,Daraa,5/6/16,Shooting,0,0,0,3
Not identified,Daraa,5/7/16,Shooting,0,0,0,3
Not identified,Daraa,5/29/16,Explosion,0,0,0,3
Not identified,Daraa,7/2/16,Explosion,0,0,0,3
Not identified,Daraa,7/3/16,Explosion,0,0,0,3
Not identified,Daraa,7/14/16,Shooting,0,0,0,3
Not identified,Daraa,7/17/16,Shooting,0,0,0,3
Not identified,Daraa,7/20/16,Other,0,0,0,3
Not identified,Daraa,8/30/16,Shooting,0,0,0,3
Not identified,Daraa,9/11/16,Shooting,0,0,0,3
Not identified,Daraa,9/30/16,Shooting,0,0,0,3
Not identified,Daraa,10/12/16,Kidnapping - Execution,0,0,0,3
Not identified,Daraa,10/13/16,Shooting,0,0,0,3
Not identified,Daraa,10/22/16,Explosion,0,0,0,3
Not identified,Daraa,10/30/16,Shooting,0,0,0,3
Not identified,Daraa,11/27/16,Kidnapping - Torture,0,0,0,3
Not identified,Daraa,12/20/16,Shooting,0,0,0,3
Not identified,Deir Ezzor,6/18/16,Warplane shelling,0,0,0,3
Not identified,Deir Ezzor,7/9/16,Shooting,0,0,0,3
Not identified,Hama,5/1/16,Warplane shelling,0,0,0,3
Not identified,Hama,6/14/16,Explosion,0,0,0,3
Not identified,Hama,8/30/16,Shooting,0,0,0,3
Not identified,Hama,8/31/16,Shooting,0,0,0,3
Not identified,Hama,9/18/16,Shelling,0,0,0,3
Not identified,Hama,12/7/16,Explosion,0,0,0,3
Not identified,Hama,12/11/16,Shooting,0,0,0,3
Not identified,Homs,1/5/16,Shooting,0,0,0,3
Not identified,Homs,4/5/16,Shooting,0,0,0,3
Not identified,Homs,5/9/16,Shooting,0,0,0,3
Not identified,Homs,7/11/16,Shooting,0,0,0,3
Not identified,Homs,9/4/16,Shooting,0,0,0,3
Not identified,Homs,10/1/16,Unknown,0,0,0,3
Not identified,Idlib,1/9/16,Explosion,0,0,0,3
Not identified,Idlib,4/27/16,Explosion,0,0,0,3
Not identified,Idlib,5/5/16,Shooting,0,0,0,3
Not identified,Idlib,6/15/16,Explosion,0,0,0,3
Not identified,Idlib,7/19/16,Warplane shelling,0,0,0,3
Not identified,Idlib,8/1/16,Explosion,0,0,0,3
Not identified,Idlib,9/22/16,Explosion,0,0,0,3
Not identified,Idlib,10/24/16,Explosion,0,0,0,3
Not identified,Idlib,12/21/16,Explosion,0,0,0,3
Not identified,Lattakia,4/21/16,Explosion,0,0,0,3
Not identified,Quneitra,12/18/16,Shooting,0,0,0,3
Not identified,Raqqa,7/12/16,Shooting,0,0,0,3
Russian troops,Damascus Suburbs,7/26/16,Warplane shelling,0,0,0,3
Russian troops,Daraa,6/1/16,Warplane shelling,0,0,0,3
Russian troops,Deir Ezzor,8/16/16,Warplane shelling,0,0,0,3
Russian troops,Hama,5/14/16,Warplane shelling,0,0,0,3
Russian troops,Hama,6/2/16,Warplane shelling,0,0,0,3
Russian troops,Homs,5/9/16,Warplane shelling,0,0,0,3
Russian troops,Homs,5/15/16,Warplane shelling,0,0,0,3
Russian troops,Homs,7/1/16,Warplane shelling,0,0,0,3
Russian troops,Homs,12/10/16,Warplane shelling,0,0,0,3
Self administration forces,Aleppo,3/25/16,Shooting,0,0,0,3
Self administration forces,Aleppo,4/13/16,Shooting,0,0,0,3
Self administration forces,Aleppo,4/28/16,Shooting,0,0,0,3
Self administration forces,Aleppo,4/30/16,Shooting,0,0,0,3
Self administration forces,Aleppo,5/12/16,Shooting,0,0,0,3
Self administration forces,Aleppo,7/10/16,Shooting,0,0,0,3
Self administration forces,Aleppo,8/22/16,Shooting,0,0,0,3
Self administration forces,Aleppo,10/23/16,Shooting,0,0,0,3
Self administration forces,Daraa,7/9/16,Shooting,0,0,0,3
Self administration forces,Daraa,7/10/16,Shooting,0,0,0,3
Self administration forces,Deir Ezzor,2/29/16,Shooting,0,0,0,3
Self administration forces,Deir Ezzor,9/8/16,Shooting,0,3,0,3
Self administration forces,Hama,4/25/16,Shooting,0,0,0,3
Self administration forces,Hama,5/14/16,Shooting,0,0,0,3
Self administration forces,Hama,5/17/16,Shooting,0,0,0,3
Self administration forces,Hama,6/22/16,Shooting,0,0,0,3
Self administration forces,Hama,6/26/16,Shooting,0,0,0,3
Self administration forces,Hama,8/9/16,Shooting,0,0,0,3
Self administration forces,Hama,8/14/16,Shooting,0,0,0,3
Self administration forces,Hasakeh,9/14/16,Shooting,0,0,0,3
Self administration forces,Homs,4/27/16,Shooting,0,0,0,3
Self administration forces,Homs,4/28/16,Shooting,0,0,0,3
Self administration forces,Idlib,4/24/16,Shooting,0,0,0,3
Self administration forces,Idlib,4/28/16,Shooting,0,0,0,3
Self administration forces,Idlib,5/1/16,Shooting,0,0,0,3
Self administration forces,Idlib,6/10/16,Shooting,0,0,0,3
Self administration forces,Idlib,6/25/16,Shooting,0,0,0,3
Self administration forces,Unknown,12/6/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,3/14/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,4/5/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,4/8/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,4/10/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,5/9/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,8/30/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,10/12/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,10/19/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,11/5/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,11/30/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,12/20/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,5/8/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,5/13/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,5/29/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,6/11/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,6/14/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,6/20/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,7/11/16,Unknown,0,0,0,3
Syrian government and affiliated militias,Damascus,7/15/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,8/27/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,8/31/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,9/11/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,9/29/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,10/1/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,10/24/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,10/29/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,11/1/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,11/8/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,11/29/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,12/21/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,12/30/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,4/2/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,4/16/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,4/28/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,5/2/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,6/9/16,Shelling,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,6/13/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,6/16/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,6/29/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,7/8/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,7/31/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,8/26/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,9/21/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,9/22/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,9/24/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,10/8/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,10/14/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,10/22/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,10/23/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,11/15/16,Shooting,0,3,0,3
Syrian government and affiliated militias,Damascus Suburbs,12/1/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,12/7/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,12/16/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,12/31/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,1/23/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,4/7/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,4/11/16,Warplane shelling,0,0,0,3
Syrian government and affiliated militias,Daraa,4/29/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,5/1/16,Shelling,0,0,0,3
Syrian government and affiliated militias,Daraa,5/16/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,6/19/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,7/3/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,7/9/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,7/10/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,7/11/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,8/8/16,Shelling,0,0,0,3
Syrian government and affiliated militias,Daraa,8/17/16,Warplane shelling,0,0,0,3
Syrian government and affiliated militias,Daraa,8/22/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,8/26/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,9/8/16,Warplane shelling,0,0,0,3
Syrian government and affiliated militias,Daraa,9/15/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,9/29/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,10/3/16,Explosion,0,0,0,3
Syrian government and affiliated militias,Daraa,10/14/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,11/9/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,11/13/16,Shelling,0,0,0,3
Syrian government and affiliated militias,Daraa,11/20/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,11/21/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,11/25/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,12/1/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,12/10/16,Shelling,0,0,0,3
Syrian government and affiliated militias,Daraa,12/31/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,4/12/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,5/2/16,Warplane shelling,0,3,0,3
Syrian government and affiliated militias,Deir Ezzor,5/9/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,5/20/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,6/4/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,6/15/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,6/27/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,7/7/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,7/9/16,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,7/11/16,Shooting,0,0,0,3
