demand,civilians_rank,distance,AverageTemp,AverageWindSpeed,Precipitation,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
10,4,179.3079987275705,28.657142857142862,16.435714285714287,0.0,6.0,9.0,1.0,1.0,6.0,6.875,5.872641406819504
4,2,163.36695528913728,28.500000000000004,11.714285714285712,0.0,10.0,6.0,9.0,1.0,1.0,6.8173076923076925,7.6090796071973426
4,1,159.43086895464594,29.442857142857147,14.014285714285714,0.0,4.0,10.0,6.0,9.0,1.0,6.8269230769230775,7.646799858857236
12,2,226.75540812776185,28.571428571428577,11.6,0.0,4.0,4.0,10.0,6.0,9.0,6.807692307692308,3.678109854106872
5,2,146.1602631492514,28.1,15.164285714285715,0.0,12.0,4.0,4.0,10.0,6.0,6.826923076923076,5.783137798074456
12,1,180.41576560827042,27.7,14.235714285714286,0.0,5.0,12.0,4.0,4.0,10.0,6.894230769230767,-12.724013745137448
13,1,276.47272386661024,26.6,22.300000000000004,16.0,12.0,5.0,12.0,4.0,4.0,6.9230769230769225,8.756014198830137
7,3,139.1459922251779,25.342857142857138,13.192857142857141,8.9,13.0,12.0,5.0,12.0,4.0,6.961538461538462,-4.7831886264330485
2,1,152.04505023034338,25.17142857142857,10.678571428571429,5.8,7.0,13.0,12.0,5.0,12.0,6.971153846153847,18.607095727790934
18,2,246.6772056028548,22.7,15.971428571428573,29.800000000000004,2.0,7.0,13.0,12.0,5.0,6.875000000000001,4.657636492271349
11,1,136.31682277886873,23.228571428571428,10.571428571428571,0.0,18.0,2.0,7.0,13.0,12.0,6.740384615384616,7.724202897777393
10,1,253.44086610736613,21.828571428571426,11.95,16.5,11.0,18.0,2.0,7.0,13.0,6.6826923076923075,10.742692380206515
7,2,257.6468447681421,20.628571428571426,8.735714285714286,0.0,10.0,11.0,18.0,2.0,7.0,6.6730769230769225,11.77400237545615
10,3,186.87088419911237,20.4,11.714285714285715,46.3,7.0,10.0,11.0,18.0,2.0,6.6730769230769225,1.4976200630134726
12,1,274.94788852869914,18.18571428571429,17.928571428571427,37.9,10.0,7.0,10.0,11.0,18.0,6.6730769230769225,10.19559672492978
8,3,137.09312145742055,17.7,12.985714285714286,19.3,12.0,10.0,7.0,10.0,11.0,6.6538461538461515,5.182034925307619
10,1,172.3259357748943,20.4,9.428571428571429,13.0,8.0,12.0,10.0,7.0,10.0,6.634615384615384,-0.8828089255965932
4,2,285.6871746826183,18.414285714285715,13.664285714285715,6.699999999999998,10.0,8.0,12.0,10.0,7.0,6.788461538461537,-9.970088673936703
10,2,495.2882125540938,17.014285714285712,10.571428571428571,17.0,4.0,10.0,8.0,12.0,10.0,7.230769230769232,-2.675958165866555
10,4,332.09030297819413,16.75714285714286,14.592857142857143,3.0,10.0,4.0,10.0,8.0,12.0,8.076923076923077,0.6854800345112819
6,2,248.35054791827682,14.914285714285715,18.95,34.6,10.0,10.0,4.0,10.0,8.0,8.913461538461538,37.69755926053015
0,1,561.4532172606861,10.157142857142855,15.52142857142857,17.8,6.0,10.0,10.0,4.0,10.0,9.471153846153848,-2.6107864959928286
5,1,420.0155329557245,14.357142857142856,10.335714285714287,16.3,0.0,6.0,10.0,10.0,4.0,9.980769230769232,-11.56270957291591
11,1,373.68156357895623,16.614285714285714,8.735714285714286,0.0,5.0,0.0,6.0,10.0,10.0,10.39423076923077,4.403636580930248
11,2,257.8005248936521,15.957142857142856,14.821428571428571,16.0,11.0,5.0,0.0,6.0,10.0,10.990384615384619,-5.476171111377453
6,3,326.56035948676515,16.842857142857145,19.76428571428571,9.4,11.0,11.0,5.0,0.0,6.0,11.740384615384619,-6.803094188300529
3,1,149.5321143636963,12.371428571428574,22.071428571428577,41.2,6.0,11.0,11.0,5.0,0.0,12.45192307692308,3.2301370231301236
5,2,440.2742787602143,11.828571428571431,17.571428571428573,22.0,3.0,6.0,11.0,11.0,5.0,13.163461538461542,-1.8800714456542866
3,2,554.3660717559613,16.928571428571427,14.578571428571431,4.8,5.0,3.0,6.0,11.0,11.0,13.903846153846155,-0.695408119566902
13,1,682.1520523495877,18.342857142857145,9.421428571428573,0.3,3.0,5.0,3.0,6.0,11.0,14.798076923076923,-0.8248473575820812
3,1,303.8131549129461,16.52857142857143,14.585714285714287,6.3,13.0,3.0,5.0,3.0,6.0,15.740384615384615,-4.521594287904951
5,3,298.17619981454703,16.285714285714285,20.45714285714286,6.6,3.0,13.0,3.0,5.0,3.0,16.64423076923077,-11.074110448997054
4,2,423.2912271239933,18.81428571428572,12.757142857142856,2.6,5.0,3.0,13.0,3.0,5.0,17.317307692307693,-9.742011225473773
7,1,246.4975965335192,18.32857142857143,15.171428571428573,0.0,4.0,5.0,3.0,13.0,3.0,17.5,-10.24965559169408
3,1,342.4292332945135,16.52857142857143,18.95,27.800000000000004,7.0,4.0,5.0,3.0,13.0,17.894230769230774,-0.17396662458105538
2,2,234.14962279554803,18.885714285714286,15.75,0.6,3.0,7.0,4.0,5.0,3.0,18.836538461538463,-5.123918683109051
6,3,332.71173667702703,19.428571428571427,19.29285714285714,1.3,2.0,3.0,7.0,4.0,5.0,19.875,-5.843101510867823
4,3,149.19325503302005,21.04285714285714,14.242857142857144,0.6,6.0,2.0,3.0,7.0,4.0,20.89423076923077,-3.886002287344534
3,3,265.90064407708246,21.814285714285717,12.064285714285715,2.3,4.0,6.0,2.0,3.0,7.0,21.788461538461537,-10.098774858693051
4,1,166.10572139187138,24.74285714285714,13.442857142857143,3.1,3.0,4.0,6.0,2.0,3.0,22.76923076923077,-11.910906404400539
5,3,424.21587223399627,24.2,14.135714285714286,0.6,4.0,3.0,4.0,6.0,2.0,23.80769230769231,-9.033935386005462
4,1,521.205637585472,24.6,15.742857142857144,3.0,5.0,4.0,3.0,4.0,6.0,24.64423076923077,-5.557605393251411
21,2,153.58090466533105,24.585714285714282,11.828571428571427,0.0,4.0,5.0,4.0,3.0,4.0,25.538461538461547,-5.32166001588197
36,3,255.08887156713573,24.342857142857145,11.942857142857141,0.0,21.0,4.0,5.0,4.0,3.0,26.442307692307697,-0.6369966897945922
64,1,289.82086896348864,25.657142857142855,17.235714285714288,0.0,36.0,21.0,4.0,5.0,4.0,27.298076923076927,0.3297179183440768
40,4,366.22390840471627,25.67142857142857,19.87142857142857,0.0,64.0,36.0,21.0,4.0,5.0,28.432692307692303,5.940663295713512
31,1,395.0797204133365,26.3,13.671428571428569,0.0,40.0,64.0,36.0,21.0,4.0,29.84615384615385,4.96827533974962
30,1,256.33725884144656,26.771428571428572,14.135714285714286,0.0,31.0,40.0,64.0,36.0,21.0,31.086538461538463,-5.420824433239863
20,1,170.05455882654155,27.314285714285713,14.478571428571426,0.0,30.0,31.0,40.0,64.0,36.0,32.019230769230774,-13.884338291390026
44,2,167.40125553286424,28.657142857142862,11.828571428571427,0.0,20.0,30.0,31.0,40.0,64.0,33.125,-5.738877790565822
44,3,235.92941842583141,29.385714285714283,12.985714285714286,0.0,44.0,20.0,30.0,31.0,40.0,34.16346153846154,9.762351941027609
45,2,346.22682005880586,29.5,13.085714285714285,0.0,44.0,44.0,20.0,30.0,31.0,34.903846153846146,2.3629406469800123
45,3,250.10940562030984,29.985714285714284,13.428571428571427,0.0,45.0,44.0,44.0,20.0,30.0,35.75,5.872641406819504
46,2,184.16361515872,29.271428571428572,14.935714285714289,0.0,45.0,45.0,44.0,44.0,20.0,36.71153846153847,7.6090796071973426
55,1,158.09857216652804,29.357142857142858,10.564285714285717,0.0,46.0,45.0,45.0,44.0,44.0,37.70192307692308,7.646799858857236
59,1,159.48634255670626,29.21428571428571,9.535714285714286,0.0,55.0,46.0,45.0,45.0,44.0,38.740384615384606,3.678109854106872
52,1,109.51373860244844,30.4,11.02142857142857,0.0,59.0,55.0,46.0,45.0,45.0,39.519230769230774,5.783137798074456
35,2,113.74050490935385,28.814285714285717,11.492857142857142,0.0,52.0,59.0,55.0,46.0,45.0,40.08653846153846,-12.724013745137448
9,1,111.98832726397829,28.5,12.514285714285714,0.0,35.0,52.0,59.0,55.0,46.0,40.730769230769226,8.756014198830137
52,2,179.33014961084587,27.87142857142857,11.142857142857142,0.0,9.0,35.0,52.0,59.0,55.0,41.42307692307692,-4.7831886264330485
55,2,160.8471932462714,25.885714285714283,13.9,5.1,52.0,9.0,35.0,52.0,59.0,42.35576923076924,18.607095727790934
73,3,163.4515018239031,26.057142857142853,9.764285714285714,0.0,55.0,52.0,9.0,35.0,52.0,43.41346153846153,4.657636492271349
62,2,168.615227660215,25.085714285714282,11.95,56.6,73.0,55.0,52.0,9.0,35.0,44.46153846153847,7.724202897777393
52,3,291.1016957598875,22.371428571428577,10.571428571428571,9.9,62.0,73.0,55.0,52.0,9.0,45.57692307692307,10.742692380206515
67,4,285.3556267215885,22.214285714285715,10.335714285714284,5.8,52.0,62.0,73.0,55.0,52.0,46.60576923076924,11.77400237545615
58,3,326.24725053629464,20.7,8.85,3.0,67.0,52.0,62.0,73.0,55.0,47.54807692307693,1.4976200630134726
51,3,240.7493585719894,20.45714285714286,8.392857142857142,0.0,58.0,67.0,52.0,62.0,73.0,48.56730769230769,10.19559672492978
62,3,192.87500703128867,20.15714285714285,10.007142857142854,29.9,51.0,58.0,67.0,52.0,62.0,49.740384615384606,5.182034925307619
50,2,279.0021568963129,14.757142857142856,12.414285714285713,4.4,62.0,51.0,58.0,67.0,52.0,51.06730769230769,-0.8828089255965932
53,4,252.95216505675717,16.914285714285715,7.364285714285713,7.1,50.0,62.0,51.0,58.0,67.0,52.28846153846154,-9.970088673936703
79,3,312.95432888928326,16.84285714285714,9.314285714285717,17.3,53.0,50.0,62.0,51.0,58.0,53.07692307692307,-2.675958165866555
88,2,260.96747248340944,16.842857142857145,6.564285714285715,0.5,79.0,53.0,50.0,62.0,51.0,53.259615384615394,0.6854800345112819
57,1,224.60387261386262,13.1,17.464285714285715,22.4,88.0,79.0,53.0,50.0,62.0,53.50000000000001,37.69755926053015
46,3,272.53554929695355,15.971428571428572,14.135714285714286,13.7,57.0,88.0,79.0,53.0,50.0,54.144230769230774,-2.6107864959928286
74,1,314.76692150716383,15.257142857142856,16.542857142857144,14.2,46.0,57.0,88.0,79.0,53.0,54.53846153846154,-11.56270957291591
50,2,261.72855514677786,12.214285714285715,14.364285714285714,9.1,74.0,46.0,57.0,88.0,79.0,55.19230769230769,4.403636580930248
49,3,573.9611911012443,12.057142857142857,8.735714285714286,0.0,50.0,74.0,46.0,57.0,88.0,56.35576923076924,-5.476171111377453
56,3,341.07581848222117,14.585714285714285,14.935714285714289,0.0,49.0,50.0,74.0,46.0,57.0,57.259615384615394,-6.803094188300529
53,2,267.3044494316712,16.75714285714286,8.392857142857142,0.3,56.0,49.0,50.0,74.0,46.0,58.08653846153847,3.2301370231301236
58,2,361.3467327149136,18.18571428571429,12.757142857142856,25.200000000000006,53.0,56.0,49.0,50.0,74.0,59.134615384615394,-1.8800714456542866
58,3,337.9712768425143,18.5,8.507142857142858,0.0,58.0,53.0,56.0,49.0,50.0,60.26923076923079,-0.695408119566902
39,1,329.79149330207736,18.1,12.871428571428574,0.0,58.0,58.0,53.0,56.0,49.0,61.19230769230771,-0.8248473575820812
36,1,195.8279900957951,18.428571428571427,16.314285714285713,11.4,39.0,58.0,58.0,53.0,56.0,61.76923076923079,-4.521594287904951
39,1,384.22284560928114,17.328571428571426,13.214285714285715,1.3,36.0,39.0,58.0,58.0,53.0,61.951923076923094,-11.074110448997054
42,1,345.47184813590286,18.414285714285715,14.357142857142858,0.8,39.0,36.0,39.0,58.0,58.0,62.71153846153847,-9.742011225473773
66,1,448.5169734055944,19.2,8.735714285714286,0.0,42.0,39.0,36.0,39.0,58.0,64.48076923076924,-10.24965559169408
54,1,217.9044497232859,21.428571428571427,10.8,21.4,66.0,42.0,39.0,36.0,39.0,66.28846153846155,-0.17396662458105538
60,4,314.6206340298981,19.85714285714285,10.114285714285714,7.1,54.0,66.0,42.0,39.0,36.0,67.625,-5.123918683109051
64,4,308.9577462080223,23.47142857142857,10.457142857142856,0.3,60.0,54.0,66.0,42.0,39.0,68.17307692307692,-5.843101510867823
53,4,289.07492072540987,22.057142857142853,12.757142857142856,0.0,64.0,60.0,54.0,66.0,42.0,68.71153846153845,-3.886002287344534
52,3,348.24398694294007,21.571428571428566,12.757142857142856,1.5,53.0,64.0,60.0,54.0,66.0,69.88461538461539,-10.098774858693051
61,3,264.59467390634916,25.57142857142857,10.114285714285714,0.3,52.0,53.0,64.0,60.0,54.0,70.76923076923076,-11.910906404400539
70,4,321.2955316157468,22.6,11.607142857142858,4.1,61.0,52.0,53.0,64.0,60.0,71.52884615384616,-9.033935386005462
77,4,195.23944951432773,23.4,12.192857142857143,0.8,70.0,61.0,52.0,53.0,64.0,72.69230769230771,-5.557605393251411
75,4,328.10393951807947,26.114285714285717,10.0,0.0,77.0,70.0,61.0,52.0,53.0,73.51923076923076,-5.32166001588197
64,4,338.76437156629817,25.62857142857143,11.828571428571427,0.0,75.0,77.0,70.0,61.0,52.0,73.99038461538463,-0.6369966897945922
55,4,277.4739780266264,26.6,9.878571428571428,0.0,64.0,75.0,77.0,70.0,61.0,74.66346153846155,0.3297179183440768
74,4,212.83331656493192,27.557142857142857,12.178571428571427,0.8999999999999999,55.0,64.0,75.0,77.0,70.0,75.12500000000001,5.940663295713512
64,4,262.7702987481591,27.78571428571429,12.87142857142857,0.0,74.0,55.0,64.0,75.0,77.0,76.05769230769229,4.96827533974962
38,4,224.11951389030293,28.32857142857143,11.385714285714286,0.0,64.0,74.0,55.0,64.0,75.0,77.41359698953829,-5.420824433239863
80,4,221.61372138524345,27.857142857142854,9.65,0.0,38.0,64.0,74.0,55.0,64.0,78.30043623455862,-13.884338291390026
105,4,208.5502390934947,27.800000000000004,10.335714285714287,0.0,80.0,38.0,64.0,74.0,55.0,79.18727547957893,-5.738877790565822
77,4,218.1098352535269,28.1,8.964285714285714,0.0,105.0,80.0,38.0,64.0,74.0,80.07411472459927,9.762351941027609
98,4,217.88368021716698,28.428571428571434,11.592857142857143,0.0,77.0,105.0,80.0,38.0,64.0,80.9609539696196,2.3629406469800123
101,4,234.58807799522208,28.800000000000004,9.65,0.0,98.0,77.0,105.0,80.0,38.0,81.84779321463992,5.872641406819504
108,4,384.43834261652916,28.414285714285718,7.707142857142857,0.0,101.0,98.0,77.0,105.0,80.0,82.73463245966025,7.6090796071973426
89,4,190.3855949728634,29.057142857142853,8.507142857142856,0.0,108.0,101.0,98.0,77.0,105.0,83.62147170468057,7.646799858857236
85,4,198.59322042197448,27.714285714285715,9.19285714285714,0.0,89.0,108.0,101.0,98.0,77.0,84.50831094970091,3.678109854106872
45,4,191.15147551030282,27.4,8.507142857142856,0.0,85.0,89.0,108.0,101.0,98.0,85.39515019472123,5.783137798074456
121,4,309.67532553171526,27.328571428571426,8.507142857142856,0.0,45.0,85.0,89.0,108.0,101.0,86.28198943974155,-12.724013745137448
107,4,330.978505754656,26.142857142857142,10.8,0.5,121.0,45.0,85.0,89.0,108.0,87.16882868476186,8.756014198830137
142,4,206.3915172718752,26.12857142857143,9.65,0.0,107.0,121.0,45.0,85.0,89.0,88.0556679297822,-4.7831886264330485
104,4,204.11149601297438,25.17142857142857,7.135714285714287,0.0,142.0,107.0,121.0,45.0,85.0,88.94250717480253,18.607095727790934
81,4,192.49537575924742,25.071428571428577,9.992857142857146,0.0,104.0,142.0,107.0,121.0,45.0,89.82934641982284,4.657636492271349
110,3,214.1571776622539,23.78571428571429,8.507142857142858,0.0,81.0,104.0,142.0,107.0,121.0,90.7161856648432,7.724202897777393
126,3,191.9029872474057,24.37142857142857,12.985714285714286,14.0,110.0,81.0,104.0,142.0,107.0,91.60302490986349,10.742692380206515
85,4,255.05908044557157,20.8,9.771428571428572,0.0,126.0,110.0,81.0,104.0,142.0,92.48986415488385,11.77400237545615
119,4,195.82804893534302,23.0,9.421428571428573,0.0,85.0,126.0,110.0,81.0,104.0,93.37670339990416,1.4976200630134726
111,4,196.2342392420316,20.47142857142857,9.428571428571429,0.0,119.0,85.0,126.0,110.0,81.0,94.26354264492448,10.19559672492978
88,4,193.42508526477852,18.585714285714285,9.192857142857145,0.0,111.0,119.0,85.0,126.0,110.0,95.1503818899448,5.182034925307619
73,4,211.41133222677692,17.32857142857143,16.67142857142857,0.0,88.0,111.0,119.0,85.0,126.0,96.03722113496514,-0.8828089255965932
100,4,220.8052436386959,15.399999999999995,12.514285714285714,0.0,73.0,88.0,111.0,119.0,85.0,96.92406037998545,-9.970088673936703
80,1,205.84777209139344,11.814285714285711,13.664285714285713,0.0,100.0,73.0,88.0,111.0,119.0,97.8108996250058,-2.675958165866555
184,3,166.34208095923196,13.714285714285715,18.15714285714285,0.0,80.0,100.0,73.0,88.0,111.0,98.69773887002613,0.6854800345112819
145,2,202.69176400416455,14.45,31.975,2.3,184.0,80.0,100.0,73.0,88.0,99.58457811504644,37.69755926053015
