date,demand,civilians_rank,distance
2016-03-08,322,1,297.8261133900001
2016-03-15,347,1,176.8307052438284
2016-03-22,330,1,389.19186137525804
2016-03-29,343,1,345.5434381918775
2016-04-05,259,1,426.50300918267294
2016-04-12,348,1,185.67930082261287
2016-04-19,394,4,278.72289816077785
2016-04-26,357,4,264.64129452282185
2016-05-03,320,4,248.08211729070683
2016-05-10,359,3,321.68791847972136
2016-05-17,352,3,225.23396782581676
2016-05-24,356,4,284.4278330801852
2016-05-31,254,4,172.84445377371605
2016-06-07,255,4,270.53253819311095
2016-06-14,348,4,283.7387196792672
2016-06-21,279,4,222.5065362892579
2016-06-28,322,4,167.81574636460223
2016-07-05,236,4,229.90341897508011
2016-07-12,182,4,181.68071007556847
2016-07-19,383,4,182.74981586967687
2016-07-26,314,4,166.5802264329663
2016-08-02,411,4,177.75829421796763
2016-08-09,348,4,172.12768811348565
2016-08-16,340,4,179.0198613680544
2016-08-23,257,4,344.72824105169923
2016-08-30,434,4,158.85920697142106
2016-09-06,335,4,153.64198921366315
2016-09-13,298,4,164.34521740351278
2016-09-20,252,4,265.8666190081093
2016-09-27,416,4,282.94747548703083
2016-10-04,405,4,162.7416312101989
2016-10-11,398,4,167.57959067602346
2016-10-18,382,4,159.2683967975012
2016-10-25,406,3,160.4930369064086
2016-11-01,312,3,156.08491401674925
2016-11-08,335,4,217.84603761884497
2016-11-15,246,4,150.28471606655762
2016-11-22,337,4,151.13176240892216
2016-11-29,353,4,151.99436438464355
2016-12-06,383,4,168.5609965208124
2016-12-13,428,4,172.0474593165351
2016-12-20,400,1,185.44505788373817
2016-12-27,332,3,155.4705921828375
2017-01-03,182,2,182.7531487800263
