date,demand,civilians_rank,distance
2015-09-15,45,1,124.90719360421714
2015-09-22,72,2,120.11121493277264
2015-09-29,8,1,123.60917788305954
2015-10-06,92,2,153.85731434366443
2015-10-13,68,2,145.04687997590838
2015-10-20,52,3,135.54905812514548
2015-10-27,59,2,145.46682493624232
2015-11-03,60,3,271.438602510306
2015-11-10,72,4,263.05949130140715
2015-11-17,52,3,310.1821045170236
2015-11-24,74,3,223.79669465417254
2015-12-01,73,3,162.39738766956145
2015-12-08,63,2,245.7364223706256
2015-12-15,51,4,217.24995999179643
2015-12-22,90,3,265.00806860189056
2015-12-29,42,2,228.00801663131847
2016-01-05,61,1,187.5912648184849
2016-01-12,79,3,247.59080064555252
2016-01-19,58,1,261.14588935713857
2016-01-26,59,2,207.6128084931577
2016-02-02,72,3,529.1215034424091
2016-02-09,113,3,316.8258414835159
2016-02-16,65,2,233.04738922160604
2016-02-23,90,2,325.65167307528577
2016-03-01,82,3,316.06531566758287
2016-03-08,70,1,297.8261133900001
2016-03-15,94,1,176.8307052438284
2016-03-22,69,1,389.19186137525804
2016-03-29,73,1,345.5434381918775
2016-04-05,103,1,426.50300918267294
2016-04-12,76,1,185.67930082261287
2016-04-19,69,4,278.72289816077785
2016-04-26,79,4,264.64129452282185
2016-05-03,65,4,248.08211729070683
2016-05-10,89,3,321.68791847972136
2016-05-17,150,3,225.23396782581676
2016-05-24,73,4,284.4278330801852
2016-05-31,102,4,172.84445377371605
2016-06-07,105,4,270.53253819311095
2016-06-14,102,4,283.7387196792672
2016-06-21,91,4,222.5065362892579
2016-06-28,52,4,167.81574636460223
2016-07-05,51,4,229.90341897508011
2016-07-12,24,4,181.68071007556847
2016-07-19,132,4,182.74981586967687
2016-07-26,102,4,166.5802264329663
2016-08-02,104,4,177.75829421796763
2016-08-09,122,4,172.12768811348565
2016-08-16,95,4,179.0198613680544
2016-08-23,78,4,344.72824105169923
2016-08-30,95,4,158.85920697142106
2016-09-06,136,4,153.64198921366315
2016-09-13,73,4,164.34521740351278
2016-09-20,88,4,265.8666190081093
2016-09-27,159,4,282.94747548703083
2016-10-04,129,4,162.7416312101989
2016-10-11,107,4,167.57959067602346
2016-10-18,127,4,159.2683967975012
2016-10-25,135,3,160.4930369064086
2016-11-01,109,3,156.08491401674925
2016-11-08,147,4,217.84603761884497
2016-11-15,71,4,150.28471606655762
2016-11-22,125,4,151.13176240892216
2016-11-29,90,4,151.99436438464355
2016-12-06,83,4,168.5609965208124
2016-12-13,76,4,172.0474593165351
2016-12-20,88,1,185.44505788373817
2016-12-27,56,3,155.4705921828375
2017-01-03,42,2,182.7531487800263
