date,demand,civilians_rank,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
2016-06-14,70,4,64.0,59.0,86.0,84.0,85.0,73.52884615384612,20.761800593576734
2016-06-21,74,4,70.0,64.0,59.0,86.0,84.0,74.0673076923077,2.2130849981502174
2016-06-28,62,4,74.0,70.0,64.0,59.0,86.0,74.75961538461539,-2.6849895716352754
2016-07-05,42,4,62.0,74.0,70.0,64.0,59.0,74.88461538461539,-11.724089782446407
2016-07-12,33,4,42.0,62.0,74.0,70.0,64.0,73.84877174605474,-8.9531651906604
2016-07-19,53,4,33.0,42.0,62.0,74.0,70.0,73.96925424741745,-32.22793905577192
2016-07-26,42,4,53.0,33.0,42.0,62.0,74.0,74.08973674878017,-24.884123177293702
2016-08-02,64,4,42.0,53.0,33.0,42.0,62.0,74.21021925014291,-31.82235858086677
2016-08-09,45,4,64.0,42.0,53.0,33.0,42.0,74.33070175150561,-20.72831010963056
2016-08-16,52,4,45.0,64.0,42.0,53.0,33.0,74.45118425286833,-26.685137610084794
2016-08-23,37,4,52.0,45.0,64.0,42.0,53.0,74.57166675423106,-11.273375366949296
2016-08-30,46,4,37.0,52.0,45.0,64.0,42.0,74.69214925559378,-22.496228508429184
2016-09-06,56,4,46.0,37.0,52.0,45.0,64.0,74.81263175695648,-14.203056008883415
2016-09-13,22,4,56.0,46.0,37.0,52.0,45.0,74.93311425831922,-7.77206299651714
2016-09-20,57,4,22.0,56.0,46.0,37.0,52.0,75.05359675968194,-23.078249471330352
2016-09-27,57,4,57.0,22.0,56.0,46.0,37.0,75.17407926104465,-11.813923125630744
2016-10-04,87,4,57.0,57.0,22.0,56.0,46.0,75.29456176240738,-19.24190447223884
2016-10-11,89,4,87.0,57.0,57.0,22.0,56.0,75.4150442637701,-15.548090947052055
2016-10-18,95,4,89.0,87.0,57.0,57.0,22.0,75.53552676513281,2.0463636037757595
2016-10-25,92,3,95.0,89.0,87.0,57.0,57.0,75.65600926649553,3.519023282808708
2016-11-01,74,3,92.0,95.0,89.0,87.0,57.0,75.77649176785826,5.3346316797903635
2016-11-08,91,4,74.0,92.0,95.0,89.0,87.0,75.89697426922098,-3.1927086411766936
2016-11-15,75,4,91.0,74.0,92.0,95.0,89.0,76.01745677058369,12.103668986574194
2016-11-22,87,4,75.0,91.0,74.0,92.0,95.0,76.13793927194641,3.855174819453277
2016-11-29,96,4,87.0,75.0,91.0,74.0,92.0,76.25842177330915,-2.765114219462504
2016-12-06,88,4,96.0,87.0,75.0,91.0,74.0,76.37890427467184,3.697930074955063
2016-12-13,128,4,88.0,96.0,87.0,75.0,91.0,76.49938677603457,10.266743600141842
2016-12-20,81,1,128.0,88.0,96.0,87.0,75.0,76.6198692773973,19.710557125328624
2016-12-27,58,3,81.0,128.0,88.0,96.0,87.0,76.74035177876002,-3.746270375125609
2017-01-03,31,2,58.0,81.0,128.0,88.0,96.0,76.86083428012273,-10.872969670451631
