date,demand,civilians_rank,service_General Medicine,service_Gynaecology,service_Pediatrics,service_Pharmacy,mohafaza_B,mohafaza_N,mohafaza_NE
2014-06-03,7,2,0,0,0,1,0,0,1
2014-06-10,33,2,0,0,0,1,0,0,1
2014-06-17,33,3,0,0,0,1,0,0,1
2014-06-24,28,1,0,0,0,1,0,0,1
2014-07-01,17,2,0,0,0,1,0,0,1
2014-07-08,34,1,0,0,0,1,0,0,1
2014-07-15,49,2,0,0,0,1,0,0,1
2014-07-22,19,3,0,0,0,1,0,0,1
2014-07-29,18,2,0,0,0,1,0,0,1
2014-08-05,14,3,0,0,0,1,0,0,1
2014-08-12,45,1,0,0,0,1,0,0,1
2014-08-19,33,4,0,0,0,1,0,0,1
2014-08-26,26,2,0,0,0,1,0,0,1
2014-09-02,22,1,0,0,0,1,0,0,1
2014-09-09,34,2,0,0,0,1,0,0,1
2014-09-16,50,2,0,0,0,1,0,0,1
2014-09-23,66,1,0,0,0,1,0,0,1
2014-09-30,8,1,0,0,0,1,0,0,1
2014-10-07,20,3,0,0,0,1,0,0,1
2014-10-14,43,1,0,0,0,1,0,0,1
2014-10-21,43,2,0,0,0,1,0,0,1
2014-10-28,13,1,0,0,0,1,0,0,1
2014-11-04,11,1,0,0,0,1,0,0,1
2014-11-11,17,2,0,0,0,1,0,0,1
2014-11-18,44,3,0,0,0,1,0,0,1
2014-11-25,39,1,0,0,0,1,0,0,1
2014-12-02,9,3,0,0,0,1,0,0,1
2014-12-09,17,1,0,0,0,1,0,0,1
2014-12-16,47,2,0,0,0,1,0,0,1
2014-12-23,17,2,0,0,0,1,0,0,1
2014-12-30,33,4,0,0,0,1,0,0,1
2015-01-06,10,2,0,0,0,1,0,0,1
2015-01-13,36,1,0,0,0,1,0,0,1
2015-01-20,26,1,0,0,0,1,0,0,1
2015-01-27,26,1,0,0,0,1,0,0,1
2015-02-03,107,2,0,0,0,1,0,0,1
2015-02-10,163,3,0,0,0,1,0,0,1
2015-02-17,133,1,0,0,0,1,0,0,1
2015-02-24,158,2,0,0,0,1,0,0,1
2015-03-03,132,2,0,0,0,1,0,0,1
2015-03-10,142,1,0,0,0,1,0,0,1
2015-03-17,129,1,0,0,0,1,0,0,1
2015-03-24,186,3,0,0,0,1,0,0,1
2015-03-31,149,2,0,0,0,1,0,0,1
2015-04-07,189,1,0,0,0,1,0,0,1
2015-04-14,167,1,0,0,0,1,0,0,1
2015-04-21,235,2,0,0,0,1,0,0,1
2015-04-28,343,3,0,0,0,1,0,0,1
2015-05-05,244,3,0,0,0,1,0,0,1
2015-05-12,255,3,0,0,0,1,0,0,1
2015-05-19,316,1,0,0,0,1,0,0,1
2015-05-26,287,3,0,0,0,1,0,0,1
2015-06-02,312,1,0,0,0,1,0,0,1
2015-06-09,353,2,0,0,0,1,0,0,1
2015-06-16,325,3,0,0,0,1,0,0,1
2015-06-23,302,1,0,0,0,1,0,0,1
2015-06-30,249,4,0,0,0,1,0,0,1
2015-07-07,267,1,0,0,0,1,0,0,1
2015-07-14,236,1,0,0,0,1,0,0,1
2015-07-21,206,1,0,0,0,1,0,0,1
2015-07-28,376,2,0,0,0,1,0,0,1
2015-08-04,253,3,0,0,0,1,0,0,1
2015-08-11,313,2,0,0,0,1,0,0,1
2015-08-18,328,3,0,0,0,1,0,0,1
2015-08-25,264,2,0,0,0,1,0,0,1
2015-09-01,339,1,0,0,0,1,0,0,1
2015-09-08,234,1,0,0,0,1,0,0,1
2015-09-15,287,1,0,0,0,1,0,0,1
2015-09-22,433,2,0,0,0,1,0,0,1
2015-09-29,161,1,0,0,0,1,0,0,1
2015-10-06,296,2,0,0,0,1,0,0,1
2015-10-13,290,2,0,0,0,1,0,0,1
2015-10-20,286,3,0,0,0,1,0,0,1
2015-10-27,291,2,0,0,0,1,0,0,1
2015-11-03,275,3,0,0,0,1,0,0,1
2015-11-10,307,4,0,0,0,1,0,0,1
2015-11-17,236,3,0,0,0,1,0,0,1
2015-11-24,279,3,0,0,0,1,0,0,1
2015-12-01,256,3,0,0,0,1,0,0,1
2015-12-08,232,2,0,0,0,1,0,0,1
2015-12-15,331,4,0,0,0,1,0,0,1
2015-12-22,317,3,0,0,0,1,0,0,1
2015-12-29,263,2,0,0,0,1,0,0,1
2016-01-05,182,1,0,0,0,1,0,0,1
2016-01-12,324,3,0,0,0,1,0,0,1
2016-01-19,294,1,0,0,0,1,0,0,1
2016-01-26,325,2,0,0,0,1,0,0,1
2016-02-02,336,3,0,0,0,1,0,0,1
2016-02-09,297,3,0,0,0,1,0,0,1
2016-02-16,334,2,0,0,0,1,0,0,1
2016-02-23,312,2,0,0,0,1,0,0,1
2016-03-01,302,3,0,0,0,1,0,0,1
2016-03-08,322,1,0,0,0,1,0,0,1
2016-03-15,347,1,0,0,0,1,0,0,1
2016-03-22,330,1,0,0,0,1,0,0,1
2016-03-29,343,1,0,0,0,1,0,0,1
2016-04-05,259,1,0,0,0,1,0,0,1
2016-04-12,348,1,0,0,0,1,0,0,1
2016-04-19,394,4,0,0,0,1,0,0,1
2016-04-26,357,4,0,0,0,1,0,0,1
2016-05-03,320,4,0,0,0,1,0,0,1
2016-05-10,359,3,0,0,0,1,0,0,1
2016-05-17,352,3,0,0,0,1,0,0,1
2016-05-24,356,4,0,0,0,1,0,0,1
2016-05-31,254,4,0,0,0,1,0,0,1
2016-06-07,255,4,0,0,0,1,0,0,1
2015-04-14,6,1,0,0,0,1,1,0,0
2015-04-21,4,2,0,0,0,1,1,0,0
2015-04-28,3,3,0,0,0,1,1,0,0
2015-05-05,3,3,0,0,0,1,1,0,0
2015-05-12,3,3,0,0,0,1,1,0,0
2015-05-19,3,1,0,0,0,1,1,0,0
2015-05-26,7,3,0,0,0,1,1,0,0
2015-06-02,1,1,0,0,0,1,1,0,0
2015-06-09,5,2,0,0,0,1,1,0,0
2015-06-16,20,3,0,0,0,1,1,0,0
2015-06-23,29,1,0,0,0,1,1,0,0
2015-06-30,27,4,0,0,0,1,1,0,0
2015-07-07,37,1,0,0,0,1,1,0,0
2015-07-14,28,1,0,0,0,1,1,0,0
2015-07-21,15,1,0,0,0,1,1,0,0
2015-07-28,39,2,0,0,0,1,1,0,0
2015-08-04,35,3,0,0,0,1,1,0,0
2015-08-11,28,2,0,0,0,1,1,0,0
2015-08-18,37,3,0,0,0,1,1,0,0
2015-08-25,28,2,0,0,0,1,1,0,0
2015-09-01,39,1,0,0,0,1,1,0,0
2015-09-08,30,1,0,0,0,1,1,0,0
2015-09-15,28,1,0,0,0,1,1,0,0
2015-09-22,37,2,0,0,0,1,1,0,0
2015-09-29,12,1,0,0,0,1,1,0,0
2015-10-06,56,2,0,0,0,1,1,0,0
2015-10-13,56,2,0,0,0,1,1,0,0
2015-10-20,89,3,0,0,0,1,1,0,0
2015-10-27,139,2,0,0,0,1,1,0,0
2015-11-03,136,3,0,0,0,1,1,0,0
2015-11-10,130,4,0,0,0,1,1,0,0
2015-11-17,124,3,0,0,0,1,1,0,0
2015-11-24,105,3,0,0,0,1,1,0,0
2015-12-01,103,3,0,0,0,1,1,0,0
2015-12-08,116,2,0,0,0,1,1,0,0
2015-12-15,109,4,0,0,0,1,1,0,0
2015-12-22,89,3,0,0,0,1,1,0,0
2015-12-29,85,2,0,0,0,1,1,0,0
2016-01-05,32,1,0,0,0,1,1,0,0
2016-01-12,91,3,0,0,0,1,1,0,0
2016-01-19,65,1,0,0,0,1,1,0,0
2016-01-26,43,2,0,0,0,1,1,0,0
2016-02-02,65,3,0,0,0,1,1,0,0
2016-02-09,63,3,0,0,0,1,1,0,0
2016-02-16,85,2,0,0,0,1,1,0,0
2016-02-23,81,2,0,0,0,1,1,0,0
2016-03-01,67,3,0,0,0,1,1,0,0
2016-03-08,73,1,0,0,0,1,1,0,0
2016-03-15,84,1,0,0,0,1,1,0,0
2016-03-22,109,1,0,0,0,1,1,0,0
2016-03-29,130,1,0,0,0,1,1,0,0
2016-04-05,110,1,0,0,0,1,1,0,0
2016-04-12,114,1,0,0,0,1,1,0,0
2016-04-19,127,4,0,0,0,1,1,0,0
2016-04-26,139,4,0,0,0,1,1,0,0
2016-05-03,127,4,0,0,0,1,1,0,0
2016-05-10,92,3,0,0,0,1,1,0,0
2016-05-17,119,3,0,0,0,1,1,0,0
2016-05-24,131,4,0,0,0,1,1,0,0
2016-05-31,145,4,0,0,0,1,1,0,0
2016-06-07,161,4,0,0,0,1,1,0,0
2016-06-14,113,4,0,0,0,1,1,0,0
2016-06-21,85,4,0,0,0,1,1,0,0
2016-06-28,78,4,0,0,0,1,1,0,0
2016-07-05,72,4,0,0,0,1,1,0,0
2016-07-12,47,4,0,0,0,1,1,0,0
2016-07-19,91,4,0,0,0,1,1,0,0
2016-07-26,77,4,0,0,0,1,1,0,0
2016-08-02,63,4,0,0,0,1,1,0,0
2016-08-09,96,4,0,0,0,1,1,0,0
2016-08-16,78,4,0,0,0,1,1,0,0
2016-08-23,207,4,0,0,0,1,1,0,0
2016-08-30,135,4,0,0,0,1,1,0,0
2014-02-11,75,2,0,0,0,1,0,1,0
2014-02-18,111,3,0,0,0,1,0,1,0
2014-02-25,86,1,0,0,0,1,0,1,0
2014-03-04,79,2,0,0,0,1,0,1,0
2014-03-11,84,3,0,0,0,1,0,1,0
2014-03-18,82,2,0,0,0,1,0,1,0
2014-03-25,83,4,0,0,0,1,0,1,0
2014-04-01,97,2,0,0,0,1,0,1,0
2014-04-08,59,4,0,0,0,1,0,1,0
2014-04-15,94,4,0,0,0,1,0,1,0
2014-04-22,92,2,0,0,0,1,0,1,0
2014-04-29,74,3,0,0,0,1,0,1,0
2014-05-06,58,3,0,0,0,1,0,1,0
2014-05-13,68,3,0,0,0,1,0,1,0
2014-05-20,100,3,0,0,0,1,0,1,0
2014-05-27,87,1,0,0,0,1,0,1,0
2014-06-03,104,2,0,0,0,1,0,1,0
2014-06-10,95,2,0,0,0,1,0,1,0
2014-06-17,74,3,0,0,0,1,0,1,0
2014-06-24,101,1,0,0,0,1,0,1,0
2014-07-01,112,2,0,0,0,1,0,1,0
2014-07-08,88,1,0,0,0,1,0,1,0
2014-07-15,80,2,0,0,0,1,0,1,0
2014-07-22,65,3,0,0,0,1,0,1,0
2014-07-29,53,2,0,0,0,1,0,1,0
2014-08-05,75,3,0,0,0,1,0,1,0
2014-08-12,91,1,0,0,0,1,0,1,0
2014-08-19,92,4,0,0,0,1,0,1,0
2014-08-26,97,2,0,0,0,1,0,1,0
2014-09-02,97,1,0,0,0,1,0,1,0
2014-09-09,107,2,0,0,0,1,0,1,0
2014-09-16,84,2,0,0,0,1,0,1,0
2014-09-23,73,1,0,0,0,1,0,1,0
2014-09-30,85,1,0,0,0,1,0,1,0
2014-10-07,37,3,0,0,0,1,0,1,0
2014-10-14,77,1,0,0,0,1,0,1,0
2014-10-21,100,2,0,0,0,1,0,1,0
2014-10-28,80,1,0,0,0,1,0,1,0
2014-11-04,101,1,0,0,0,1,0,1,0
2014-11-11,122,2,0,0,0,1,0,1,0
2014-11-18,151,3,0,0,0,1,0,1,0
2014-11-25,124,1,0,0,0,1,0,1,0
2014-12-02,104,3,0,0,0,1,0,1,0
2014-12-09,101,1,0,0,0,1,0,1,0
2014-12-16,141,2,0,0,0,1,0,1,0
2014-12-23,114,2,0,0,0,1,0,1,0
2014-12-30,134,4,0,0,0,1,0,1,0
2015-01-06,82,2,0,0,0,1,0,1,0
2015-01-13,102,1,0,0,0,1,0,1,0
2015-01-20,118,1,0,0,0,1,0,1,0
2015-01-27,167,1,0,0,0,1,0,1,0
2015-02-03,177,2,0,0,0,1,0,1,0
2015-02-10,145,3,0,0,0,1,0,1,0
2015-02-17,98,1,0,0,0,1,0,1,0
2015-02-24,164,2,0,0,0,1,0,1,0
2015-03-03,177,2,0,0,0,1,0,1,0
2015-03-10,162,1,0,0,0,1,0,1,0
2015-03-17,186,1,0,0,0,1,0,1,0
2015-03-24,165,3,0,0,0,1,0,1,0
2015-03-31,176,2,0,0,0,1,0,1,0
2015-04-07,165,1,0,0,0,1,0,1,0
2015-04-14,130,1,0,0,0,1,0,1,0
2015-04-21,137,2,0,0,0,1,0,1,0
2015-04-28,143,3,0,0,0,1,0,1,0
2015-05-05,110,3,0,0,0,1,0,1,0
2015-05-12,111,3,0,0,0,1,0,1,0
2015-05-19,111,1,0,0,0,1,0,1,0
2015-05-26,123,3,0,0,0,1,0,1,0
2015-06-02,122,1,0,0,0,1,0,1,0
2015-06-09,127,2,0,0,0,1,0,1,0
2015-06-16,128,3,0,0,0,1,0,1,0
2015-06-23,114,1,0,0,0,1,0,1,0
2015-06-30,134,4,0,0,0,1,0,1,0
2015-07-07,114,1,0,0,0,1,0,1,0
2015-07-14,66,1,0,0,0,1,0,1,0
2015-07-21,76,1,0,0,0,1,0,1,0
2015-07-28,164,2,0,0,0,1,0,1,0
2015-08-04,174,3,0,0,0,1,0,1,0
2015-08-11,105,2,0,0,0,1,0,1,0
2015-08-18,114,3,0,0,0,1,0,1,0
2015-08-25,134,2,0,0,0,1,0,1,0
2015-09-01,151,1,0,0,0,1,0,1,0
2015-09-08,131,1,0,0,0,1,0,1,0
2015-09-15,149,1,0,0,0,1,0,1,0
2015-09-22,120,2,0,0,0,1,0,1,0
2015-09-29,51,1,0,0,0,1,0,1,0
2015-10-06,132,2,0,0,0,1,0,1,0
2015-10-13,104,2,0,0,0,1,0,1,0
2015-10-20,226,3,0,0,0,1,0,1,0
2015-10-27,209,2,0,0,0,1,0,1,0
2015-11-03,159,3,0,0,0,1,0,1,0
2015-11-10,188,4,0,0,0,1,0,1,0
2015-11-17,140,3,0,0,0,1,0,1,0
2015-11-24,196,3,0,0,0,1,0,1,0
2015-12-01,143,3,0,0,0,1,0,1,0
2015-12-08,161,2,0,0,0,1,0,1,0
2015-12-15,186,4,0,0,0,1,0,1,0
2015-12-22,204,3,0,0,0,1,0,1,0
2015-12-29,237,2,0,0,0,1,0,1,0
2016-01-05,150,1,0,0,0,1,0,1,0
2016-01-12,166,3,0,0,0,1,0,1,0
2016-01-19,156,1,0,0,0,1,0,1,0
2016-01-26,213,2,0,0,0,1,0,1,0
2016-02-02,119,3,0,0,0,1,0,1,0
2016-02-09,75,3,0,0,0,1,0,1,0
2016-02-16,53,2,0,0,0,1,0,1,0
2016-02-23,38,2,0,0,0,1,0,1,0
2016-03-01,105,3,0,0,0,1,0,1,0
2016-03-08,37,1,0,0,0,1,0,1,0
2016-03-15,66,1,0,0,0,1,0,1,0
2016-03-22,136,1,0,0,0,1,0,1,0
2016-03-29,160,1,0,0,0,1,0,1,0
2016-04-05,105,1,0,0,0,1,0,1,0
2016-04-12,143,1,0,0,0,1,0,1,0
2016-04-19,127,4,0,0,0,1,0,1,0
2016-04-26,163,4,0,0,0,1,0,1,0
2016-05-03,116,4,0,0,0,1,0,1,0
2016-05-10,124,3,0,0,0,1,0,1,0
2016-05-17,109,3,0,0,0,1,0,1,0
2016-05-24,99,4,0,0,0,1,0,1,0
2016-05-31,197,4,0,0,0,1,0,1,0
2016-06-07,109,4,0,0,0,1,0,1,0
