date,demand,civilians_rank,distance,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-1}_trend,w_{t-1}_seasonality
2014-08-26,170,2,140.35075927291882,191.0,166.0,174.0,103.0,194.0192307692308,12.038089561072832
2014-09-02,177,1,140.51583307609846,170.0,191.0,166.0,174.0,194.25000000000003,-14.054544472556262
2014-09-09,214,2,210.15648967129678,177.0,170.0,191.0,166.0,194.34615384615384,18.936154827148
2014-09-16,173,2,127.68577111437149,214.0,177.0,170.0,191.0,194.8365384615384,1.9557002806984196
2014-09-23,169,1,158.59826831992697,173.0,214.0,177.0,170.0,195.70192307692304,-21.03116452216144
2014-09-30,165,1,251.96159610520385,169.0,173.0,214.0,177.0,196.31730769230762,-14.601362658354617
2014-10-07,98,3,120.26244551510351,165.0,169.0,173.0,214.0,196.11538461538458,-24.229253102240094
2014-10-14,212,1,141.70898315820412,98.0,165.0,169.0,173.0,195.9326923076923,-22.257784571766628
2014-10-21,173,2,241.269479438795,212.0,98.0,165.0,169.0,195.72115384615387,25.95406857409147
2014-10-28,193,1,121.2296599827298,173.0,212.0,98.0,165.0,194.9423076923077,-2.9943346903068564
2014-11-04,167,1,234.01050395106338,193.0,173.0,212.0,98.0,194.73076923076923,4.925851788884587
2014-11-11,205,2,237.09754485573674,167.0,193.0,173.0,212.0,194.28846153846158,-23.727679680641927
2014-11-18,212,3,176.18147371500538,205.0,167.0,193.0,173.0,193.3076923076923,17.013019619062305
2014-11-25,190,1,261.9147598367712,212.0,205.0,167.0,193.0,192.9134615384616,4.333847123894762
2014-12-02,184,3,134.393734517519,190.0,212.0,205.0,167.0,192.25000000000003,-1.175453576400987
2014-12-09,172,1,167.50560593542014,184.0,190.0,212.0,205.0,191.60576923076928,17.279989313046848
2014-12-16,169,2,261.457238154341,172.0,184.0,190.0,212.0,191.49038461538458,16.57197066403316
2014-12-23,222,2,491.394636770253,169.0,172.0,184.0,190.0,191.0480769230769,29.613952015019454
2014-12-30,195,4,319.498671941728,222.0,169.0,172.0,184.0,190.4230769230769,51.77452310959553
2015-01-06,168,2,236.8490643520759,195.0,222.0,169.0,172.0,189.72115384615384,59.43829933237669
2015-01-13,157,1,511.7760807547797,168.0,195.0,222.0,169.0,188.72115384615387,-4.161308379414094
2015-01-20,190,1,378.4098319062547,157.0,168.0,195.0,222.0,187.61538461538458,-9.094000687106387
2015-01-27,216,1,342.04500762797335,190.0,157.0,168.0,195.0,186.4615384615385,-8.324769917875656
2015-02-03,217,2,238.2593286643031,216.0,190.0,157.0,168.0,186.59615384615387,-8.911383903650774
2015-02-10,240,3,328.21376989662764,217.0,216.0,190.0,157.0,187.2019230769231,41.69708326629189
2015-02-17,216,1,137.89196640059237,240.0,217.0,216.0,190.0,186.97115384615387,20.722217102901226
2015-02-24,205,2,434.52163652403084,216.0,240.0,217.0,216.0,186.83653846153848,16.785812477972087
2015-03-03,206,2,529.2205090613355,205.0,216.0,240.0,217.0,186.77884615384616,12.003254006889136
2015-03-10,244,1,668.8810772298386,206.0,205.0,216.0,240.0,187.00000000000009,7.111721176831773
2015-03-17,228,1,278.0753279508005,244.0,206.0,205.0,216.0,186.6923076923077,20.31313706472318
2015-03-24,216,3,287.2448691716446,228.0,244.0,206.0,205.0,186.3173076923077,3.838270901332532
2015-03-31,198,2,392.8115727000725,216.0,228.0,244.0,206.0,186.52884615384616,1.2864816610187697
2015-04-07,179,1,249.79011004945184,198.0,216.0,228.0,244.0,185.8173076923077,1.718666779679392
2015-04-14,190,1,333.07868317493063,179.0,198.0,216.0,228.0,185.71153846153848,-30.916455793967685
2015-04-21,201,2,235.0583756769028,190.0,179.0,198.0,216.0,186.10576923076923,4.256113940077541
2015-04-28,187,3,332.6924391872425,201.0,190.0,179.0,198.0,185.77884615384616,11.72996572540482
2015-05-05,185,3,144.99572085524701,187.0,201.0,190.0,179.0,185.63461538461536,-24.70964402772941
2015-05-12,193,3,251.63810573525055,185.0,187.0,201.0,190.0,185.41346153846158,1.9725410909311933
2015-05-19,211,1,155.02993560344143,193.0,185.0,187.0,201.0,185.11538461538458,12.302162107027721
2015-05-26,201,3,406.1898188511355,211.0,193.0,185.0,187.0,184.46153846153842,-3.650268158927057
2015-06-02,188,1,488.3615268611296,201.0,211.0,193.0,185.0,183.65384615384613,21.38448106229765
2015-06-09,190,2,141.39110247532528,188.0,201.0,211.0,193.0,183.3269230769231,-24.47179535750327
2015-06-16,192,3,239.46691351095112,190.0,188.0,201.0,211.0,183.3269230769231,-9.888969213201626
2015-06-23,183,1,273.94801411654163,192.0,190.0,188.0,201.0,183.65384615384616,-7.453578966335896
2015-06-30,156,4,360.10442926713137,183.0,192.0,190.0,188.0,183.96153846153848,-17.540624616906037
2015-07-07,157,1,396.4088883050607,156.0,183.0,192.0,190.0,184.3942307692308,-21.948183087988987
2015-07-14,146,1,252.19411319528686,157.0,156.0,183.0,192.0,185.13461538461542,-33.99797531424648
2015-07-21,106,1,158.61879215769974,146.0,157.0,156.0,183.0,185.6923076923077,-43.783424229214944
2015-07-28,189,2,160.09739658610275,106.0,146.0,157.0,156.0,185.72115384615387,-26.392591092901373
2015-08-04,151,3,214.85438926836213,189.0,106.0,146.0,157.0,185.0865384615385,-29.187213466245066
2015-08-11,165,2,328.4506766388863,151.0,189.0,106.0,146.0,185.37500000000003,-3.9048474998741365
2015-08-18,178,3,234.23798697906426,165.0,151.0,189.0,106.0,185.6442307692308,-4.5487635847852905
2015-08-25,177,2,152.15397252145584,178.0,165.0,151.0,189.0,185.23076923076923,12.038089561072832
2015-09-01,193,1,152.9202433964371,177.0,178.0,165.0,151.0,185.22115384615387,-14.054544472556262
2015-09-08,166,1,143.30540338989647,193.0,177.0,178.0,165.0,185.0961538461539,18.936154827148
2015-09-15,182,1,124.90719360421714,166.0,193.0,177.0,178.0,184.49038461538464,1.9557002806984196
2015-09-22,182,2,120.11121493277264,182.0,166.0,193.0,177.0,183.52884615384616,-21.03116452216144
2015-09-29,78,1,123.60917788305954,182.0,182.0,166.0,193.0,182.5673076923077,-14.601362658354617
2015-10-06,174,2,153.85731434366443,78.0,182.0,182.0,166.0,181.59615384615384,-24.229253102240094
2015-10-13,177,2,145.04687997590838,174.0,78.0,182.0,182.0,180.8076923076923,-22.257784571766628
2015-10-20,174,3,135.54905812514548,177.0,174.0,78.0,182.0,180.32692307692304,25.95406857409147
2015-10-27,177,2,145.46682493624232,174.0,177.0,174.0,78.0,179.89423076923077,-2.9943346903068564
2015-11-03,160,3,271.438602510306,177.0,174.0,177.0,174.0,179.28846153846152,4.925851788884587
2015-11-10,181,4,263.05949130140715,160.0,177.0,174.0,177.0,178.63461538461536,-23.727679680641927
2015-11-17,168,3,310.1821045170236,181.0,160.0,177.0,174.0,178.33653846153848,17.013019619062305
2015-11-24,150,3,223.79669465417254,168.0,181.0,160.0,177.0,177.71153846153842,4.333847123894762
2015-12-01,190,3,162.39738766956145,150.0,168.0,181.0,160.0,176.84615384615387,-1.175453576400987
2015-12-08,166,2,245.7364223706256,190.0,150.0,168.0,181.0,176.0673076923077,17.279989313046848
2015-12-15,209,4,217.24995999179643,166.0,190.0,150.0,168.0,175.25000000000003,16.57197066403316
2015-12-22,214,3,265.00806860189056,209.0,166.0,190.0,150.0,174.50961538461542,29.613952015019454
2015-12-29,248,2,228.00801663131847,214.0,209.0,166.0,190.0,173.59615384615387,51.77452310959553
2016-01-05,192,1,187.5912648184849,248.0,214.0,209.0,166.0,173.25,59.43829933237669
2016-01-12,191,3,247.59080064555252,192.0,248.0,214.0,209.0,172.77884615384616,-4.161308379414094
2016-01-19,159,1,261.14588935713857,191.0,192.0,248.0,214.0,171.75000000000003,-9.094000687106387
2016-01-26,181,2,207.6128084931577,159.0,191.0,192.0,248.0,172.36538461538467,-8.324769917875656
2016-02-02,282,3,529.1215034424091,181.0,159.0,191.0,192.0,173.40384615384616,-8.911383903650774
2016-02-09,203,3,316.8258414835159,282.0,181.0,159.0,191.0,174.23076923076923,41.69708326629189
2016-02-16,210,2,233.04738922160604,203.0,282.0,181.0,159.0,175.64423076923077,20.722217102901226
2016-02-23,210,2,325.65167307528577,210.0,203.0,282.0,181.0,176.8461538461539,16.785812477972087
2016-03-01,188,3,316.06531566758287,210.0,210.0,203.0,282.0,177.50961538461542,12.003254006889136
2016-03-08,199,1,297.8261133900001,188.0,210.0,210.0,203.0,178.22115384615387,7.111721176831773
2016-03-15,173,1,176.8307052438284,199.0,188.0,210.0,210.0,179.1826923076923,20.31313706472318
2016-03-22,171,1,389.19186137525804,173.0,199.0,188.0,210.0,179.24038461538458,3.838270901332532
2016-03-29,142,1,345.5434381918775,171.0,173.0,199.0,188.0,178.9423076923077,1.2864816610187697
2016-04-05,153,1,426.50300918267294,142.0,171.0,173.0,199.0,180.61538461538464,1.718666779679392
2016-04-12,166,1,185.67930082261287,153.0,142.0,171.0,173.0,182.88461538461542,-30.916455793967685
2016-04-19,180,4,278.72289816077785,166.0,153.0,142.0,171.0,184.23076923076923,4.256113940077541
2016-04-26,145,4,264.64129452282185,180.0,166.0,153.0,142.0,185.3942307692308,11.72996572540482
2016-05-03,159,4,248.08211729070683,145.0,180.0,166.0,153.0,186.11538461538458,-24.70964402772941
2016-05-10,188,3,321.68791847972136,159.0,145.0,180.0,166.0,186.5480769230769,1.9725410909311933
2016-05-17,151,3,225.23396782581676,188.0,159.0,145.0,180.0,187.11538461538456,12.302162107027721
2016-05-24,171,4,284.4278330801852,151.0,188.0,159.0,145.0,187.88461538461542,-3.650268158927057
2016-05-31,137,4,172.84445377371605,171.0,151.0,188.0,159.0,188.84615384615387,21.38448106229765
2016-06-07,156,4,270.53253819311095,137.0,171.0,151.0,188.0,190.00000000000003,-24.47179535750327
2016-06-14,149,4,283.7387196792672,156.0,137.0,171.0,151.0,191.50961538461542,-9.888969213201626
2016-06-21,131,4,222.5065362892579,149.0,156.0,137.0,171.0,193.13461538461544,-7.453578966335896
2016-06-28,172,4,167.81574636460223,131.0,149.0,156.0,137.0,194.34615384615384,-17.540624616906037
2016-07-05,92,4,229.90341897508011,172.0,131.0,149.0,156.0,195.39423076923072,-21.948183087988987
2016-07-12,104,4,181.68071007556847,92.0,172.0,131.0,149.0,183.0613166501389,-33.99797531424648
2016-07-19,212,4,182.74981586967687,104.0,92.0,172.0,131.0,183.11806490487228,-43.783424229214944
2016-07-26,191,4,166.5802264329663,212.0,104.0,92.0,172.0,183.17481315960566,-26.392591092901373
2016-08-02,235,4,177.75829421796763,191.0,212.0,104.0,92.0,183.2315614143391,-29.187213466245066
2016-08-09,228,4,172.12768811348565,235.0,191.0,212.0,104.0,183.28830966907245,-3.9048474998741365
2016-08-16,240,4,179.0198613680544,228.0,235.0,191.0,212.0,183.34505792380588,-4.5487635847852905
2016-08-23,184,4,344.72824105169923,240.0,228.0,235.0,191.0,183.40180617853932,12.038089561072832
2016-08-30,260,4,158.85920697142106,184.0,240.0,228.0,235.0,183.4585544332727,-14.054544472556262
2016-09-06,199,4,153.64198921366315,260.0,184.0,240.0,228.0,183.5153026880061,18.936154827148
2016-09-13,155,4,164.34521740351278,199.0,260.0,184.0,240.0,183.57205094273948,1.9557002806984196
2016-09-20,178,4,265.8666190081093,155.0,199.0,260.0,184.0,183.62879919747292,-21.03116452216144
2016-09-27,256,4,282.94747548703083,178.0,155.0,199.0,260.0,183.6855474522063,-14.601362658354617
2016-10-04,232,4,162.7416312101989,256.0,178.0,155.0,199.0,183.7422957069397,-24.229253102240094
2016-10-11,259,4,167.57959067602346,232.0,256.0,178.0,155.0,183.79904396167308,-22.257784571766628
2016-10-18,213,4,159.2683967975012,259.0,232.0,256.0,178.0,183.85579221640648,25.95406857409147
2016-10-25,213,3,160.4930369064086,213.0,259.0,232.0,256.0,183.91254047113992,-2.9943346903068564
2016-11-01,169,3,156.08491401674925,213.0,213.0,259.0,232.0,183.9692887258733,4.925851788884587
2016-11-08,231,4,217.84603761884497,169.0,213.0,213.0,259.0,184.02603698060668,-23.727679680641927
2016-11-15,198,4,150.28471606655762,231.0,169.0,213.0,213.0,184.08278523534008,17.013019619062305
2016-11-22,220,4,151.13176240892216,198.0,231.0,169.0,213.0,184.13953349007352,4.333847123894762
2016-11-29,240,4,151.99436438464355,220.0,198.0,231.0,169.0,184.19628174480687,-1.175453576400987
2016-12-06,273,4,168.5609965208124,240.0,220.0,198.0,231.0,184.2530299995403,17.279989313046848
2016-12-13,271,4,172.0474593165351,273.0,240.0,220.0,198.0,184.30977825427368,16.57197066403316
2016-12-20,278,1,185.44505788373817,271.0,273.0,240.0,220.0,184.36652650900712,29.613952015019454
2016-12-27,293,3,155.4705921828375,278.0,271.0,273.0,240.0,184.42327476374047,51.77452310959553
2017-01-03,177,2,182.7531487800263,293.0,278.0,271.0,273.0,184.4800230184739,59.43829933237669
