date,demand,civilians_rank,distance,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
2015-12-08,232,2,245.7364223706256,256.0,279.0,236.0,307.0,275.0,301.17307692307685,-53.440108117323106
2015-12-15,331,4,217.24995999179643,232.0,256.0,279.0,236.0,307.0,299.67307692307696,-50.750406695278365
2015-12-22,317,3,265.00806860189056,331.0,232.0,256.0,279.0,236.0,298.95192307692315,5.054679342150999
2015-12-29,263,2,228.00801663131847,317.0,331.0,232.0,256.0,279.0,298.95192307692315,-21.23318333836833
2016-01-05,182,1,187.5912648184849,263.0,317.0,331.0,232.0,256.0,299.4326923076923,-58.8223280701697
2016-01-12,324,3,247.59080064555252,182.0,263.0,317.0,331.0,232.0,299.83653846153845,-119.44345006479756
2016-01-19,294,1,261.14588935713857,324.0,182.0,263.0,317.0,331.0,299.01923076923083,-37.05402698787451
2016-01-26,325,2,207.6128084931577,294.0,324.0,182.0,263.0,317.0,300.20192307692315,-59.44345006479757
2016-02-02,336,3,529.1215034424091,325.0,294.0,324.0,182.0,263.0,301.3076923076923,-47.11652698787449
2016-02-09,297,3,316.8258414835159,336.0,325.0,294.0,324.0,182.0,302.2307692307693,31.29308664545423
2016-02-16,334,2,233.04738922160604,297.0,336.0,325.0,294.0,324.0,304.08653846153845,36.810467618162654
2016-02-23,312,2,325.65167307528577,334.0,297.0,336.0,325.0,294.0,304.53846153846155,34.616310129332554
2016-03-01,302,3,316.06531566758287,312.0,334.0,297.0,336.0,325.0,304.5865384615385,34.6529218712717
2016-03-08,322,1,297.8261133900001,302.0,312.0,334.0,297.0,336.0,305.43269230769226,20.01966181833909
2016-03-15,347,1,176.8307052438284,322.0,302.0,312.0,334.0,297.0,307.31730769230774,28.162042791047448
2016-03-22,330,1,389.19186137525804,347.0,322.0,302.0,312.0,334.0,308.39423076923083,25.83006478939688
2016-03-29,343,1,345.5434381918775,330.0,347.0,322.0,302.0,312.0,306.75961538461536,37.53334319800271
2016-04-05,259,1,426.50300918267294,343.0,330.0,347.0,322.0,302.0,307.47115384615387,22.05713442712134
2016-04-12,348,1,185.67930082261287,259.0,343.0,330.0,347.0,322.0,310.97115384615387,7.276438476752826
2016-04-19,394,4,278.72289816077785,348.0,259.0,343.0,330.0,347.0,313.0576923076924,23.998947654589397
2016-04-26,357,4,264.64129452282185,394.0,348.0,259.0,343.0,330.0,315.01923076923083,55.53555939652857
2016-05-03,320,4,248.08211729070683,357.0,394.0,348.0,259.0,343.0,317.04807692307696,74.6170429333395
2016-05-10,359,3,321.68791847972136,320.0,357.0,394.0,348.0,259.0,318.50961538461536,29.153654675278663
2016-05-17,352,3,225.23396782581676,359.0,320.0,357.0,394.0,348.0,319.13461538461553,41.5973176992691
2016-05-24,356,4,284.4278330801852,352.0,359.0,320.0,357.0,394.0,319.50000000000006,68.02495508223389
2016-05-31,254,4,172.84445377371605,356.0,352.0,359.0,320.0,357.0,320.15384615384625,51.85002836263456
2016-06-07,255,4,270.53253819311095,254.0,356.0,352.0,359.0,320.0,321.6442307692307,13.553306771240432
2016-06-14,348,4,283.7387196792672,255.0,254.0,356.0,352.0,359.0,324.02884615384613,32.371969795230854
2016-06-21,279,4,222.5065362892579,348.0,255.0,254.0,356.0,352.0,326.41346153846155,50.07204307563154
2016-06-28,322,4,167.81574636460223,279.0,348.0,255.0,254.0,356.0,328.14423076923083,13.717629176545046
2016-07-05,236,4,229.90341897508011,322.0,279.0,348.0,255.0,254.0,329.60576923076917,2.959369123612433
2016-07-12,182,4,181.68071007556847,236.0,322.0,279.0,348.0,255.0,333.75847143870413,-18.285689101195945
2016-07-19,383,4,182.74981586967687,182.0,236.0,322.0,279.0,348.0,335.1797517879545,-45.13950414234025
2016-07-26,314,4,166.5802264329663,383.0,182.0,236.0,322.0,279.0,336.6010321372048,-1.9676781578434983
2016-08-02,411,4,177.75829421796763,314.0,383.0,182.0,236.0,322.0,338.0223124864551,27.50222474973017
2016-08-09,348,4,172.12768811348565,411.0,314.0,383.0,182.0,236.0,339.4435928357055,8.931121554069833
2016-08-16,340,4,179.0198613680544,348.0,411.0,314.0,383.0,182.0,340.8648731849558,15.797105027396645
2016-08-23,257,4,344.72824105169923,340.0,348.0,411.0,314.0,383.0,342.2861535342062,11.695139782774742
2016-08-30,434,4,158.85920697142106,257.0,340.0,348.0,411.0,314.0,343.7074338834565,-42.108748538770215
2016-09-06,335,4,153.64198921366315,434.0,257.0,340.0,348.0,411.0,345.1287142327069,38.22197852430017
2016-09-13,298,4,164.34521740351278,335.0,434.0,257.0,340.0,348.0,346.54999458195715,-28.11716620750125
2016-09-20,252,4,265.8666190081093,298.0,335.0,434.0,257.0,340.0,347.9712749312075,-19.94349042648211
2016-09-27,416,4,282.94747548703083,252.0,298.0,335.0,434.0,257.0,349.3925552804578,16.188518687870346
2016-10-04,405,4,162.7416312101989,416.0,252.0,298.0,335.0,434.0,350.81383562970825,-41.69229271059774
2016-10-11,398,4,167.57959067602346,405.0,416.0,252.0,298.0,335.0,352.23511597895856,1.3211266601649552
2016-10-18,382,4,159.2683967975012,398.0,405.0,416.0,252.0,298.0,353.65639632820887,2.3409562873379244
2016-10-25,406,3,160.4930369064086,382.0,398.0,405.0,416.0,252.0,355.07767667745924,-7.113573059848077
2016-11-01,312,3,156.08491401674925,406.0,382.0,398.0,405.0,416.0,356.4989570267096,-10.295666509598195
2016-11-08,335,4,217.84603761884497,312.0,406.0,382.0,398.0,405.0,357.92023737595986,-50.21173431832267
2016-11-15,246,4,150.28471606655762,335.0,312.0,406.0,382.0,398.0,359.34151772521017,-32.438699562944564
2016-11-22,337,4,151.13176240892216,246.0,335.0,312.0,406.0,382.0,360.7627980744606,-79.32912634602799
2016-11-29,353,4,151.99436438464355,337.0,246.0,335.0,312.0,406.0,362.18407842371096,-38.809296718855045
2016-12-06,383,4,168.5609965208124,353.0,337.0,246.0,335.0,312.0,363.60535877296127,-53.440108117323106
2016-12-13,428,4,172.0474593165351,383.0,353.0,337.0,246.0,335.0,365.02663912221163,-50.750406695278365
2016-12-20,400,1,185.44505788373817,428.0,383.0,353.0,337.0,246.0,366.447919471462,5.054679342150999
2016-12-27,332,3,155.4705921828375,400.0,428.0,383.0,353.0,337.0,367.86919982071225,-21.23318333836833
2017-01-03,182,2,182.7531487800263,332.0,400.0,428.0,383.0,353.0,369.2904801699626,-58.8223280701697
